Gene	final_five_prime_utr	final_three_prime_utr
YLR022C	37	289
YLR023C	291	469
YLR024C	154	56
YLR025W	77	284
YLR026C	104	231
YLR027C	30	344
YLR028C	205	138
YLR029C	64	377
YLR030W	222	626
YLR031W	424	25
YLR032W	13	55
YLR033W	107	200
YLR034C	164	434
YLR035C	21	365
YLR035C-A	344	325
YLR036C	278	194
YLR037C	1516	150
YLR038C	525	148
YLR039C	74	68
YLR040C	293	143
YLR041W	459	958
YLR042C	155	116
YLR043C	26	340
YLR044C	207	78
YLR045C	85	132
YLR046C	2163	51
YLR047C	236	316
YLR048W	301	222
YLR049C	211	105
YLR050C	196	91
YLR051C	33	150
YLR052W	45	687
YLR053C	11	99
YLR054C	0	0
YLR055C	299	44
YLR056W	210	128
YLR057W	87	113
YLR058C	113	149
YLR059C	257	186
YLR060W	52	157
YLR061W	84	104
YLR062C	122	256
YLR063W	14	365
YLR064W	1222	88
YLR065C	57	777
YLR066W	75	284
YLR067C	92	82
YLR068W	78	98
YLR069C	59	154
YLR070C	111	48
YLR071C	41	140
YLR072W	65	53
YLR073C	130	255
YLR074C	331	69
YLR075W	308	140
YLR076C	0	0
YLR077W	133	170
YLR078C	718	91
YLR079W	51	165
YLR080W	182	79
YLR081W	60	87
YLR082C	84	348
YLR083C	176	229
YLR084C	141	78
YLR085C	163	155
YLR086W	156	223
YLR087C	177	163
YLR088W	161	177
YLR089C	303	207
YLR090W	88	100
YLR091W	216	384
YLR092W	368	121
YLR093C	73	270
YLR094C	79	121
YLR095C	36	60
YLR096W	203	115
YLR097C	67	172
YLR098C	191	153
YLR099C	98	123
YLR099W-A	1634	60
YLR100W	26	211
YLR101C	808	769
YLR102C	230	150
YLR103C	92	77
YLR104W	418	60
YLR105C	263	90
YLR106C	0	187
YLR107W	47	113
YLR108C	117	146
YLR109W	112	839
YLR110C	46	955
YLR111W	0	0
YLR112W	51	452
YLR113W	343	142
YLR114C	82	437
YLR115W	16	149
YLR116W	208	468
YLR117C	37	151
YLR118C	403	106
YLR119W	337	91
YLR120C	223	403
YLR120W-A	510	163
YLR121C	183	147
YLR122C	0	0
YLR123C	614	14
YLR124W	0	0
YLR125W	11	895
YLR126C	97	230
YLR127C	72	200
YLR128W	381	215
YLR129W	68	116
YLR130C	191	253
YLR131C	265	75
YLR132C	84	438
YLR133W	58	579
YLR134W	672	130
YLR135W	63	152
YLR136C	100	250
YLR137W	14	269
YLR138W	150	71
YLR139C	50	173
YLR140W	0	0
YLR141W	122	422
YLR142W	22	46
YLR143W	32	208
YLR144C	58	116
YLR145W	383	63
YLR146C	225	83
YLR146W-A	20	228
YLR147C	30	224
YLR148W	29	148
YLR149C	57	183
YLR149C-A	649	17
YLR150W	235	227
YLR151C	40	396
YLR152C	183	101
YLR153C	112	263
YLR154C	96	365
YLR154C-G	0	0
YLR154C-H	362	540
YLR154W-A	658	38
YLR154W-B	0	0
YLR154W-C	0	0
YLR154W-E	863	812
YLR154W-F	623	127
YLR155C	166	95
YLR156C-A	0	0
YLR156W	0	0
YLR157C	166	95
YLR157C-A	173	573
YLR157C-B	121	324
YLR157C-C	0	0
YLR157W-D	0	0
YLR157W-E	0	0
YLR158C	166	79
YLR159C-A	0	0
YLR159W	0	0
YLR160C	167	95
YLR161W	0	0
YLR162W	0	675
YLR162W-A	569	10
YLR163C	63	164
YLR163W-A	237	267
YLR164W	362	143
YLR165C	203	122
YLR166C	35	64
YLR167W	758	53
YLR168C	791	129
YLR169W	0	0
YLR170C	46	320
YLR171W	479	671
YLR172C	36	411
YLR173W	741	394
YLR174W	286	82
YLR175W	97	162
YLR176C	555	102
YLR177W	678	57
YLR178C	561	55
YLR179C	230	330
YLR180W	62	408
YLR181C	305	136
YLR182W	46	179
YLR183C	128	157
YLR184W	0	0
YLR185W	269	100
YLR186W	140	193
YLR187W	209	118
YLR188W	72	331
YLR189C	64	128
YLR190W	426	408
YLR191W	58	267
YLR192C	79	376
YLR193C	70	184
YLR194C	258	66
YLR195C	23	382
YLR196W	77	214
YLR197W	80	185
YLR198C	154	943
YLR199C	182	200
YLR200W	59	350
YLR201C	41	396
YLR202C	994	790
YLR203C	90	367
YLR204W	62	161
YLR205C	139	66
YLR206W	129	134
YLR207W	59	75
YLR208W	520	363
YLR209C	101	184
YLR210W	67	179
YLR211C	111	338
YLR212C	44	164
YLR213C	512	123
YLR214W	96	143
YLR215C	60	126
YLR216C	100	111
YLR217W	929	242
YLR218C	80	103
YLR219W	194	343
YLR220W	160	577
YLR221C	107	234
YLR222C	44	109
YLR222C-A	956	0
YLR223C	313	196
YLR224W	596	96
YLR225C	67	128
YLR226W	48	610
YLR227C	365	126
YLR227W-A	184	740
YLR227W-B	41	316
YLR228C	254	215
YLR229C	207	1128
YLR230W	458	104
YLR231C	141	99
YLR232W	0	0
YLR233C	34	303
YLR234W	66	530
YLR235C	0	0
YLR236C	0	0
YLR237W	134	185
YLR238W	79	155
YLR239C	40	195
YLR240W	32	164
YLR241W	308	153
YLR242C	98	144
YLR243W	91	168
YLR244C	583	56
YLR245C	63	186
YLR246W	542	72
YLR247C	16	121
YLR248W	664	145
YLR249W	65	169
YLR250W	62	289
YLR251W	146	263
YLR252W	536	44
YLR253W	111	93
YLR254C	597	79
YLR255C	28	491
YLR256W	859	135
YLR256W-A	152	735
YLR257W	268	150
YLR258W	80	367
YLR259C	45	218
YLR260W	135	215
YLR261C	391	306
YLR262C	65	182
YLR262C-A	402	99
YLR263W	358	62
YLR264C-A	0	0
YLR264W	55	1024
YLR265C	235	164
YLR266C	28	28
YLR267W	120	99
YLR268W	71	301
YLR269C	991	460
YLR270W	159	205
YLR271W	352	109
YLR272C	81	80
YLR273C	226	149
YLR274W	38	133
YLR275W	238	257
YLR276C	151	77
YLR277C	157	82
YLR278C	27	44
YLR279W	0	0
YLR280C	0	0
YLR281C	0	0
YLR282C	809	292
YLR283W	338	92
YLR284C	102	86
YLR285C-A	960	830
YLR285W	33	259
YLR286C	239	196
YLR286W-A	105	1518
YLR287C	80	641
YLR287C-A	65	219
YLR288C	29	160
YLR289W	19	115
YLR290C	22	184
YLR291C	64	178
YLR292C	71	183
YLR293C	75	258
YLR294C	396	31
YLR295C	124	278
YLR296W	0	0
YLR297W	209	297
YLR298C	268	742
YLR299C-A	0	0
YLR299W	255	123
YLR300W	133	303
YLR301W	39	211
YLR302C	0	0
YLR303W	40	495
YLR304C	110	236
YLR305C	21	54
YLR306W	66	272
YLR307C-A	65	238
YLR307W	76	97
YLR308W	0	0
YLR309C	303	122
YLR310C	37	258
YLR311C	928	9
YLR312C	193	213
YLR312W-A	28	283
YLR313C	46	509
YLR314C	69	137
YLR315W	49	688
YLR316C	59	155
YLR317W	874	142
YLR318W	20	31
YLR319C	39	186
YLR320W	0	63
YLR321C	66	326
YLR322W	38	134
YLR323C	1949	285
YLR324W	66	147
YLR325C	495	240
YLR326W	161	140
YLR327C	246	180
YLR328W	210	350
YLR329W	0	0
YLR330W	54	149
YLR331C	963	397
YLR332W	450	214
YLR333C	160	175
YLR334C	0	0
YLR335W	29	184
YLR336C	40	168
YLR337C	129	135
YLR338W	0	0
YLR339C	597	26
YLR340W	78	347
YLR341W	0	0
YLR342W	247	223
YLR342W-A	1129	510
YLR343W	375	575
YLR344W	462	106
YLR345W	145	83
YLR346C	169	152
YLR347C	201	480
YLR347W-A	0	0
YLR348C	91	110
YLR349W	658	315
YLR350W	123	137
YLR351C	37	187
YLR352W	128	96
YLR353W	480	165
YLR354C	71	168
YLR355C	78	303
YLR356W	83	208
YLR357W	55	193
YLR358C	143	763
YLR359W	115	144
YLR360W	99	137
YLR361C	253	479
YLR361C-A	17	284
YLR362W	64	115
YLR363C	80	544
YLR363W-A	27	389
YLR364C-A	0	0
YLR364W	108	408
YLR365W	0	0
YLR366W	0	0
YLR367W	190	226
YLR368W	63	43
YLR369W	22	142
YLR370C	42	247
YLR371W	111	175
YLR372W	216	258
YLR373C	30	93
YLR374C	979	0
YLR375W	89	98
YLR376C	67	94
YLR377C	47	143
YLR378C	270	173
YLR379W	0	0
YLR379W-A	0	0
YLR380W	630	134
YLR381W	37	77
YLR382C	81	96
YLR383W	71	55
YLR384C	510	76
YLR385C	129	2514
YLR386W	56	159
YLR387C	96	416
YLR388W	151	140
YLR389C	67	220
YLR390W	4166	270
YLR390W-A	72	606
YLR392C	387	91
YLR393W	55	1131
YLR394W	797	92
YLR395C	634	279
YLR396C	53	221
YLR397C	421	145
YLR398C	268	204
YLR399C	49	321
YLR399W-A	0	0
YLR400W	180	367
YLR401C	44	2294
YLR402W	0	0
YLR403W	130	430
YLR404W	275	207
YLR405W	738	149
YLR406C	252	189
YLR406C-A	0	0
YLR407W	247	237
YLR408C	242	103
YLR409C	47	107
YLR410W	49	86
YLR410W-B	93	319
YLR411W	85	153
YLR412C-A	107	844
YLR412W	20	1046
YLR413W	49	170
YLR414C	198	119
YLR415C	0	0
YLR416C	0	0
YLR417W	388	130
YLR418C	99	313
YLR419W	0	108
YLR420W	107	131
YLR421C	36	343
YLR422W	104	84
YLR423C	128	226
YLR424W	19	108
YLR425W	155	72
YLR426W	24	93
YLR427W	133	174
YLR428C	72	131
YLR429W	46	189
YLR430W	305	96
YLR431C	143	207
YLR432W	130	330
YLR433C	122	295
YLR434C	792	0
YLR435W	78	329
YLR436C	83	123
YLR437C	72	231
YLR437C-A	997	244
YLR438C-A	1868	105
YLR438W	49	114
YLR439W	613	143
YLR440C	226	1326
YLR441C	54	326
YLR442C	37	144
YLR443W	216	100
YLR444C	16	299
YLR445W	0	0
YLR446W	85	285
YLR447C	53	498
YLR448W	65	506
YLR449W	75	90
YLR450W	155	73
YLR451W	83	188
YLR452C	171	218
YLR453C	0	0
YLR454W	126	85
YLR455W	282	469
YLR456W	11	164
YLR457C	354	177
YLR458W	0	0
YLR459W	28	305
YLR460C	45	257
YLR461W	0	0
YLR462W	0	0
YLR463C	0	0
YLR464W	0	0
YLR465C	0	0
YLR466C-A	445	728
YLR466C-B	0	0
YLR466W	0	68
YLR467C-A	51	729
YLR467W	525	789
YML001W	232	129
YML002W	966	91
YML003W	0	0
YML004C	196	139
YML005W	96	83
YML006C	213	73
YML007C-A	358	161
YML007W	196	234
YML008C	274	90
YML009C	48	287
YML009C-A	153	764
YML009W-B	1838	299
YML010W	31	274
YML011C	139	167
YML012C-A	908	945
YML012W	1428	127
YML013W	28	237
YML014W	46	98
YML015C	62	120
YML016C	251	130
YML017W	540	330
YML018C	180	200
YML019W	47	294
YML020W	175	172
YML021C	16	195
YML022W	53	497
YML023C	392	83
YML024W	41	248
YML025C	41	145
YML026C	21	419
YML027W	216	169
YML028W	1061	113
YML029W	79	325
YML030W	84	246
YML031C-A	0	0
YML031W	72	79
YML032C	39	298
YML034C-A	0	0
YML034W	125	184
YML035C	164	238
YML036W	655	56
YML037C	0	0
YML038C	480	220
YML039W	41	325
YML040W	187	463
YML041C	74	90
YML042W	119	107
YML043C	161	163
YML045W	128	319
YML045W-A	291	735
YML046W	75	168
YML047C	0	0
YML047W-A	0	0
YML048W	44	346
YML049C	0	121
YML050W	17	125
YML051W	118	142
YML052W	38	163
YML053C	234	153
YML054C	692	95
YML054C-A	0	0
YML055W	190	95
YML056C	202	95
YML057C-A	0	0
YML057W	90	117
YML058W	33	370
YML058W-A	51	134
YML059C	24	105
YML060W	76	218
YML061C	152	90
YML062C	45	134
YML063W	243	66
YML064C	88	277
YML065W	93	92
YML066C	182	442
YML067C	209	285
YML068W	95	163
YML069W	84	73
YML070W	257	71
YML071C	127	51
YML072C	152	143
YML073C	36	2664
YML074C	62	144
YML075C	359	108
YML076C	16	136
YML077W	66	129
YML078W	30	319
YML079W	28	170
YML080W	150	145
YML081C-A	245	108
YML081W	131	81
YML082W	63	185
YML083C	2776	360
YML084W	0	0
YML085C	62	174
YML086C	171	119
YML087C	226	108
YML088W	46	162
YML089C	0	0
YML090W	0	0
YML091C	296	110
YML092C	132	107
YML093W	30	153
YML094C-A	411	0
YML094W	649	96
YML095C	175	994
YML096W	48	226
YML097C	55	86
YML098W	57	559
YML099C	42	172
YML099W-A	784	201
YML100W	398	128
YML100W-A	1316	241
YML101C	77	106
YML101C-A	402	1197
YML102W	269	55
YML103C	26	107
YML104C	53	59
YML105C	78	106
YML106W	1480	64
YML107C	12	128
YML108W	237	651
YML109W	25	83
YML110C	47	748
YML111W	154	136
YML112W	53	108
YML113W	338	147
YML114C	175	78
YML115C	70	254
YML116W	148	287
YML116W-A	2141	44
YML117W	134	171
YML118W	112	222
YML119W	463	62
YML120C	157	400
YML121W	134	271
YML122C	59	164
YML123C	118	145
YML124C	37	153
YML125C	40	227
YML126C	0	148
YML127W	79	176
YML128C	163	188
YML129C	30	329
YML130C	120	93
YML131W	93	266
YML132W	4	70
YML133C	528	608
YML133W-A	0	0
YML133W-B	69	661
YMR001C	358	206
YMR001C-A	0	0
YMR002W	304	242
YMR003W	51	83
YMR004W	96	147
YMR005W	70	142
YMR006C	215	105
YMR007W	185	434
YMR008C	873	338
YMR008C-A	245	10
YMR009W	483	1021
YMR010W	264	447
YMR011W	29	237
YMR012W	127	134
YMR013C	164	87
YMR013C-A	98	1351
YMR013W-A	804	233
YMR014W	265	122
YMR015C	168	188
YMR016C	223	142
YMR017W	0	0
YMR018W	0	0
YMR019W	5	101
YMR020W	127	96
YMR021C	61	284
YMR022W	547	119
YMR023C	92	57
YMR024W	8	194
YMR025W	58	85
YMR026C	180	85
YMR027W	98	125
YMR028W	47	101
YMR029C	38	263
YMR030W	184	114
YMR030W-A	970	101
YMR031C	65	172
YMR031W-A	0	0
YMR032W	103	153
YMR033W	42	223
YMR034C	222	106
YMR035W	325	287
YMR036C	59	140
YMR037C	250	266
YMR038C	37	418
YMR039C	186	197
YMR040W	414	77
YMR041C	192	120
YMR042W	139	521
YMR043W	398	329
YMR044W	69	183
YMR045C	41	319
YMR046C	265	786
YMR046W-A	597	115
YMR047C	86	89
YMR048W	24	119
YMR049C	68	177
YMR050C	121	325
YMR051C	176	735
YMR052C-A	996	487
YMR052W	19	762
YMR053C	2	121
YMR054W	211	117
YMR055C	43	78
YMR056C	117	128
YMR057C	0	0
YMR058W	53	248
YMR059W	40	813
YMR060C	39	40
YMR061W	15	165
YMR062C	278	285
YMR063W	0	0
YMR064W	593	122
YMR065W	144	84
YMR066W	12	76
YMR067C	36	111
YMR068W	170	93
YMR069W	0	0
YMR070W	196	149
YMR071C	92	80
YMR072W	76	156
YMR073C	39	509
YMR074C	368	71
YMR075C-A	824	939
YMR075W	198	113
YMR076C	77	136
YMR077C	406	234
YMR078C	75	181
YMR079W	94	329
YMR080C	86	441
YMR081C	146	249
YMR082C	0	0
YMR083W	604	99
YMR084W	0	0
YMR085W	997	44
YMR086C-A	851	985
YMR086W	57	144
YMR087W	1771	36
YMR088C	451	147
YMR089C	200	210
YMR090W	770	130
YMR091C	58	174
YMR092C	78	108
YMR093W	73	111
YMR094W	0	0
YMR095C	0	0
YMR096W	1858	239
YMR097C	52	101
YMR098C	104	73
YMR099C	22	291
YMR100W	342	192
YMR101C	0	0
YMR102C	337	124
YMR103C	1055	53
YMR104C	67	664
YMR105C	788	151
YMR105W-A	678	278
YMR106C	87	587
YMR107W	26	71
YMR108W	269	190
YMR109W	52	83
YMR110C	18	151
YMR111C	109	148
YMR112C	143	124
YMR113W	99	69
YMR114C	53	101
YMR115W	53	124
YMR116C	492	223
YMR117C	19	204
YMR118C	189	67
YMR119W	208	133
YMR119W-A	609	664
YMR120C	109	166
YMR121C	51	65
YMR122C	678	77
YMR122W-A	725	244
YMR123W	48	318
YMR124W	289	82
YMR125W	88	160
YMR126C	341	95
YMR127C	102	258
YMR128W	35	103
YMR129W	42	129
YMR130W	157	144
YMR131C	74	173
YMR132C	107	413
YMR133W	241	165
YMR134W	112	321
YMR135C	55	121
YMR135W-A	0	0
YMR136W	97	71
YMR137C	79	126
YMR138W	39	463
YMR139W	939	117
YMR140W	51	840
YMR141C	758	1264
YMR141W-A	0	0
YMR142C	1700	102
YMR143W	128	148
YMR144W	145	295
YMR145C	222	348
YMR146C	116	100
YMR147W	56	140
YMR148W	883	171
YMR149W	65	99
YMR150C	263	55
YMR151W	628	227
YMR152W	101	168
YMR153C-A	1578	1367
YMR153W	233	796
YMR154C	77	200
YMR155W	2884	158
YMR156C	198	57
YMR157C	61	160
YMR158C-A	1562	79
YMR158W	239	87
YMR158W-B	0	0
YMR159C	0	0
YMR160W	37	43
YMR161W	177	383
YMR162C	147	84
YMR163C	144	55
YMR164C	131	324
YMR165C	75	99
YMR166C	269	245
YMR167W	9	283
YMR168C	239	386
YMR169C	258	58
YMR170C	260	137
YMR171C	221	246
YMR172C-A	42	66
YMR172W	76	106
YMR173W	84	111
YMR173W-A	251	11
YMR174C	317	170
YMR175W	0	0
YMR175W-A	0	0
YMR176W	104	77
YMR177W	163	234
YMR178W	188	259
YMR179W	171	113
YMR180C	186	143
YMR181C	996	287
YMR182C	226	441
YMR182W-A	1302	702
YMR183C	95	358
YMR184W	45	2358
YMR185W	11	60
YMR186W	138	97
YMR187C	315	228
YMR188C	111	128
YMR189W	161	99
YMR190C	170	151
YMR191W	7	78
YMR192W	92	164
YMR193C-A	0	0
YMR193W	80	500
YMR194C-A	753	108
YMR194C-B	406	273
YMR194W	522	99
YMR195W	91	543
YMR196W	150	128
YMR197C	56	220
YMR198W	285	131
YMR199W	212	134
YMR200W	140	456
YMR201C	164	271
YMR202W	70	83
YMR203W	64	356
YMR204C	44	358
YMR205C	157	328
YMR206W	197	69
YMR207C	908	139
YMR208W	79	108
YMR209C	61	189
YMR210W	58	97
YMR211W	53	138
YMR212C	141	146
YMR213W	66	59
YMR214W	29	255
YMR215W	62	222
YMR216C	177	398
YMR217W	112	231
YMR218C	19	225
YMR219W	725	53
YMR220W	76	248
YMR221C	38	144
YMR222C	56	105
YMR223W	219	441
YMR224C	49	236
YMR225C	34	237
YMR226C	931	62
YMR227C	52	111
YMR228W	45	131
YMR229C	94	108
YMR230W	52	300
YMR230W-A	395	29
YMR231W	54	190
YMR232W	667	45
YMR233W	56	204
YMR234W	103	162
YMR235C	41	223
YMR236W	20	452
YMR237W	107	183
YMR238W	133	130
YMR239C	92	148
YMR240C	411	54
YMR241W	214	280
YMR242C	262	109
YMR242W-A	0	0
YMR243C	2161	592
YMR244C-A	487	187
YMR244W	0	0
YMR245W	239	282
YMR246W	607	184
YMR247C	58	61
YMR247W-A	0	0
YMR250W	41	112
YMR251W	153	709
YMR251W-A	683	290
YMR252C	1428	181
YMR253C	636	807
YMR254C	0	0
YMR255W	432	275
YMR256C	37	340
YMR257C	387	234
YMR258C	66	87
YMR259C	58	73
YMR260C	30	311
YMR261C	169	151
YMR262W	43	270
YMR263W	49	169
YMR264W	380	1012
YMR265C	230	295
YMR266W	24	189
YMR267W	111	260
YMR268C	41	206
YMR269W	241	57
YMR270C	140	256
YMR271C	538	159
YMR272C	110	177
YMR272W-A	0	0
YMR272W-B	378	466
YMR273C	186	93
YMR274C	87	59
YMR275C	50	130
YMR276W	55	125
YMR277W	135	128
YMR278W	39	120
YMR279C	640	235
YMR280C	36	78
YMR281W	117	94
YMR282C	458	145
YMR283C	36	82
YMR284W	35	175
YMR285C	66	157
YMR286W	18	288
YMR287C	74	109
YMR288W	52	54
YMR289W	18	502
YMR290C	73	247
YMR290W-A	0	0
YMR291W	82	181
YMR292W	275	100
YMR293C	131	92
YMR294W	35	138
YMR294W-A	111	364
YMR295C	52	720
YMR296C	215	83
YMR297W	64	252
YMR298W	31	1235
YMR299C	48	881
YMR300C	240	116
YMR301C	80	77
YMR302C	42	146
YMR303C	95	122
YMR304C-A	971	918
YMR304W	100	207
YMR305C	244	188
YMR306C-A	0	0
YMR306W	850	444
YMR307C-A	950	802
YMR307W	96	206
YMR308C	159	84
YMR309C	75	315
YMR310C	57	397
YMR311C	53	287
YMR312W	26	953
YMR313C	46	184
YMR314W	88	292
YMR315W	121	132
YMR315W-A	0	0
YMR316C-A	53	802
YMR316C-B	987	143
YMR316W	690	58
YMR317W	756	198
YMR318C	152	297
YMR319C	283	349
YMR320W	1039	513
YMR321C	0	0
YMR322C	0	0
YMR323W	0	0
YMR324C	0	0
YMR325W	0	0
YMR326C	0	0
YNL001W	62	125
YNL002C	30	251
YNL003C	60	761
YNL004W	26	269
YNL005C	220	294
YNL006W	69	568
YNL007C	130	422
YNL008C	364	46
YNL009W	83	142
YNL010W	47	232
YNL011C	102	83
YNL012W	170	179
YNL013C	0	0
YNL014W	0	70
YNL015W	0	0
YNL016W	92	777
YNL017C	0	0
YNL018C	233	203
YNL019C	134	126
YNL020C	127	280
YNL021W	69	233
YNL022C	36	155
YNL023C	53	205
YNL024C	411	181
YNL024C-A	81	453
YNL025C	88	1432
YNL026W	55	111
YNL027W	104	104
YNL028W	0	0
YNL029C	76	68
YNL030W	883	166
YNL031C	63	433
YNL032W	147	1323
YNL033W	0	0
YNL034W	124	196
YNL035C	80	213
YNL036W	147	157
YNL037C	114	249
YNL038W	25	124
YNL039W	30	184
YNL040W	105	388
YNL041C	44	181
YNL042W	764	110
YNL042W-B	0	0
YNL043C	172	611
YNL044W	79	232
YNL045W	283	189
YNL046W	241	164
YNL047C	165	89
YNL048W	30	116
YNL049C	23	188
YNL050C	23	150
YNL051W	14	168
YNL052W	33	356
YNL053W	232	128
YNL054W	352	229
YNL054W-A	199	735
YNL054W-B	41	321
YNL055C	203	132
YNL056W	215	173
YNL057W	692	10
YNL058C	55	578
YNL059C	25	149
YNL061W	39	148
YNL062C	55	382
YNL063W	498	319
YNL064C	250	264
YNL065W	92	326
YNL066W	194	422
YNL067W	56	409
YNL067W-A	0	0
YNL067W-B	0	0
YNL068C	252	176
YNL069C	10	380
YNL070W	52	362
YNL071W	133	154
YNL072W	125	89
YNL073W	41	110
YNL074C	55	309
YNL075W	106	281
YNL076W	246	63
YNL077W	167	44
YNL078W	267	261
YNL079C	52	475
YNL080C	199	125
YNL081C	254	178
YNL082W	54	90
YNL083W	29	338
YNL084C	53	248
YNL085W	280	294
YNL086W	96	477
YNL087W	1235	204
YNL088W	69	159
YNL089C	336	274
YNL090W	172	428
YNL091W	140	85
YNL092W	83	96
YNL093W	244	273
YNL094W	265	202
YNL095C	219	293
YNL096C	98	214
YNL097C	138	130
YNL097C-B	0	0
YNL097W-A	74	268
YNL098C	312	121
YNL099C	53	347
YNL100W	103	118
YNL101W	212	282
YNL102W	0	79
YNL103W	194	76
YNL103W-A	648	301
YNL104C	186	147
YNL105W	0	0
YNL106C	88	61
YNL107W	232	173
YNL108C	68	160
YNL109W	115	375
YNL110C	64	473
YNL111C	245	305
YNL112W	40	511
YNL113W	3162	178
YNL114C	353	407
YNL115C	43	603
YNL116W	60	162
YNL117W	56	85
YNL118C	52	166
YNL119W	79	131
YNL120C	0	0
YNL121C	47	242
YNL122C	37	150
YNL123W	31	114
YNL124W	214	309
YNL125C	197	116
YNL126W	226	106
YNL127W	97	158
YNL128W	0	0
YNL129W	227	319
YNL130C	380	94
YNL130C-A	0	0
YNL131W	79	327
YNL132W	90	134
YNL133C	41	119
YNL134C	561	54
YNL135C	21	1046
YNL136W	56	183
YNL137C	105	274
YNL138W	30	197
YNL138W-A	82	242
YNL139C	92	195
YNL140C	1133	498
YNL141W	84	117
YNL142W	334	88
YNL143C	269	406
YNL144C	204	65
YNL144W-A	0	0
YNL145W	52	171
YNL146C-A	215	332
YNL146W	151	309
YNL147W	366	33
YNL148C	801	167
YNL149C	645	106
YNL150W	36	109
YNL151C	66	221
YNL152W	540	78
YNL153C	586	230
YNL154C	221	263
YNL155W	139	209
YNL156C	217	177
YNL157W	732	79
YNL158W	47	665
YNL159C	21	790
YNL160W	54	539
YNL161W	152	465
YNL162W	26	140
YNL162W-A	63	474
YNL163C	105	129
YNL164C	169	342
YNL165W	125	221
YNL166C	73	96
YNL167C	382	224
YNL168C	391	159
YNL169C	308	112
YNL170W	942	876
YNL171C	204	980
YNL172W	88	272
YNL173C	60	222
YNL174W	793	10
YNL175C	35	204
YNL176C	178	259
YNL177C	52	321
YNL178W	49	1261
YNL179C	544	811
YNL180C	264	90
YNL181W	95	122
YNL182C	508	88
YNL183C	211	121
YNL184C	36	423
YNL185C	102	283
YNL186W	215	276
YNL187W	454	378
YNL188W	136	24
YNL189W	193	268
YNL190W	271	776
YNL191W	92	120
YNL192W	60	112
YNL193W	52	117
YNL194C	308	215
YNL195C	754	96
YNL196C	58	75
YNL197C	363	693
YNL198C	0	0
YNL199C	127	176
YNL200C	137	136
YNL201C	252	200
YNL202W	527	244
YNL203C	517	443
YNL204C	0	0
YNL205C	0	0
YNL206C	36	241
YNL207W	131	671
YNL208W	144	110
YNL209W	63	142
YNL210W	745	11
YNL211C	1417	156
YNL212W	82	159
YNL213C	90	184
YNL214W	234	258
YNL215W	91	379
YNL216W	119	138
YNL217W	154	138
YNL218W	217	444
YNL219C	167	166
YNL220W	105	210
YNL221C	74	161
YNL222W	42	229
YNL223W	19	91
YNL224C	235	174
YNL225C	49	108
YNL226W	144	38
YNL227C	87	74
YNL228W	73	977
YNL229C	204	154
YNL230C	67	384
YNL231C	196	77
YNL232W	86	174
YNL233W	225	87
YNL234W	48	130
YNL235C	0	141
YNL236W	46	93
YNL237W	290	190
YNL238W	313	120
YNL239W	378	104
YNL240C	47	113
YNL241C	187	244
YNL242W	136	54
YNL243W	66	77
YNL244C	97	148
YNL245C	217	1065
YNL246W	181	778
YNL247W	32	170
YNL248C	56	288
YNL249C	153	552
YNL250W	490	152
YNL251C	271	165
YNL252C	21	164
YNL253W	29	171
YNL254C	132	874
YNL255C	1451	252
YNL256W	84	68
YNL257C	45	50
YNL258C	36	107
YNL259C	1223	86
YNL260C	68	345
YNL261W	160	663
YNL262W	2	171
YNL263C	142	225
YNL264C	28	351
YNL265C	23	282
YNL266W	596	433
YNL267W	78	136
YNL268W	54	277
YNL269W	0	0
YNL270C	0	0
YNL271C	274	161
YNL272C	95	117
YNL273W	351	53
YNL274C	67	164
YNL275W	253	92
YNL276C	105	1367
YNL277W	289	119
YNL277W-A	1	317
YNL278W	185	198
YNL279W	157	236
YNL280C	217	110
YNL281W	791	165
YNL282W	385	819
YNL283C	1440	117
YNL284C	185	77
YNL284C-A	181	735
YNL284C-B	41	319
YNL285W	0	0
YNL286W	510	87
YNL287W	200	236
YNL288W	144	172
YNL289W	82	135
YNL290W	7	244
YNL291C	233	157
YNL292W	59	284
YNL293W	63	95
YNL294C	188	717
YNL295W	148	143
YNL296W	0	0
YNL297C	33	80
YNL298W	188	111
YNL299W	854	70
YNL300W	712	257
YNL301C	273	164
YNL302C	203	210
YNL303W	885	519
YNL304W	39	198
YNL305C	211	92
YNL306W	69	110
YNL307C	162	388
YNL308C	34	159
YNL309W	64	233
YNL310C	52	195
YNL311C	22	61
YNL312W	38	193
YNL313C	35	89
YNL314W	55	102
YNL315C	29	106
YNL316C	58	87
YNL317W	29	209
YNL318C	0	0
YNL319W	0	0
YNL320W	153	136
YNL321W	15	39
YNL322C	28	577
YNL323W	404	190
YNL324W	0	0
YNL325C	26	57
YNL326C	52	171
YNL327W	36	122
YNL328C	7	2036
YNL329C	495	63
YNL330C	38	332
YNL331C	569	219
YNL332W	0	0
YNL333W	178	140
YNL334C	85	50
YNL335W	851	607
YNL336W	5	73
YNL337W	0	0
YNL338W	0	0
YNL339C	190	699
YNL339W-A	0	0
YNL339W-B	122	622
YNR001C	206	205
YNR001W-A	56	324
YNR002C	147	149
YNR003C	51	471
YNR003W-A	532	157
YNR004W	476	413
YNR005C	0	0
YNR006W	61	146
YNR007C	85	302
YNR008W	54	293
YNR009W	543	158
YNR010W	85	116
YNR011C	17	188
YNR012W	127	79
YNR013C	96	106
YNR014W	81	168
