Gene,five_prime_utr,three_prime_utr,mtif_support
YGR132C,42.0,244.0,70
YGR133W,169.0,207.0,0
YGR134W,148.0,167.0,2
YGR135W,92.0,79.0,390
YGR136W,17.0,249.0,206
YGR137W,477.0,140.0,206
YGR138C,280.0,185.0,7
YGR139W,,,0
YGR140W,,,0
YGR141W,20.0,96.0,21
YGR142W,1080.0,95.0,29
YGR143W,502.0,391.0,1
YGR144W,224.0,71.0,0
YGR145W,55.0,94.0,45
YGR146C,212.0,174.0,39
YGR146C-A,7.0,231.0,24
YGR147C,63.0,118.0,247
YGR148C,22.0,139.0,246
YGR149W,111.0,155.0,50
YGR150C,10.0,126.0,5
YGR151C,135.0,25.0,34
YGR152C,141.0,34.0,7
YGR153W,19.0,54.0,5
YGR154C,274.0,243.0,10
YGR155W,36.0,140.0,1088
YGR156W,134.0,53.0,52
YGR157W,253.0,106.0,168
YGR158C,45.0,225.0,74
YGR159C,44.0,144.0,3235
YGR160W,,,0
YGR161C,94.0,65.0,20
YGR161W-C,43.0,264.0,31
YGR162W,,,0
YGR163W,57.0,68.0,215
YGR164W,,,0
YGR165W,54.0,141.0,253
YGR166W,80.0,78.0,16
YGR167W,64.0,138.0,203
YGR168C,41.0,82.0,19
YGR169C,26.0,99.0,24
YGR169C-A,104.0,376.0,153
YGR170W,56.0,275.0,6
YGR171C,23.0,114.0,282
YGR172C,30.0,127.0,428
YGR173W,44.0,36.0,122
YGR174C,217.0,67.0,1
YGR174W-A,124.0,98.0,11
YGR175C,27.0,169.0,189
YGR176W,125.0,1621.0,1
YGR177C,63.0,217.0,17
YGR178C,213.0,123.0,107
YGR179C,27.0,135.0,7
YGR180C,209.0,91.0,17
YGR181W,49.0,181.0,510
YGR182C,,,0
YGR183C,70.0,358.0,121
YGR184C,,,0
YGR185C,32.0,94.0,867
YGR186W,10.0,52.0,95
YGR187C,56.0,138.0,63
YGR188C,56.0,187.0,4
YGR189C,62.0,119.0,217
YGR190C,2044.0,2048.0,1
YGR191W,229.0,135.0,44
YGR192C,39.0,106.0,316425
YGR193C,89.0,104.0,76
YGR194C,1.0,103.0,5
YGR195W,106.0,79.0,137
YGR196C,59.0,111.0,6
YGR197C,201.0,69.0,13
YGR198W,37.0,96.0,15
YGR199W,41.0,1.0,230
YGR200C,59.0,75.0,197
YGR201C,22.0,50.0,2
YGR202C,19.0,128.0,7
YGR203W,15.0,185.0,149
YGR204C-A,1063.0,32.0,1
YGR204W,39.0,86.0,451
YGR205W,126.0,125.0,52
YGR206W,24.0,87.0,114
YGR207C,30.0,110.0,973
YGR208W,45.0,111.0,93
YGR209C,53.0,83.0,1884
YGR210C,110.0,116.0,277
YGR211W,102.0,199.0,615
YGR212W,4.0,1107.0,3
YGR213C,4.0,143.0,2
YGR214W,19.0,133.0,1629
YGR215W,38.0,92.0,336
YGR216C,47.0,123.0,40
YGR217W,,,0
YGR218W,299.0,203.0,7
YGR219W,,,0
YGR220C,10.0,76.0,1263
YGR221C,87.0,63.0,28
YGR222W,0.0,92.0,35
YGR223C,59.0,82.0,11
YGR224W,37.0,232.0,2
YGR225W,115.0,119.0,2
YGR226C,,,0
YGR227C-A,31.0,59.0,0
YGR227W,79.0,89.0,279
YGR228W,,,0
YGR229C,276.0,26.0,4
YGR230W,49.0,148.0,50
YGR231C,89.0,227.0,173
YGR232W,22.0,55.0,497
YGR233C,212.0,63.0,4
YGR234W,20.0,279.0,4865
YGR235C,55.0,124.0,99
YGR236C,24.0,193.0,4
YGR237C,88.0,169.0,4
YGR238C,34.0,121.0,3
YGR239C,34.0,95.0,25
YGR240C,247.0,237.0,108
YGR240C-A,,,0
YGR241C,72.0,90.0,35
YGR242W,1608.0,62.0,1
YGR243W,84.0,123.0,4
YGR244C,108.0,112.0,197
YGR245C,87.0,58.0,187
YGR246C,29.0,165.0,142
YGR247W,149.0,91.0,4
YGR248W,18.0,97.0,14
YGR249W,472.0,502.0,2
YGR250C,243.0,104.0,4
YGR251W,28.0,243.0,8
YGR252W,48.0,199.0,62
YGR253C,60.0,57.0,436
YGR254W,37.0,148.0,9849
YGR255C,93.0,51.0,24
YGR256W,56.0,112.0,33
YGR257C,110.0,77.0,21
YGR258C,11.0,55.0,5
YGR259C,328.0,264.0,3
YGR260W,198.0,125.0,213
YGR261C,41.0,89.0,115
YGR262C,29.0,92.0,211
YGR263C,8.0,78.0,19
YGR264C,7.0,192.0,254
YGR265W,,,0
YGR266W,56.0,115.0,48
YGR267C,175.0,88.0,132
YGR268C,15.0,1141.0,68
YGR269W,350.0,309.0,0
YGR270C-A,,,0
YGR270W,87.0,105.0,1
YGR271C-A,9.0,76.0,108
YGR271W,,,0
YGR273C,94.0,210.0,1
YGR274C,16.0,85.0,9
YGR275W,,,0
YGR276C,,,0
YGR277C,13.0,91.0,15
YGR278W,10.0,70.0,153
YGR279C,95.0,319.0,222
YGR280C,28.0,221.0,292
YGR281W,226.0,155.0,2
YGR282C,28.0,201.0,1334
YGR283C,46.0,104.0,7
YGR284C,40.0,185.0,241
YGR285C,13.0,71.0,720
YGR286C,119.0,160.0,18
YGR287C,135.0,218.0,6
YGR288W,26.0,489.0,13
YGR289C,331.0,128.0,6
YGR290W,492.0,143.0,0
YGR291C,,,0
YGR292W,28.0,129.0,92
YGR293C,609.0,330.0,1
YGR294W,327.0,129.0,1
YGR295C,7.0,656.0,1
YGR296C-A,,,0
YGR296C-B,,,0
YGR296W,,,0
YHL001W,21.0,128.0,11979
YHL002C-A,16.0,243.0,1
YHL002W,19.0,50.0,39
YHL003C,134.0,246.0,281
YHL004W,88.0,101.0,129
YHL005C,2216.0,7.0,2
YHL006C,63.0,310.0,309
YHL006W-A,465.0,52.0,5
YHL007C,137.0,141.0,34
YHL008C,168.0,172.0,43
YHL009C,124.0,353.0,13
YHL010C,0.0,83.0,3
YHL011C,100.0,221.0,583
YHL012W,7.0,193.0,1
YHL013C,35.0,113.0,22
YHL014C,21.0,60.0,33
YHL015W,38.0,57.0,2
YHL015W-A,2089.0,372.0,1
YHL016C,38.0,114.0,5
YHL017W,22.0,135.0,21
YHL018W,14.0,1836.0,11
YHL019C,34.0,88.0,41
YHL019W-A,,,0
YHL020C,84.0,126.0,162
YHL021C,60.0,84.0,28
YHL022C,110.0,94.0,1
YHL023C,32.0,109.0,4
YHL024W,172.0,264.0,1
YHL025W,58.0,103.0,60
YHL026C,12.0,102.0,15
YHL027W,95.0,207.0,29
YHL028W,69.0,80.0,55
YHL029C,26.0,66.0,139
YHL030W,,,0
YHL030W-A,278.0,368.0,1
YHL031C,25.0,60.0,438
YHL032C,40.0,61.0,137
YHL033C,20.0,491.0,1241
YHL034C,119.0,152.0,473
YHL034W-A,,,0
YHL035C,,,0
YHL036W,30.0,67.0,18
YHL037C,327.0,11.0,2
YHL038C,35.0,141.0,157
YHL039W,52.0,68.0,606
YHL040C,38.0,252.0,7
YHL041W,1317.0,962.0,1
YHL042W,373.0,96.0,3
YHL043W,6.0,1024.0,1
YHL044W,33.0,283.0,6
YHL045W,406.0,33.0,2
YHL046C,1006.0,131.0,5
YHL046W-A,,,0
YHL047C,28.0,160.0,9
YHL048C-A,1851.0,315.0,1
YHL048W,11.0,80.0,2
YHL049C,,,0
YHL050C,,,0
YHL050W-A,,,0
YHR001W,23.0,229.0,141
YHR001W-A,66.0,239.0,281
YHR002W,148.0,138.0,24
YHR003C,19.0,151.0,39
YHR004C,121.0,262.0,1
YHR005C,44.0,101.0,31
YHR005C-A,34.0,141.0,5986
YHR006W,46.0,127.0,142
YHR007C,142.0,282.0,5935
YHR007C-A,910.0,653.0,6
YHR008C,34.0,163.0,223
YHR009C,235.0,93.0,70
YHR010W,32.0,121.0,15910
YHR011W,16.0,62.0,52
YHR012W,21.0,171.0,136
YHR013C,27.0,96.0,293
YHR014W,398.0,45.0,1
YHR015W,,,0
YHR016C,35.0,138.0,71
YHR017W,8.0,77.0,20
YHR018C,55.0,152.0,584
YHR019C,42.0,103.0,2854
YHR020W,136.0,84.0,510
YHR021C,69.0,93.0,440
YHR021W-A,1.0,12.0,0
YHR022C,61.0,363.0,3
YHR022C-A,34.0,724.0,2
YHR023W,,,0
YHR024C,38.0,223.0,153
YHR025W,36.0,86.0,239
YHR026W,115.0,210.0,1137
YHR027C,57.0,146.0,5
YHR028C,17.0,104.0,37
YHR028W-A,188.0,21.0,1
YHR029C,13.0,82.0,82
YHR030C,204.0,141.0,14
YHR031C,41.0,111.0,71
YHR032C-A,,,0
YHR032W,127.0,397.0,51
YHR032W-A,1978.0,112.0,51
YHR033W,15.0,272.0,1512
YHR034C,34.0,19.0,31
YHR035W,49.0,87.0,3
YHR036W,136.0,224.0,16
YHR037W,56.0,169.0,562
YHR038W,37.0,104.0,17
YHR039C,110.0,109.0,52
YHR039C-A,21.0,113.0,309
YHR040W,16.0,73.0,113
YHR041C,11.0,98.0,20
YHR042W,40.0,76.0,2381
YHR043C,102.0,87.0,126
YHR044C,21.0,78.0,29
YHR045W,130.0,90.0,10
YHR046C,31.0,166.0,14
YHR047C,28.0,148.0,254
YHR048W,48.0,320.0,10
YHR049C-A,577.0,27.0,1
YHR049W,42.0,130.0,937
YHR050W,164.0,67.0,110
YHR050W-A,579.0,73.0,4
YHR051W,160.0,275.0,140
YHR052C-B,,,0
YHR052W,38.0,134.0,51
YHR052W-A,,,0
YHR053C,,,0
YHR054C,,,0
YHR054C-B,,,0
YHR054W-A,,,0
YHR055C,,,0
YHR056C,,,0
YHR056W-A,180.0,387.0,2
YHR057C,16.0,74.0,215
YHR058C,44.0,845.0,22
YHR059W,52.0,101.0,336
YHR060W,9.0,65.0,7
YHR061C,26.0,275.0,10
YHR062C,27.0,83.0,28
YHR063C,30.0,77.0,73
YHR063W-A,,,0
YHR064C,42.0,96.0,920
YHR065C,43.0,110.0,408
YHR066W,23.0,131.0,84
YHR067W,33.0,336.0,65
YHR068W,56.0,141.0,1271
YHR069C,14.0,143.0,57
YHR069C-A,796.0,1438.0,5
YHR070C-A,,,0
YHR070W,18.0,348.0,112
YHR071C-A,15.0,64.0,2
YHR071W,1753.0,112.0,1
YHR072W,66.0,114.0,45
YHR072W-A,35.0,158.0,73
YHR073C-B,438.0,9.0,3
YHR073W,78.0,156.0,4
YHR073W-A,364.0,2684.0,4
YHR074W,66.0,152.0,415
YHR075C,52.0,66.0,11
YHR076W,45.0,139.0,335
YHR077C,56.0,90.0,3
YHR078W,28.0,108.0,34
YHR079C,256.0,223.0,4
YHR079C-A,11.0,184.0,0
YHR080C,223.0,49.0,1
YHR081W,20.0,123.0,359
YHR082C,846.0,215.0,6
YHR083W,21.0,85.0,81
YHR084W,320.0,304.0,19
YHR085W,23.0,39.0,11
YHR086W,225.0,214.0,17
YHR086W-A,,,0
YHR087W,75.0,184.0,132
YHR088W,32.0,93.0,18
YHR089C,32.0,98.0,2499
YHR090C,36.0,249.0,64
YHR091C,27.0,93.0,102
YHR092C,75.0,58.0,47
YHR093W,,,0
YHR094C,32.0,112.0,139
YHR095W,1778.0,1085.0,1
YHR096C,164.0,225.0,1
YHR097C,123.0,100.0,3
YHR098C,80.0,142.0,191
YHR099W,,,0
YHR100C,46.0,122.0,12
YHR101C,32.0,301.0,26
YHR102W,184.0,115.0,5
YHR103W,241.0,170.0,8
YHR104W,99.0,187.0,111
YHR105W,94.0,1337.0,11
YHR106W,1.0,121.0,28
YHR107C,58.0,163.0,391
YHR108W,38.0,137.0,293
YHR109W,15.0,76.0,68
YHR110W,29.0,113.0,63
YHR111W,4.0,50.0,37
YHR112C,32.0,156.0,59
YHR113W,9.0,152.0,395
YHR114W,,,0
YHR115C,575.0,2.0,1
YHR116W,758.0,167.0,2
YHR117W,32.0,74.0,347
YHR118C,28.0,72.0,11
YHR119W,235.0,141.0,10
YHR120W,27.0,82.0,4
YHR121W,80.0,84.0,738
YHR122W,9.0,145.0,90
YHR123W,15.0,136.0,21
YHR124W,,,0
YHR125W,23.0,30.0,1
YHR126C,153.0,109.0,1
YHR127W,45.0,221.0,48
YHR128W,43.0,200.0,205
YHR129C,54.0,1269.0,31
YHR130C,118.0,65.0,6
YHR131C,242.0,244.0,3
YHR131W-A,263.0,525.0,1
YHR132C,42.0,119.0,261
YHR132W-A,69.0,160.0,3
YHR133C,18.0,24.0,7
YHR134W,1.0,115.0,9
YHR135C,121.0,102.0,178
YHR136C,193.0,94.0,3
YHR137C-A,354.0,151.0,1
YHR137W,30.0,114.0,129
YHR138C,72.0,106.0,71
YHR139C,11.0,294.0,2
YHR139C-A,,,0
YHR140W,16.0,88.0,7
YHR141C,23.0,122.0,909
YHR142W,133.0,77.0,558
YHR143W,268.0,243.0,205
YHR143W-A,30.0,266.0,1313
YHR144C,32.0,80.0,19
YHR145C,,,0
YHR146W,34.0,46.0,9
YHR147C,35.0,115.0,92
YHR148W,23.0,343.0,69
YHR149C,146.0,161.0,18
YHR150W,62.0,204.0,25
YHR151C,168.0,137.0,32
YHR152W,109.0,120.0,7
YHR153C,7.0,92.0,4
YHR154W,47.0,82.0,4
YHR155W,94.0,160.0,1
YHR156C,41.0,27.0,12
YHR157W,22.0,166.0,2
YHR158C,,,0
YHR159W,75.0,120.0,5
YHR160C,7.0,71.0,1
YHR161C,171.0,91.0,41
YHR162W,177.0,114.0,379
YHR163W,31.0,138.0,258
YHR164C,92.0,114.0,1
YHR165C,,,0
YHR165W-A,,,0
YHR166C,68.0,98.0,10
YHR167W,46.0,121.0,10
YHR168W,25.0,214.0,29
YHR169W,49.0,86.0,75
YHR170W,42.0,121.0,109
YHR171W,9.0,116.0,22
YHR172W,82.0,431.0,2
YHR173C,151.0,418.0,0
YHR174W,30.0,133.0,36321
YHR175W,1575.0,237.0,50
YHR175W-A,2261.0,196.0,6
YHR176W,79.0,112.0,6
YHR177W,91.0,1227.0,1
YHR178W,50.0,182.0,5
YHR179W,41.0,103.0,707
YHR180C-B,9.0,665.0,2
YHR180W,,,0
YHR180W-A,,,0
YHR181W,33.0,79.0,593
YHR182C-A,121.0,87.0,2
YHR182W,35.0,52.0,12
YHR183W,77.0,135.0,1937
YHR184W,,,0
YHR185C,,,0
YHR186C,,,0
YHR187W,35.0,110.0,38
YHR188C,43.0,70.0,102
YHR189W,7.0,1683.0,8
YHR190W,49.0,104.0,137
YHR191C,36.0,99.0,72
YHR192W,35.0,77.0,201
YHR193C,32.0,64.0,6895
YHR193C-A,55.0,261.0,3
YHR194W,42.0,92.0,15
YHR195W,32.0,169.0,99
YHR196W,54.0,51.0,299
YHR197W,17.0,105.0,138
YHR198C,0.0,121.0,21
YHR199C,14.0,91.0,41
YHR199C-A,20.0,1172.0,19
YHR200W,24.0,70.0,1391
YHR201C,23.0,66.0,148
YHR202W,32.0,62.0,272
YHR203C,39.0,134.0,1394
YHR204W,47.0,91.0,300
YHR205W,472.0,211.0,17
YHR206W,486.0,52.0,2
YHR207C,,,0
YHR208W,21.0,152.0,33
YHR209W,33.0,89.0,39
YHR210C,114.0,132.0,32
YHR211W,,,0
YHR212C,,,0
YHR212W-A,,,0
YHR213W,,,0
YHR213W-A,,,0
YHR213W-B,,,0
YHR214C-D,,,0
YHR214C-E,,,0
YHR214W,,,0
YHR214W-A,1006.0,155.0,1
YHR215W,,,0
YHR216W,106.0,190.0,124
YHR217C,,,0
YHR218W,,,0
YHR218W-A,,,0
YHR219C-A,,,0
YHR219W,,,0
YJL001W,37.0,114.0,607
YJL002C,56.0,111.0,223
YJL003W,47.0,192.0,99
YJL004C,13.0,270.0,23
YJL005W,,,0
YJL006C,59.0,53.0,36
YJL007C,,,0
YJL008C,43.0,155.0,640
YJL009W,18.0,85.0,0
YJL010C,25.0,47.0,37
YJL011C,40.0,164.0,40
YJL012C,15.0,71.0,1033
YJL013C,11.0,181.0,1
YJL014W,25.0,121.0,736
YJL015C,,,0
YJL016W,268.0,116.0,7
YJL019W,103.0,329.0,68
YJL020C,92.0,149.0,6
YJL020W-A,,,0
YJL022W,85.0,481.0,3
YJL023C,0.0,80.0,4
YJL024C,42.0,190.0,27
YJL025W,80.0,148.0,7
YJL026C-A,376.0,1299.0,1
YJL026W,50.0,141.0,540
YJL027C,68.0,61.0,3
YJL028W,38.0,193.0,1
YJL029C,61.0,100.0,293
YJL030W,44.0,139.0,153
YJL031C,61.0,111.0,5
YJL032W,29.0,203.0,0
YJL033W,26.0,81.0,18
YJL034W,38.0,207.0,2124
YJL035C,53.0,94.0,181
YJL036W,119.0,154.0,147
YJL037W,232.0,106.0,0
YJL038C,36.0,15.0,3
YJL039C,,,0
YJL041W,58.0,134.0,43
YJL042W,108.0,155.0,2
YJL043W,99.0,336.0,59
YJL044C,37.0,261.0,310
YJL045W,29.0,211.0,2
YJL046W,32.0,68.0,17
YJL047C,120.0,79.0,6
YJL047C-A,63.0,55.0,21
YJL048C,20.0,146.0,13
YJL049W,33.0,77.0,4
YJL050W,48.0,59.0,14
YJL051W,75.0,90.0,26
YJL052C-A,477.0,800.0,1
YJL052W,74.0,129.0,165
YJL053W,13.0,242.0,12
YJL054W,8.0,58.0,82
YJL055W,17.0,61.0,345
YJL056C,101.0,111.0,2
YJL057C,58.0,82.0,39
YJL058C,67.0,63.0,6
YJL059W,35.0,84.0,22
YJL060W,17.0,97.0,103
YJL061W,40.0,125.0,176
YJL062W,25.0,93.0,58
YJL062W-A,29.0,177.0,73
YJL063C,23.0,79.0,386
YJL064W,,,0
YJL065C,34.0,93.0,168
YJL066C,38.0,214.0,457
YJL067W,,,0
YJL068C,21.0,103.0,114
YJL069C,6.0,82.0,68
YJL070C,15.0,82.0,3
YJL071W,45.0,106.0,33
YJL072C,37.0,147.0,53
YJL073W,120.0,87.0,87
YJL074C,23.0,93.0,3
YJL075C,,,0
YJL076W,42.0,101.0,3
YJL077C,,,0
YJL077W-A,131.0,166.0,34
YJL077W-B,254.0,203.0,66
YJL078C,73.0,306.0,46
YJL079C,164.0,184.0,805
YJL080C,201.0,106.0,8
YJL081C,54.0,148.0,179
YJL082W,49.0,218.0,7
YJL083W,55.0,377.0,35
YJL084C,141.0,160.0,6
YJL085W,89.0,111.0,13
YJL086C,,,0
YJL087C,125.0,207.0,6
YJL088W,22.0,80.0,98
YJL089W,5.0,330.0,1
YJL090C,44.0,83.0,3
YJL091C,8.0,100.0,75
YJL092W,214.0,103.0,4
YJL093C,4.0,83.0,3
YJL094C,45.0,145.0,19
YJL095W,93.0,72.0,1
YJL096W,41.0,71.0,1254
YJL097W,41.0,54.0,62
YJL098W,708.0,58.0,1
YJL099W,88.0,341.0,3
YJL100W,39.0,81.0,6
YJL101C,151.0,143.0,407
YJL102W,42.0,115.0,177
YJL103C,195.0,202.0,7
YJL104W,22.0,168.0,866
YJL105W,311.0,104.0,1
YJL106W,545.0,139.0,2
YJL107C,95.0,1308.0,4
YJL108C,1255.0,160.0,4
YJL109C,,,0
YJL110C,89.0,108.0,198
YJL111W,51.0,171.0,741
YJL112W,25.0,151.0,188
YJL115W,76.0,140.0,191
YJL116C,199.0,121.0,6
YJL117W,50.0,21.0,708
YJL118W,1.0,168.0,17
YJL119C,341.0,422.0,8
YJL120W,486.0,1127.0,2
YJL121C,12.0,65.0,186
YJL122W,17.0,155.0,236
YJL123C,8.0,117.0,78
YJL124C,172.0,110.0,591
YJL125C,39.0,96.0,17
YJL126W,7.0,121.0,39
YJL127C,68.0,475.0,13
YJL127C-B,99.0,244.0,18
YJL127W-A,2203.0,412.0,1
YJL128C,221.0,42.0,30
YJL129C,287.0,70.0,3
YJL130C,,,0
YJL131C,26.0,97.0,14
YJL132W,22.0,120.0,9
YJL133C-A,29.0,170.0,204
YJL133W,77.0,123.0,34
YJL134W,45.0,12.0,38
YJL135W,2.0,1313.0,2
YJL136C,14.0,128.0,1390
YJL136W-A,935.0,27.0,0
YJL137C,83.0,139.0,25
YJL138C,51.0,204.0,159
YJL139C,83.0,111.0,208
YJL140W,94.0,50.0,354
YJL141C,124.0,106.0,6
YJL142C,695.0,9.0,9
YJL143W,46.0,300.0,5715
YJL144W,33.0,232.0,43
YJL145W,35.0,83.0,30
YJL146W,107.0,237.0,5
YJL147C,81.0,230.0,13
YJL148W,57.0,61.0,964
YJL149W,27.0,58.0,6
YJL150W,43.0,2006.0,1
YJL151C,33.0,73.0,3778
YJL152W,1014.0,372.0,2
YJL153C,4.0,139.0,2
YJL154C,71.0,65.0,5
YJL155C,143.0,158.0,15
YJL156C,79.0,381.0,6
YJL156W-A,,,0
YJL157C,48.0,157.0,1
YJL158C,37.0,179.0,826
YJL159W,54.0,314.0,7290
YJL160C,33.0,78.0,2
YJL161W,19.0,154.0,22
YJL162C,49.0,113.0,7
YJL163C,34.0,47.0,16
YJL164C,219.0,91.0,27
YJL165C,165.0,13.0,4
YJL166W,66.0,169.0,235
YJL167W,56.0,109.0,662
YJL168C,93.0,200.0,26
YJL169W,,,0
YJL170C,108.0,27.0,2
YJL171C,32.0,170.0,331
YJL172W,39.0,145.0,10
YJL173C,8.0,77.0,116
YJL174W,109.0,163.0,172
YJL175W,2211.0,415.0,2
YJL176C,63.0,235.0,14
YJL177W,21.0,94.0,4136
YJL178C,38.0,123.0,162
YJL179W,57.0,133.0,1101
YJL180C,5.0,102.0,51
YJL181W,14.0,84.0,33
YJL182C,,,0
YJL183W,65.0,89.0,532
YJL184W,41.0,76.0,142
YJL185C,63.0,192.0,7
YJL186W,29.0,118.0,1955
YJL187C,93.0,103.0,15
YJL188C,,,0
YJL189W,26.0,181.0,2
YJL190C,16.0,141.0,644
YJL191W,24.0,105.0,6017
YJL192C,39.0,91.0,51
YJL193W,6.0,121.0,24
YJL194W,38.0,133.0,11
YJL195C,284.0,775.0,1
YJL196C,23.0,135.0,320
YJL197C-A,,,0
YJL197W,42.0,75.0,2
YJL198W,50.0,90.0,50
YJL199C,5.0,226.0,13
YJL200C,23.0,147.0,54
YJL201W,25.0,61.0,25
YJL202C,,,0
YJL203W,23.0,105.0,10
YJL204C,35.0,74.0,3
YJL205C,9.0,118.0,57
YJL206C,159.0,87.0,5
YJL207C,,,0
YJL208C,52.0,114.0,35
YJL209W,60.0,93.0,13
YJL210W,52.0,63.0,304
YJL211C,529.0,582.0,2
YJL212C,32.0,123.0,27
YJL213W,348.0,261.0,2
YJL214W,,,0
YJL215C,1494.0,338.0,4
YJL216C,844.0,199.0,2
YJL217W,7.0,113.0,451
YJL218W,53.0,146.0,39
YJL219W,,,0
YJL220W,,,0
YJL221C,,,0
YJL222W,,,0
YJL222W-A,,,0
YJL222W-B,,,0
YJL223C,,,0
YJL225C,,,0
YJL225W-A,,,0
YJR001W,72.0,85.0,103
YJR002W,30.0,360.0,61
YJR003C,22.0,87.0,46
YJR004C,35.0,144.0,4
YJR005C-A,23.0,311.0,1
YJR005W,37.0,64.0,30
YJR006W,8.0,71.0,52
YJR007W,96.0,160.0,306
YJR008W,161.0,80.0,9
YJR009C,48.0,138.0,41430
YJR010C-A,30.0,232.0,10
YJR010W,79.0,129.0,5
YJR011C,45.0,91.0,21
YJR012C,24.0,125.0,12
YJR013W,40.0,94.0,122
YJR014W,47.0,100.0,197
YJR015W,16.0,134.0,13
YJR016C,15.0,69.0,38
YJR017C,22.0,242.0,383
YJR018W,210.0,126.0,2
YJR019C,14.0,75.0,8
YJR020W,531.0,311.0,2
YJR021C,35.0,98.0,38
YJR022W,,,0
YJR023C,,,0
YJR024C,16.0,77.0,1
YJR025C,7.0,152.0,58
YJR030C,,,0
YJR031C,84.0,133.0,4
YJR032W,23.0,121.0,28
YJR033C,580.0,103.0,1
YJR034W,103.0,74.0,72
YJR035W,11.0,149.0,3
YJR036C,358.0,141.0,2
YJR037W,,,0
YJR038C,,,0
YJR039W,,,0
YJR040W,44.0,69.0,10
YJR041C,73.0,174.0,2
YJR042W,23.0,89.0,73
YJR043C,68.0,129.0,21
YJR044C,92.0,177.0,101
YJR045C,139.0,219.0,8537
YJR046W,13.0,42.0,362
YJR047C,29.0,110.0,10
YJR048W,46.0,174.0,1182
YJR049C,18.0,184.0,59
YJR050W,23.0,275.0,58
YJR051W,21.0,71.0,62
YJR052W,6.0,51.0,9
YJR053W,63.0,1901.0,2
YJR054W,93.0,118.0,6
YJR055W,10.0,393.0,38
YJR056C,163.0,140.0,15
YJR057W,7.0,69.0,54
YJR058C,28.0,46.0,415
YJR059W,61.0,124.0,4
YJR060W,49.0,586.0,370
YJR061W,,,0
YJR062C,9.0,511.0,12
YJR063W,47.0,131.0,126
YJR064W,36.0,46.0,453
YJR065C,26.0,148.0,679
YJR066W,,,0
YJR067C,6.0,109.0,19
YJR068W,70.0,71.0,11
YJR069C,33.0,141.0,164
YJR070C,23.0,130.0,1064
YJR071W,,,0
YJR072C,31.0,70.0,262
YJR073C,24.0,83.0,254
YJR074W,750.0,101.0,3
YJR075W,60.0,198.0,317
YJR076C,77.0,134.0,60
YJR077C,47.0,152.0,162
YJR078W,0.0,217.0,1
YJR079W,,,0
YJR080C,29.0,125.0,62
YJR082C,107.0,197.0,175
YJR083C,19.0,86.0,60
YJR084W,23.0,25.0,18
YJR085C,44.0,69.0,389
YJR086W,29.0,17.0,2
YJR087W,364.0,102.0,0
YJR088C,50.0,131.0,54
YJR089W,136.0,80.0,3
YJR090C,292.0,116.0,1
YJR091C,70.0,283.0,4
YJR092W,24.0,123.0,1
YJR093C,58.0,106.0,81
YJR094C,197.0,172.0,4
YJR094W-A,20.0,130.0,785
YJR095W,97.0,193.0,3
YJR096W,126.0,88.0,7
YJR097W,105.0,188.0,17
YJR098C,31.0,67.0,2
YJR099W,60.0,123.0,80
YJR100C,6.0,72.0,69
YJR101W,96.0,140.0,123
YJR102C,68.0,121.0,20
YJR103W,7.0,74.0,52
YJR104C,43.0,71.0,18835
YJR105W,32.0,45.0,1406
YJR106W,142.0,1421.0,3
YJR107C-A,25.0,223.0,26
YJR107W,587.0,154.0,31
YJR108W,,,0
YJR109C,77.0,103.0,10
YJR110W,126.0,132.0,3
YJR111C,130.0,117.0,1
YJR112W,19.0,52.0,119
YJR112W-A,33.0,108.0,48
YJR113C,55.0,73.0,306
YJR114W,168.0,50.0,1
YJR115W,57.0,233.0,3
YJR116W,108.0,164.0,19
YJR117W,30.0,99.0,14
YJR118C,38.0,102.0,66
YJR119C,9.0,81.0,5
YJR120W,,,0
YJR121W,193.0,228.0,14398
YJR122W,67.0,48.0,22
YJR123W,36.0,120.0,31880
YJR124C,0.0,183.0,17
YJR125C,60.0,84.0,97
YJR126C,9.0,75.0,2
YJR127C,,,0
YJR128W,,,0
YJR129C,46.0,40.0,11
YJR130C,62.0,106.0,101
YJR131W,49.0,65.0,38
YJR132W,61.0,164.0,24
YJR133W,90.0,106.0,248
YJR134C,41.0,107.0,17
YJR135C,11.0,228.0,17
YJR135W-A,20.0,87.0,166
YJR136C,10.0,95.0,4
YJR137C,,,0
YJR138W,40.0,121.0,1
YJR139C,64.0,70.0,849
YJR140C,,,0
YJR140W-A,81.0,1098.0,1
YJR141W,33.0,116.0,13
YJR142W,16.0,105.0,104
YJR143C,59.0,131.0,21
YJR144W,21.0,66.0,210
YJR145C,20.0,90.0,389
YJR146W,110.0,1155.0,3
YJR147W,90.0,372.0,57
YJR148W,57.0,63.0,191
YJR149W,1473.0,37.0,6
YJR150C,37.0,107.0,2
YJR151C,124.0,59.0,1
YJR151W-A,518.0,295.0,0
YJR152W,227.0,96.0,4
YJR153W,337.0,84.0,5
YJR154W,233.0,1531.0,2
YJR155W,1030.0,88.0,34
YJR156C,,,0
YJR157W,,,0
YJR158W,,,0
YJR159W,,,0
YJR160C,,,0
YJR161C,,,0
YJR162C,,,0
YKL001C,44.0,107.0,107
YKL002W,77.0,61.0,527
YKL003C,41.0,98.0,634
YKL004W,356.0,149.0,93
YKL005C,116.0,173.0,39
YKL006C-A,42.0,69.0,1178
