gene	max_five_prime_utr	max_three_prime_utr
YMR097C	43	57
YMR098C	86	43
YMR099C	13	67
YMR100W	342	192
YMR102C	317	124
YMR104C	67	664
YMR105C	242	151
YMR105W-A	12	278
YMR106C	87	103
YMR107W	26	71
YMR108W	211	165
YMR109W	52	83
YMR110C	9	78
YMR111C	91	148
YMR112C	108	124
YMR113W	99	69
YMR114C	42	65
YMR115W	42	110
YMR116C	492	138
YMR118C	189	67
YMR119W	208	31
YMR119W-A	457	425
YMR120C	33	143
YMR121C	36	50
YMR122C	119	77
YMR122W-A	47	226
YMR123W	48	86
YMR124W	289	82
YMR125W	0	158
YMR126C	341	91
YMR127C	87	214
YMR128W	35	103
YMR129W	30	28
YMR130W	157	77
YMR131C	64	75
YMR132C	107	220
YMR133W	241	165
YMR134W	112	183
YMR135C	42	121
YMR136W	35	42
YMR137C	35	105
YMR138W	39	69
YMR139W	218	117
YMR140W	45	813
YMR141C	758	932
YMR142C	0	102
YMR143W	0	90
YMR144W	145	166
YMR145C	199	159
YMR146C	68	100
YMR147W	56	140
YMR148W	381	171
YMR149W	65	99
YMR150C	263	55
YMR151W	628	227
YMR152W	101	73
YMR153C-A	731	916
YMR153W	233	130
YMR154C	77	108
YMR155W	206	116
YMR156C	88	57
YMR157C	61	104
YMR158W	108	87
YMR160W	37	43
YMR161W	44	383
YMR162C	147	84
YMR163C	134	48
YMR164C	131	324
YMR165C	75	99
YMR166C	243	225
YMR167W	9	283
YMR168C	239	386
YMR169C	232	58
YMR170C	239	83
YMR171C	185	242
YMR172C-A	42	66
YMR172W	76	106
YMR173W	43	111
YMR173W-A	251	11
YMR176W	104	77
YMR177W	119	209
YMR178W	188	82
YMR179W	171	113
YMR180C	186	116
YMR181C	801	166
YMR182C	226	15
YMR183C	95	96
YMR184W	45	45
YMR185W	11	60
YMR186W	24	97
YMR187C	47	228
YMR188C	72	121
YMR189W	151	87
YMR190C	152	151
YMR191W	7	78
YMR192W	78	78
YMR193W	80	124
YMR194C-A	753	62
YMR194C-B	406	273
YMR194W	0	80
YMR195W	81	128
YMR196W	150	128
YMR197C	43	161
YMR198W	265	131
YMR199W	210	118
YMR200W	115	272
YMR201C	164	83
YMR202W	61	64
YMR203W	56	87
YMR204C	38	210
YMR205C	46	185
YMR206W	197	69
YMR207C	908	139
YMR208W	21	92
YMR209C	61	107
YMR210W	45	60
YMR211W	40	136
YMR212C	106	124
YMR213W	25	38
YMR214W	18	124
YMR215W	17	133
YMR216C	154	114
YMR217W	112	85
YMR218C	19	225
YMR219W	725	53
YMR220W	46	67
YMR221C	23	85
YMR222C	30	52
YMR223W	207	346
YMR224C	39	133
YMR225C	0	159
YMR226C	42	62
YMR227C	23	91
YMR228W	45	99
YMR229C	94	108
YMR230W	0	60
YMR230W-A	395	29
YMR231W	54	190
YMR232W	667	45
YMR233W	34	171
YMR234W	103	124
YMR235C	31	162
YMR236W	20	64
YMR237W	73	166
YMR238W	117	83
YMR239C	67	133
YMR240C	53	54
YMR241W	214	53
YMR242C	0	109
YMR243C	139	113
YMR244C-A	95	113
YMR245W	239	282
YMR246W	214	182
YMR247C	58	61
YMR250W	41	112
YMR251W	153	709
YMR252C	173	132
YMR253C	636	807
YMR255W	271	117
YMR257C	376	234
YMR258C	57	34
YMR259C	58	56
YMR260C	30	162
YMR261C	71	151
YMR262W	43	164
YMR263W	34	70
YMR264W	380	127
YMR265C	230	82
YMR266W	24	189
YMR267W	111	137
YMR268C	31	160
YMR269W	40	57
YMR270C	131	109
YMR271C	524	159
YMR272C	32	177
YMR272W-B	378	466
YMR273C	186	78
YMR275C	41	128
YMR276W	37	109
YMR277W	95	122
YMR278W	28	110
YMR279C	640	235
YMR280C	36	78
YMR281W	105	85
YMR282C	458	74
YMR283C	36	82
YMR284W	35	85
YMR285C	11	152
YMR286W	18	131
YMR287C	56	105
YMR288W	52	54
YMR289W	18	140
YMR290C	32	207
YMR291W	67	85
YMR292W	275	89
YMR293C	27	88
YMR294W	35	134
YMR294W-A	111	364
YMR295C	52	197
YMR296C	125	76
YMR297W	64	112
YMR298W	31	118
YMR299C	48	110
YMR300C	139	92
YMR301C	34	73
YMR302C	42	63
YMR303C	95	90
YMR304C-A	971	918
YMR304W	100	207
YMR305C	169	188
YMR306W	850	444
YMR307C-A	950	802
YMR307W	26	178
YMR308C	159	84
YMR309C	65	315
YMR310C	57	69
YMR311C	43	110
YMR312W	26	108
YMR313C	18	151
YMR314W	60	161
YMR315W	85	117
YMR316C-A	53	802
YMR316C-B	987	143
YMR316W	690	58
YMR317W	756	198
YMR318C	127	105
YMR319C	283	228
YNL001W	52	68
YNL002C	30	68
YNL003C	60	171
YNL004W	9	140
YNL005C	220	78
YNL006W	57	353
YNL007C	130	57
YNL008C	364	46
YNL009W	83	142
YNL010W	28	80
YNL011C	102	83
YNL012W	170	179
YNL014W	0	70
YNL016W	92	331
YNL018C	233	203
YNL019C	134	126
YNL020C	122	156
YNL021W	48	149
YNL022C	25	96
YNL023C	53	79
YNL024C	411	104
YNL024C-A	70	179
YNL025C	88	235
YNL026W	5	103
YNL027W	93	98
YNL029C	30	68
YNL030W	26	166
YNL031C	63	242
YNL032W	147	65
YNL034W	124	196
YNL035C	55	203
YNL036W	76	58
YNL037C	114	128
YNL038W	15	118
YNL039W	30	54
YNL040W	105	145
YNL041C	44	181
YNL042W	312	104
YNL043C	172	218
YNL044W	79	160
YNL045W	283	68
YNL046W	228	162
YNL047C	165	89
YNL048W	20	101
YNL049C	23	109
YNL050C	23	63
YNL051W	14	43
YNL052W	24	252
YNL053W	232	128
YNL054W	352	229
YNL054W-A	199	735
YNL054W-B	41	321
YNL055C	71	62
YNL056W	165	108
YNL057W	692	10
YNL058C	55	107
YNL059C	11	103
YNL061W	29	38
YNL062C	55	116
YNL063W	498	72
YNL064C	185	129
YNL065W	81	109
YNL066W	12	199
YNL067W	46	223
YNL068C	157	176
YNL069C	0	158
YNL071W	41	82
YNL072W	125	77
YNL073W	2	79
YNL074C	55	113
YNL075W	106	82
YNL076W	246	63
YNL077W	167	44
YNL078W	21	83
YNL079C	50	170
YNL080C	189	106
YNL081C	48	178
YNL082W	34	85
YNL083W	20	253
YNL084C	52	79
YNL085W	254	289
YNL087W	199	180
YNL088W	69	159
YNL089C	336	274
YNL090W	160	166
YNL091W	120	85
YNL092W	53	87
YNL093W	244	273
YNL094W	264	58
YNL095C	219	115
YNL096C	0	196
YNL097C	120	122
YNL098C	8	121
YNL099C	53	247
YNL100W	69	118
YNL101W	187	189
YNL102W	0	79
YNL103W	183	76
YNL104C	136	129
YNL106C	88	61
YNL107W	37	169
YNL108C	36	157
YNL109W	115	338
YNL110C	64	114
YNL111C	219	248
YNL112W	38	141
YNL113W	47	172
YNL114C	353	18
YNL115C	35	141
YNL116W	49	160
YNL117W	56	85
YNL118C	48	133
YNL119W	22	92
YNL121C	37	164
YNL122C	37	150
YNL123W	31	82
YNL124W	214	90
YNL125C	185	99
YNL126W	226	106
YNL127W	86	156
YNL129W	227	124
YNL130C	54	94
YNL131W	39	321
YNL132W	59	95
YNL133C	26	103
YNL134C	561	54
YNL135C	21	128
YNL136W	8	115
YNL137C	94	115
YNL138W	20	122
YNL139C	92	195
YNL140C	938	129
YNL141W	58	116
YNL142W	282	73
YNL143C	269	406
YNL144C	204	65
YNL145W	50	159
YNL146C-A	215	332
YNL147W	78	33
YNL148C	39	167
YNL149C	635	106
YNL150W	36	109
YNL151C	62	151
YNL152W	18	78
YNL153C	27	185
YNL154C	204	179
YNL155W	139	95
YNL156C	201	67
YNL157W	555	60
YNL158W	47	665
YNL159C	21	180
YNL160W	45	219
YNL161W	152	373
YNL162W	0	90
YNL162W-A	63	378
YNL163C	88	128
YNL164C	156	87
YNL165W	65	147
YNL166C	15	92
YNL167C	296	197
YNL168C	116	159
YNL169C	115	67
YNL170W	942	876
YNL171C	204	980
YNL172W	88	272
YNL173C	60	98
YNL174W	793	10
YNL175C	34	113
YNL176C	168	252
YNL177C	39	164
YNL178W	49	42
YNL179C	544	811
YNL180C	194	79
YNL181W	68	88
YNL182C	52	88
YNL183C	211	116
YNL184C	36	423
YNL185C	87	128
YNL186W	177	117
YNL187W	454	143
YNL188W	101	24
YNL189W	190	123
YNL190W	271	553
YNL191W	81	81
YNL192W	60	112
YNL193W	13	58
YNL194C	308	215
YNL195C	754	96
YNL196C	58	75
YNL197C	112	693
YNL199C	117	173
YNL200C	137	79
YNL201C	252	200
YNL202W	527	36
YNL203C	517	443
YNL206C	31	78
YNL207W	131	54
YNL208W	56	98
YNL209W	34	122
YNL210W	745	11
YNL212W	48	148
YNL213C	90	91
YNL214W	234	252
YNL215W	82	44
YNL216W	40	138
YNL217W	154	93
YNL218W	217	173
YNL219C	155	26
YNL220W	83	97
YNL221C	74	161
YNL222W	42	176
YNL223W	19	69
YNL224C	76	139
YNL225C	36	73
YNL227C	45	74
YNL228W	73	977
YNL229C	204	154
YNL230C	67	384
YNL231C	153	77
YNL232W	73	63
YNL233W	225	87
YNL234W	48	77
YNL235C	0	141
YNL236W	33	93
YNL237W	290	173
YNL238W	255	120
YNL239W	135	104
YNL240C	37	113
YNL241C	173	207
YNL242W	136	54
YNL243W	56	75
YNL244C	21	115
YNL245C	217	397
YNL246W	181	137
YNL247W	17	131
YNL248C	55	207
YNL249C	153	541
YNL250W	490	152
YNL251C	260	83
YNL252C	21	127
YNL253W	24	158
YNL254C	132	874
YNL255C	45	252
YNL256W	73	68
YNL257C	45	50
YNL258C	36	99
YNL260C	68	345
YNL261W	160	119
YNL262W	2	171
YNL263C	130	103
YNL264C	18	143
YNL265C	0	149
YNL266W	596	433
YNL267W	74	136
YNL268W	54	129
YNL271C	274	161
YNL272C	86	114
YNL273W	351	53
YNL274C	67	107
YNL275W	187	92
YNL276C	105	503
YNL277W	289	102
YNL278W	185	198
YNL279W	157	236
YNL280C	128	110
YNL281W	791	165
YNL282W	385	819
YNL283C	428	55
YNL284C	185	77
YNL284C-A	181	735
YNL284C-B	41	319
YNL286W	510	82
YNL287W	184	236
YNL288W	129	76
YNL289W	74	124
YNL290W	7	85
YNL291C	209	46
YNL292W	5	131
YNL293W	52	90
YNL294C	182	101
YNL295W	145	143
YNL297C	33	80
YNL298W	177	111
YNL299W	854	70
YNL300W	90	257
YNL301C	8	162
YNL302C	0	129
YNL303W	885	519
YNL304W	39	122
YNL305C	28	92
YNL306W	17	90
YNL307C	154	326
YNL308C	26	80
YNL309W	61	130
YNL310C	28	98
YNL311C	4	61
YNL312W	0	85
YNL313C	25	89
YNL314W	33	98
YNL315C	10	70
YNL316C	58	55
YNL317W	10	73
YNL320W	120	126
YNL321W	15	39
YNL322C	28	82
YNL323W	404	119
YNL325C	15	53
YNL326C	40	127
YNL327W	16	122
YNL329C	495	63
YNL330C	34	89
YNL331C	569	219
YNL333W	178	140
YNL334C	85	50
YNL335W	851	607
YNL336W	5	73
YNL339C	190	699
YNL339W-B	122	622
YNR001C	154	125
YNR002C	98	149
YNR003C	27	96
YNR003W-A	532	157
YNR006W	17	112
YNR007C	82	294
YNR008W	45	241
YNR009W	74	158
YNR010W	43	84
YNR011C	8	159
YNR012W	81	79
YNR013C	36	106
YNR014W	43	158
YNR015W	12	107
YNR016C	882	107
YNR017W	144	144
YNR018W	59	130
YNR019W	34	57
YNR020C	0	68
YNR021W	38	142
YNR022C	30	117
YNR023W	55	100
YNR024W	24	73
YNR025C	913	297
YNR026C	44	224
YNR027W	35	254
YNR028W	76	92
YNR029C	30	91
YNR030W	59	130
YNR031C	255	113
YNR032C-A	39	11
YNR032W	115	40
YNR033W	339	66
YNR034W	102	255
YNR035C	25	73
YNR036C	15	94
YNR037C	19	67
YNR038W	18	143
YNR039C	32	58
YNR040W	9	58
YNR041C	53	43
YNR042W	756	11
YNR043W	24	143
YNR044W	36	73
YNR045W	48	52
YNR046W	36	144
YNR047W	55	132
YNR048W	48	144
YNR049C	234	92
YNR050C	39	100
YNR051C	708	445
YNR052C	77	53
YNR053C	32	57
YNR054C	28	52
YNR055C	445	88
YNR056C	76	143
YNR057C	22	33
YNR058W	281	115
YNR059W	93	90
YNR060W	16	65
YNR061C	80	311
YNR062C	943	247
YNR064C	350	241
YNR065C	297	69
YNR067C	37	85
YNR068C	970	246
YNR070W	664	672
YNR071C	393	113
YNR072W	44	100
YNR073C	330	128
YNR074C	481	99
YOL001W	433	65
YOL002C	201	68
YOL003C	384	124
YOL004W	195	104
YOL005C	52	52
YOL006C	128	132
YOL007C	672	361
YOL008W	29	160
YOL009C	183	63
YOL010W	44	104
YOL011W	163	286
YOL012C	113	143
YOL013C	146	59
YOL014W	283	241
YOL015W	648	72
YOL016C	93	81
YOL017W	51	111
YOL018C	74	186
YOL019W	131	210
YOL020W	109	122
YOL021C	32	112
YOL022C	35	95
YOL023W	22	174
YOL025W	43	37
YOL026C	25	85
YOL027C	57	195
YOL028C	444	914
YOL029C	956	98
YOL030W	50	151
YOL031C	71	53
YOL032W	85	55
YOL033W	47	88
YOL034W	30	84
YOL036W	381	99
YOL038W	33	68
YOL040C	51	96
YOL041C	39	132
YOL042W	58	98
YOL043C	91	95
YOL044W	55	45
YOL045W	286	132
YOL047C	135	20
YOL048C	57	75
YOL049W	39	123
YOL050C	213	755
YOL051W	170	225
YOL052C	46	114
YOL052C-A	33	271
YOL053W	0	49
YOL054W	74	77
YOL055C	94	82
YOL056W	82	158
YOL057W	21	148
YOL058W	71	143
YOL059W	0	161
YOL060C	237	223
YOL061W	46	136
YOL062C	8	80
YOL063C	55	53
YOL064C	21	99
YOL065C	36	67
YOL066C	108	55
YOL068C	651	5
YOL069W	6	42
YOL070C	16	119
YOL071W	110	139
YOL072W	15	49
YOL073C	26	53
YOL075C	314	214
YOL076W	8	112
YOL077C	56	120
YOL078W	37	75
YOL079W	171	4
YOL080C	53	174
YOL081W	212	106
YOL082W	73	107
YOL083C-A	469	839
YOL083W	158	98
YOL084W	90	144
YOL085C	271	76
YOL085W-A	835	69
YOL086C	179	93
YOL086W-A	95	97
YOL087C	260	104
YOL088C	53	168
YOL089C	214	139
YOL090W	39	100
YOL092W	30	45
YOL093W	39	120
YOL094C	46	20
YOL095C	20	70
YOL096C	29	34
YOL097C	20	89
YOL097W-A	174	485
YOL098C	49	257
YOL099C	501	918
YOL100W	219	95
YOL101C	29	70
YOL102C	12	103
YOL103W	208	165
YOL103W-A	163	735
YOL103W-B	41	325
YOL105C	263	129
YOL107W	46	44
YOL108C	35	209
YOL109W	44	168
YOL110W	49	121
YOL111C	66	54
YOL112W	170	82
YOL113W	159	97
YOL114C	31	40
YOL115W	53	111
YOL116W	467	167
YOL117W	25	96
YOL119C	66	26
YOL120C	0	92
YOL121C	0	66
YOL122C	79	134
YOL123W	367	137
YOL124C	24	96
YOL125W	114	25
YOL126C	76	241
YOL127W	0	82
YOL128C	184	158
YOL129W	28	96
YOL130W	164	361
YOL132W	337	65
YOL133W	37	289
YOL134C	517	54
YOL135C	47	64
YOL136C	209	336
YOL137W	76	212
YOL138C	58	51
YOL139C	75	104
YOL140W	606	31
YOL142W	205	65
YOL143C	33	73
YOL144W	38	49
YOL145C	36	118
YOL146W	5	68
YOL147C	58	151
YOL148C	50	27
YOL149W	32	60
YOL150C	8	783
YOL151W	140	61
YOL152W	74	127
YOL153C	144	79
YOL154W	597	91
YOL155C	136	122
YOL158C	247	163
YOL159C	234	37
YOL159C-A	355	517
YOL164W	714	85
YOR001W	19	78
YOR002W	66	95
YOR003W	112	183
YOR004W	41	145
YOR005C	111	108
YOR006C	123	74
YOR007C	64	97
YOR008C	217	306
YOR009W	457	130
YOR010C	351	71
YOR011W	699	68
YOR013W	639	73
YOR014W	239	297
YOR015W	943	107
YOR016C	120	148
YOR017W	52	144
YOR018W	33	147
YOR019W	121	196
YOR020C	27	104
YOR020W-A	209	175
YOR021C	40	155
YOR022C	13	29
YOR023C	59	54
YOR025W	39	156
YOR026W	602	184
YOR027W	63	97
YOR028C	266	327
YOR030W	88	572
YOR032C	304	105
YOR032W-A	936	225
YOR033C	262	69
YOR034C	284	113
YOR034C-A	998	160
YOR035C	9	179
YOR036W	66	71
YOR037W	65	88
YOR038C	29	98
YOR039W	155	269
YOR040W	209	297
YOR041C	0	334
YOR042W	51	71
YOR043W	392	159
YOR046C	31	58
YOR047C	396	171
YOR048C	37	93
YOR049C	259	42
YOR050C	463	278
YOR051C	60	117
YOR052C	148	158
YOR053W	192	525
YOR054C	151	80
YOR056C	66	53
YOR057W	56	78
YOR058C	215	262
YOR059C	919	59
YOR061W	151	213
YOR062C	170	58
YOR063W	76	120
YOR064C	412	95
YOR065W	293	302
YOR066W	109	215
YOR067C	49	79
YOR069W	55	120
YOR070C	148	69
YOR071C	447	229
YOR073W	38	114
YOR073W-A	921	13
YOR074C	50	108
YOR075W	20	55
YOR076C	26	93
YOR077W	28	821
YOR078W	853	47
YOR080W	4	150
YOR081C	43	89
YOR083W	90	783
YOR084W	709	52
YOR085W	54	104
YOR086C	90	89
YOR087W	65	44
YOR089C	67	195
YOR090C	114	75
YOR091W	58	61
YOR092W	148	188
YOR093C	31	196
YOR094W	96	168
YOR095C	144	117
YOR096W	0	99
YOR097C	471	94
YOR098C	90	124
YOR099W	178	90
YOR100C	79	219
YOR101W	78	220
YOR102W	704	96
YOR103C	301	92
YOR104W	168	394
YOR105W	731	314
YOR106W	86	109
YOR107W	280	318
YOR108W	114	92
YOR109W	82	190
YOR110W	99	59
YOR111W	25	306
YOR112W	61	68
YOR113W	119	310
YOR114W	213	207
YOR115C	69	92
YOR116C	202	121
YOR117W	81	96
YOR118W	190	134
YOR119C	127	181
YOR120W	543	80
YOR121C	564	732
YOR122C	0	195
YOR123C	61	70
YOR124C	100	81
YOR125C	59	140
YOR126C	128	111
YOR127W	256	176
YOR128C	22	60
YOR129C	92	199
YOR130C	96	70
YOR131C	83	57
YOR132W	69	47
YOR133W	64	191
YOR134W	97	301
YOR135C	958	15
YOR136W	105	157
YOR137C	349	95
YOR138C	62	64
YOR140W	94	446
YOR141C	27	293
YOR142W	217	198
YOR142W-A	430	735
YOR142W-B	41	319
YOR143C	81	24
YOR144C	45	154
YOR145C	23	85
YOR146W	623	3
YOR147W	25	159
YOR148C	23	84
YOR149C	64	286
YOR150W	31	104
YOR151C	266	54
YOR152C	604	157
YOR153W	153	107
YOR154W	44	130
YOR155C	17	59
YOR156C	143	254
YOR157C	74	56
YOR158W	17	102
YOR159C	63	78
YOR160W	66	86
YOR161C	154	95
YOR162C	172	154
YOR163W	29	71
YOR164C	30	134
YOR165W	27	93
YOR166C	42	179
YOR167C	22	124
YOR168W	17	103
YOR169C	293	933
YOR170W	67	631
YOR171C	60	191
YOR172W	31	179
YOR173W	89	116
YOR174W	113	38
YOR175C	350	164
YOR176W	114	124
YOR177C	41	148
YOR178C	399	99
YOR179C	24	274
YOR180C	176	228
YOR181W	115	89
YOR182C	0	79
YOR184W	102	103
YOR185C	74	63
YOR187W	87	121
YOR188W	86	132
YOR189W	15	36
YOR190W	467	125
YOR191W	69	202
YOR192C	673	465
YOR192C-B	40	316
YOR192C-C	966	994
YOR193W	48	117
YOR194C	58	76
YOR195W	54	227
YOR196C	36	160
YOR197W	17	76
YOR198C	181	225
YOR199W	370	398
YOR200W	26	752
YOR201C	6	40
YOR202W	33	88
YOR203W	125	248
YOR204W	16	722
YOR205C	8	101
YOR206W	18	83
YOR207C	170	178
YOR208W	207	110
YOR209C	139	118
YOR211C	192	51
YOR212W	197	127
YOR213C	97	346
YOR215C	30	142
YOR216C	50	91
YOR217W	92	232
YOR218C	263	859
YOR219C	80	208
YOR220W	34	169
YOR221C	87	177
YOR222W	83	36
YOR223W	194	53
YOR224C	43	107
YOR225W	6	158
YOR226C	140	160
YOR227W	185	164
YOR228C	251	128
YOR229W	76	207
YOR230W	123	165
YOR231C-A	721	701
YOR231W	140	193
YOR232W	105	139
YOR233W	204	65
YOR234C	0	79
YOR236W	21	65
YOR238W	43	81
YOR239W	15	209
YOR241W	183	94
YOR242C	632	103
YOR243C	22	176
YOR244W	56	98
YOR245C	236	117
YOR246C	82	89
YOR247W	238	130
YOR249C	38	56
YOR250C	29	46
YOR251C	30	65
YOR252W	20	102
YOR253W	32	15
YOR254C	35	100
YOR256C	130	56
YOR257W	40	39
YOR258W	3	267
YOR259C	38	78
YOR260W	38	124
YOR261C	106	79
YOR262W	52	104
YOR263C	998	144
YOR264W	47	144
YOR266W	91	47
YOR267C	139	198
YOR269W	84	107
YOR270C	33	129
YOR271C	58	75
YOR272W	61	82
YOR273C	86	129
YOR274W	83	159
YOR275C	20	120
YOR276W	50	93
YOR277C	93	187
YOR278W	87	81
YOR279C	111	71
YOR280C	46	70
YOR281C	41	96
YOR282W	635	0
YOR283W	97	146
YOR284W	41	282
YOR285W	10	69
YOR286W	33	79
YOR287C	19	65
YOR288C	115	85
YOR289W	138	60
YOR290C	107	74
YOR291W	148	68
YOR292C	36	64
YOR293C-A	13	413
YOR293W	0	144
YOR294W	35	150
YOR295W	218	233
YOR296W	119	190
YOR297C	52	132
YOR298C-A	106	227
YOR298W	0	12
YOR299W	95	73
YOR300W	978	329
YOR301W	5	310
YOR303W	228	76
YOR304C-A	70	334
YOR304W	79	90
YOR305W	76	6
YOR306C	498	103
YOR307C	606	72
YOR308C	17	164
YOR309C	730	106
YOR310C	24	263
YOR311C	55	207
YOR312C	0	83
YOR313C	583	192
YOR315W	76	405
YOR316C	427	65
YOR317W	14	239
YOR319W	652	136
YOR320C	112	100
YOR321W	43	23
YOR322C	210	153
YOR323C	23	85
YOR324C	47	137
YOR326W	179	152
YOR328W	215	63
YOR329C	86	107
YOR330C	42	72
YOR331C	305	38
YOR332W	19	25
YOR334W	41	99
YOR335C	92	148
YOR336W	8	135
YOR337W	29	259
YOR338W	325	217
YOR339C	628	220
YOR340C	68	120
YOR341W	121	286
YOR342C	248	193
YOR343C	441	190
YOR343W-A	158	305
YOR343W-B	260	319
YOR344C	123	152
YOR346W	157	157
YOR347C	76	61
YOR348C	190	165
YOR349W	63	52
YOR350C	23	56
YOR352W	92	72
YOR353C	23	144
YOR354C	12	119
YOR355W	489	181
YOR356W	65	87
YOR357C	36	99
YOR358W	183	282
YOR359W	106	130
YOR360C	221	121
YOR361C	294	88
YOR362C	42	138
YOR363C	56	298
YOR365C	426	40
YOR367W	14	92
YOR368W	257	118
YOR369C	70	102
YOR370C	335	165
YOR372C	52	339
YOR373W	71	97
YOR374W	55	134
YOR375C	65	100
YOR377W	970	230
YOR378W	628	6
YOR380W	196	51
YOR381W	511	71
YOR382W	15	98
YOR383C	247	155
YOR384W	378	122
YOR385W	256	282
YOR386W	54	221
YOR387C	435	34
YOR388C	155	143
YOR389W	55	218
YOR390W	79	39
YOR393W	26	12
YOR394C-A	917	5
YOR396C-A	641	643
YOR396W	852	641
YPL001W	17	57
YPL002C	50	301
YPL003W	31	17
YPL004C	54	178
YPL005W	22	116
YPL006W	35	65
YPL007C	35	101
YPL008W	234	72
YPL009C	19	210
YPL010W	53	128
YPL011C	47	124
YPL012W	120	129
YPL013C	43	10
YPL014W	91	202
YPL015C	44	239
YPL016W	366	118
YPL017C	6	668
YPL018W	103	982
YPL019C	132	81
YPL020C	118	93
YPL022W	72	213
YPL023C	120	134
YPL024W	263	122
YPL026C	56	255
YPL028W	103	97
YPL029W	34	58
YPL030W	69	112
YPL031C	13	83
YPL032C	146	99
YPL034W	323	77
YPL035C	310	123
YPL036W	372	240
YPL037C	78	53
YPL038W	66	113
YPL038W-A	998	808
YPL039W	46	131
YPL040C	17	74
YPL041C	707	143
YPL042C	232	110
YPL043W	48	114
YPL045W	97	231
YPL046C	72	186
YPL047W	68	316
YPL048W	97	128
YPL049C	93	174
YPL050C	191	96
YPL052W	75	66
YPL053C	87	109
YPL054W	109	124
YPL055C	7	78
YPL056C	851	222
YPL057C	200	439
YPL058C	256	228
YPL059W	49	140
YPL060C-A	118	434
YPL060W	200	55
YPL061W	43	127
YPL063W	113	80
YPL064C	19	59
YPL065W	43	66
YPL066W	169	91
YPL067C	62	87
YPL068C	404	68
YPL069C	28	184
YPL070W	205	104
YPL071C	70	90
YPL072W	187	49
YPL074W	15	139
YPL075W	76	199
YPL076W	135	192
YPL077C	38	354
YPL078C	55	259
YPL079W	0	111
YPL080C	0	714
YPL081W	29	176
YPL082C	127	121
YPL083C	66	133
YPL084W	45	58
YPL085W	0	112
YPL086C	32	121
YPL087W	139	105
YPL088W	104	85
YPL089C	231	152
YPL090C	0	95
YPL091W	18	112
YPL092W	121	81
YPL093W	52	239
YPL094C	12	64
YPL095C	225	50
YPL096C-A	78	120
YPL096W	4	64
YPL097W	14	101
YPL098C	56	128
YPL099C	179	166
YPL100W	64	47
YPL101W	37	113
YPL103C	49	211
YPL104W	96	138
YPL105C	16	119
YPL106C	61	120
YPL107W	68	95
YPL108W	866	108
YPL109C	67	4
YPL110C	188	107
YPL111W	40	108
YPL112C	77	67
YPL113C	330	95
YPL115C	281	229
YPL116W	179	128
YPL117C	163	63
YPL118W	74	100
YPL119C	177	553
YPL120W	4	107
YPL122C	30	59
YPL123C	42	143
YPL124W	70	58
YPL125W	157	73
YPL126W	25	111
YPL127C	27	142
YPL128C	57	280
YPL129W	23	68
YPL131W	59	100
YPL132W	169	73
YPL133C	119	67
YPL134C	552	103
YPL135C-A	591	176
YPL135W	79	357
YPL137C	81	173
YPL138C	41	123
YPL139C	49	96
YPL140C	216	188
YPL141C	194	235
YPL143W	0	91
YPL144W	29	63
YPL145C	268	472
YPL146C	41	143
YPL147W	19	85
YPL149W	66	48
YPL150W	60	115
YPL151C	26	85
YPL152W	66	96
YPL153C	170	181
YPL154C	258	100
YPL155C	66	421
YPL156C	51	158
YPL157W	126	110
YPL158C	57	63
YPL159C	107	237
YPL160W	54	172
YPL161C	49	48
YPL162C	322	530
YPL163C	785	169
YPL164C	39	265
YPL165C	119	644
YPL166W	23	80
YPL167C	37	97
YPL168W	138	67
YPL169C	22	183
YPL170W	114	161
YPL171C	20	47
YPL172C	124	135
YPL173W	55	148
YPL174C	122	76
YPL175W	82	119
YPL176C	20	144
YPL177C	166	55
YPL178W	66	39
YPL179W	158	204
YPL180W	35	207
YPL181W	191	110
YPL183C	11	82
YPL183W-A	77	132
YPL184C	662	98
YPL185W	912	146
YPL186C	39	159
YPL188W	14	255
YPL189C-A	97	237
YPL190C	104	393
YPL191C	59	306
YPL193W	60	76
YPL194W	51	228
YPL195W	24	88
YPL196W	65	58
YPL198W	23	95
YPL199C	25	66
YPL201C	15	52
YPL202C	96	387
YPL203W	167	244
YPL204W	52	136
YPL206C	54	97
YPL207W	62	94
YPL208W	16	75
YPL209C	86	98
YPL210C	13	93
YPL211W	31	131
YPL212C	51	151
YPL213W	36	129
YPL214C	110	73
YPL215W	124	154
YPL216W	419	91
YPL217C	419	83
YPL218W	0	70
YPL219W	67	97
YPL220W	42	92
YPL221W	91	141
YPL222C-A	205	864
YPL222W	109	88
YPL223C	131	229
YPL224C	184	167
YPL225W	23	84
YPL226W	18	258
YPL227C	231	25
YPL228W	122	137
YPL229W	38	267
YPL230W	463	106
YPL231W	57	85
YPL232W	652	83
YPL233W	55	46
YPL234C	55	119
YPL235W	93	80
YPL236C	154	212
YPL237W	55	117
YPL238C	622	10
YPL239W	274	156
YPL240C	44	115
YPL241C	241	84
YPL242C	64	153
YPL243W	79	70
YPL244C	192	87
YPL245W	177	53
YPL246C	70	96
YPL247C	48	108
YPL248C	261	140
YPL249C	324	61
YPL249C-A	0	149
YPL250C	58	183
YPL250W-A	203	2
YPL251W	399	8
YPL252C	53	106
YPL253C	97	96
YPL254W	230	66
YPL255W	70	234
YPL256C	161	229
YPL257W	191	407
YPL257W-A	169	787
YPL257W-B	41	324
