Gene,five_prime_utr,three_prime_utr
YKR045C,27,1546
YKR046C,37,163
YKR047W,NA,NA
YKR048C,18,164
YKR049C,419,52
YKR050W,954,127
YKR051W,126,75
YKR052C,365,367
YKR053C,808,90
YKR054C,NA,NA
YKR055W,50,391
YKR056W,NA,NA
YKR057W,29,290
YKR058W,171,109
YKR059W,115,281
YKR060W,23,344
YKR061W,134,69
YKR062W,20,654
YKR063C,10,192
YKR064W,48,157
YKR065C,28,210
YKR066C,37,126
YKR067W,125,179
YKR068C,237,118
YKR069W,180,52
YKR070W,19,252
YKR071C,57,336
YKR072C,188,218
YKR073C,NA,NA
YKR074W,45,170
YKR075C,175,139
YKR075W-A,994,342
YKR076W,294,147
YKR077W,90,103
YKR078W,16,42
YKR079C,304,191
YKR080W,180,147
YKR081C,66,131
YKR082W,57,79
YKR083C,67,218
YKR084C,92,107
YKR085C,22,167
YKR086W,NA,NA
YKR087C,19,159
YKR088C,28,124
YKR089C,78,81
YKR090W,172,196
YKR091W,33,134
YKR092C,244,125
YKR093W,197,208
YKR094C,39,302
YKR095W,NA,NA
YKR095W-A,136,69
YKR096W,73,105
YKR097W,NA,NA
YKR098C,80,120
YKR099W,271,125
YKR100C,347,462
YKR101W,27,226
YKR102W,NA,NA
YKR103W,NA,NA
YKR104W,6,294
YKR105C,NA,NA
YKR106W,NA,NA
YLL001W,66,229
YLL002W,53,73
YLL003W,13,59
YLL004W,16,93
YLL005C,NA,NA
YLL006W,28,1631
YLL006W-A,NA,NA
YLL007C,86,284
YLL008W,31,110
YLL009C,74,167
YLL010C,60,349
YLL011W,10,124
YLL012W,88,102
YLL013C,NA,NA
YLL014W,17,344
YLL015W,NA,NA
YLL018C,32,363
YLL018C-A,54,1316
YLL019C,NA,NA
YLL019W-A,NA,NA
YLL020C,890,52
YLL021W,NA,NA
YLL022C,29,137
YLL023C,62,178
YLL024C,51,349
YLL025W,34,235
YLL026W,180,89
YLL027W,325,105
YLL028W,305,384
YLL029W,151,111
YLL030C,NA,NA
YLL031C,79,92
YLL032C,NA,NA
YLL033W,NA,575
YLL034C,40,154
YLL035W,126,163
YLL036C,33,86
YLL037W,NA,NA
YLL038C,33,539
YLL039C,603,116
YLL040C,NA,NA
YLL041C,84,370
YLL042C,22,30
YLL043W,37,165
YLL044W,NA,NA
YLL045C,22,273
YLL046C,NA,NA
YLL047W,NA,NA
YLL048C,NA,NA
YLL049W,NA,NA
YLL050C,32,165
YLL051C,NA,NA
YLL052C,NA,NA
YLL053C,375,226
YLL054C,NA,NA
YLL055W,497,62
YLL056C,1229,120
YLL057C,NA,NA
YLL058W,187,86
YLL059C,NA,NA
YLL060C,844,220
YLL061W,15,201
YLL062C,118,136
YLL063C,303,158
YLL064C,NA,NA
YLL065W,NA,NA
YLL066C,NA,NA
YLL066W-A,NA,NA
YLL066W-B,NA,NA
YLL067C,NA,NA
YLL067W-A,NA,NA
YLR001C,NA,143
YLR002C,49,120
YLR003C,49,128
YLR004C,53,65
YLR005W,36,290
YLR006C,NA,NA
YLR007W,6,164
YLR008C,100,327
YLR009W,189,133
YLR010C,10,203
YLR011W,221,276
YLR012C,99,251
YLR013W,NA,NA
YLR014C,NA,NA
YLR015W,52,401
YLR016C,46,324
YLR017W,7,88
YLR018C,81,134
YLR019W,305,253
YLR020C,49,176
YLR021W,8,477
YLR022C,37,289
YLR023C,212,469
YLR024C,NA,NA
YLR025W,63,284
YLR026C,91,231
YLR027C,27,344
YLR028C,205,138
YLR029C,22,377
YLR030W,NA,NA
YLR031W,NA,NA
YLR032W,NA,NA
YLR033W,107,197
YLR034C,164,434
YLR035C,21,365
YLR036C,278,172
YLR037C,1516,150
YLR038C,525,50
YLR039C,NA,NA
YLR040C,293,143
YLR041W,459,958
YLR042C,97,116
YLR043C,26,340
YLR044C,207,76
YLR045C,NA,117
YLR046C,2163,51
YLR047C,NA,NA
YLR048W,301,218
YLR049C,211,102
YLR050C,196,91
YLR051C,33,150
YLR052W,45,687
YLR053C,11,99
YLR054C,NA,NA
YLR055C,NA,NA
YLR056W,210,126
YLR057W,64,113
YLR058C,113,149
YLR059C,257,183
YLR060W,52,157
YLR061W,84,104
YLR062C,NA,NA
YLR063W,NA,NA
YLR064W,1222,83
YLR065C,57,777
YLR066W,75,284
YLR067C,NA,NA
YLR068W,78,98
YLR069C,51,154
YLR070C,NA,NA
YLR071C,NA,NA
YLR072W,65,52
YLR073C,113,255
YLR074C,331,66
YLR075W,308,140
YLR076C,NA,NA
YLR077W,133,170
YLR078C,718,91
YLR079W,51,165
YLR080W,17,79
YLR081W,60,87
YLR082C,84,348
YLR083C,176,229
YLR084C,NA,NA
YLR085C,26,155
YLR086W,NA,NA
YLR087C,NA,NA
YLR088W,161,177
YLR089C,303,207
YLR090W,88,97
YLR091W,42,384
YLR092W,NA,NA
YLR093C,73,270
YLR094C,79,118
YLR095C,36,60
YLR096W,NA,NA
YLR097C,51,172
YLR098C,191,142
YLR099C,98,123
YLR099W-A,1634,60
YLR100W,26,211
YLR101C,NA,NA
YLR102C,39,150
YLR103C,92,77
YLR104W,418,60
YLR105C,159,83
YLR106C,NA,NA
YLR107W,47,113
YLR108C,59,145
YLR109W,36,839
YLR110C,46,955
YLR111W,NA,NA
YLR112W,51,452
YLR113W,343,137
YLR114C,82,437
YLR115W,NA,NA
YLR116W,NA,468
YLR117C,37,151
YLR118C,403,102
YLR119W,NA,NA
YLR120C,112,403
YLR120W-A,510,9
YLR121C,34,142
YLR122C,NA,NA
YLR123C,614,14
YLR124W,NA,NA
YLR125W,11,895
YLR126C,97,230
YLR127C,72,155
YLR128W,381,200
YLR129W,68,116
YLR130C,144,253
YLR131C,265,73
YLR132C,84,438
YLR133W,29,579
YLR134W,42,130
YLR135W,63,152
YLR136C,100,250
YLR137W,6,269
YLR138W,98,71
YLR139C,50,173
YLR140W,NA,NA
YLR141W,38,422
YLR142W,NA,NA
YLR143W,32,208
YLR144C,NA,NA
YLR145W,383,50
YLR146C,225,82
YLR146W-A,20,228
YLR147C,30,224
YLR148W,NA,NA
YLR149C,NA,NA
YLR149C-A,NA,NA
YLR150W,235,227
YLR151C,40,396
YLR152C,168,101
YLR153C,112,260
YLR154C,86,365
YLR154C-G,NA,NA
YLR154C-H,NA,NA
YLR154W-A,NA,NA
YLR154W-B,NA,NA
YLR154W-C,NA,NA
YLR154W-E,NA,NA
YLR154W-F,NA,NA
YLR155C,NA,NA
YLR156C-A,NA,NA
YLR156W,NA,NA
YLR157C,NA,NA
YLR157C-C,NA,NA
YLR157W-D,NA,NA
YLR157W-E,NA,NA
YLR158C,NA,NA
YLR159C-A,NA,NA
YLR159W,NA,NA
YLR160C,NA,NA
YLR161W,NA,NA
YLR162W,NA,NA
YLR162W-A,NA,NA
YLR163C,50,164
YLR163W-A,NA,NA
YLR164W,362,143
YLR165C,40,122
YLR166C,35,44
YLR167W,758,47
YLR168C,425,124
YLR169W,NA,NA
YLR170C,46,320
YLR171W,NA,NA
YLR172C,36,411
YLR173W,60,394
YLR174W,286,82
YLR175W,97,162
YLR176C,NA,NA
YLR177W,NA,NA
YLR178C,561,51
YLR179C,76,330
YLR180W,55,408
YLR181C,305,130
YLR182W,46,179
YLR183C,128,149
YLR184W,NA,NA
YLR185W,269,96
YLR186W,140,193
YLR187W,NA,NA
YLR188W,72,331
YLR189C,59,128
YLR190W,426,408
YLR191W,43,267
YLR192C,48,376
YLR193C,70,184
YLR194C,258,66
YLR195C,17,382
YLR196W,77,214
YLR197W,80,185
YLR198C,NA,NA
YLR199C,182,200
YLR200W,40,350
YLR201C,9,396
YLR202C,NA,NA
YLR203C,65,367
YLR204W,62,161
YLR205C,139,63
YLR206W,NA,NA
YLR207W,59,75
YLR208W,520,363
YLR209C,101,184
YLR210W,67,179
YLR211C,111,338
YLR212C,44,164
YLR213C,512,118
YLR214W,96,143
YLR215C,60,126
YLR216C,100,111
YLR217W,71,242
YLR218C,80,103
YLR219W,194,343
YLR220W,160,577
YLR221C,107,234
YLR222C,44,97
YLR222C-A,NA,NA
YLR223C,NA,NA
YLR224W,596,84
YLR225C,67,128
YLR226W,48,610
YLR227C,NA,NA
YLR228C,191,215
YLR229C,101,1128
YLR230W,NA,NA
YLR231C,141,81
YLR232W,NA,NA
YLR233C,NA,NA
YLR234W,66,530
YLR235C,NA,NA
YLR236C,NA,NA
YLR237W,134,185
YLR238W,77,155
YLR239C,29,195
YLR240W,32,164
YLR241W,40,153
YLR242C,79,144
YLR243W,91,168
YLR244C,583,55
YLR245C,63,186
YLR246W,347,69
YLR247C,NA,NA
YLR248W,664,131
YLR249W,65,169
YLR250W,52,289
YLR251W,12,142
YLR252W,448,44
YLR253W,111,93
YLR254C,597,74
YLR255C,28,491
YLR256W,NA,NA
YLR257W,268,150
YLR258W,80,367
YLR259C,45,218
YLR260W,135,215
YLR261C,279,306
YLR262C,NA,NA
YLR262C-A,402,99
YLR263W,NA,NA
YLR264C-A,NA,NA
YLR264W,55,1024
YLR265C,NA,NA
YLR266C,28,28
YLR267W,NA,NA
YLR268W,71,301
YLR269C,NA,NA
YLR270W,159,195
YLR271W,352,102
YLR272C,51,80
YLR273C,NA,NA
YLR274W,38,131
YLR275W,210,257
YLR276C,151,65
YLR277C,157,82
YLR278C,NA,NA
YLR279W,NA,NA
YLR280C,NA,NA
YLR281C,NA,NA
YLR282C,NA,NA
YLR283W,338,92
YLR284C,102,84
YLR285C-A,264,6
YLR285W,5,259
YLR286C,239,196
YLR286W-A,105,1518
YLR287C,69,641
YLR287C-A,65,219
YLR288C,17,160
YLR289W,NA,NA
YLR290C,22,184
YLR291C,64,178
YLR292C,71,183
YLR293C,66,258
YLR294C,NA,NA
YLR295C,124,278
YLR296W,NA,NA
YLR297W,209,294
YLR298C,26,742
YLR299C-A,NA,NA
YLR299W,178,110
YLR300W,133,303
YLR301W,29,211
YLR302C,NA,NA
YLR303W,40,495
YLR304C,110,177
YLR305C,NA,NA
YLR306W,66,272
YLR307C-A,NA,NA
YLR307W,76,97
YLR308W,NA,NA
YLR309C,NA,NA
YLR310C,NA,NA
YLR311C,1,9
YLR312C,193,213
YLR312W-A,11,283
YLR313C,38,509
YLR314C,69,137
YLR315W,49,688
YLR316C,59,155
YLR317W,471,142
YLR318W,NA,NA
YLR319C,NA,NA
YLR320W,NA,NA
YLR321C,66,326
YLR322W,38,134
YLR323C,1949,285
YLR324W,66,147
YLR325C,495,240
YLR326W,161,140
YLR327C,246,180
YLR328W,210,350
YLR329W,NA,NA
YLR330W,54,149
YLR331C,NA,NA
YLR332W,450,214
YLR333C,160,175
YLR334C,NA,NA
YLR335W,29,184
YLR336C,40,168
YLR337C,64,135
YLR338W,NA,NA
YLR339C,NA,NA
YLR340W,59,347
YLR341W,NA,NA
YLR342W,NA,NA
YLR342W-A,1129,510
YLR343W,NA,NA
YLR344W,462,99
YLR345W,145,63
YLR346C,169,152
YLR347C,201,480
YLR347W-A,NA,NA
YLR348C,91,110
YLR349W,NA,NA
YLR350W,123,137
YLR351C,37,187
YLR352W,124,96
YLR353W,480,165
YLR354C,71,168
YLR355C,78,303
YLR356W,83,208
YLR357W,55,190
YLR358C,NA,NA
YLR359W,115,144
YLR360W,99,137
YLR361C,20,479
YLR361C-A,16,284
YLR362W,64,115
YLR363C,78,544
YLR363W-A,27,389
YLR364C-A,NA,NA
YLR364W,108,408
YLR365W,NA,NA
YLR366W,NA,NA
YLR367W,40,226
YLR368W,53,43
YLR369W,22,142
YLR370C,42,247
YLR371W,NA,NA
YLR372W,216,258
YLR373C,30,78
YLR374C,NA,NA
YLR375W,89,98
YLR376C,67,94
YLR377C,NA,NA
YLR378C,270,173
YLR379W,NA,NA
YLR379W-A,NA,NA
YLR380W,630,134
YLR381W,NA,NA
YLR382C,81,80
YLR383W,NA,NA
YLR384C,NA,NA
YLR385C,129,2514
YLR386W,56,159
YLR387C,96,416
YLR388W,151,140
YLR389C,27,220
YLR390W,4166,270
YLR390W-A,38,606
YLR392C,387,91
YLR393W,55,1131
YLR394W,627,92
YLR395C,634,270
YLR396C,53,221
YLR397C,121,142
YLR398C,29,204
YLR399C,49,315
YLR399W-A,NA,NA
YLR400W,NA,NA
YLR401C,44,2294
YLR402W,NA,NA
YLR403W,NA,NA
YLR404W,36,207
YLR405W,738,147
YLR406C,252,182
YLR406C-A,NA,NA
YLR407W,247,237
YLR408C,18,103
YLR409C,46,107
YLR410W,NA,NA
YLR411W,85,153
YLR412C-A,107,844
YLR412W,NA,1046
YLR413W,49,170
YLR414C,198,101
YLR415C,NA,NA
YLR416C,NA,NA
YLR417W,100,130
YLR418C,99,313
YLR419W,NA,NA
YLR420W,107,131
YLR421C,32,343
YLR422W,NA,NA
YLR423C,128,226
YLR424W,NA,NA
YLR425W,NA,NA
YLR426W,24,93
YLR427W,133,171
YLR428C,72,131
YLR429W,46,189
YLR430W,NA,NA
YLR431C,143,207
YLR432W,117,330
YLR433C,113,295
YLR434C,NA,NA
YLR435W,78,329
YLR436C,83,19
YLR437C,72,231
YLR437C-A,NA,NA
YLR438C-A,1868,105
YLR438W,49,114
YLR439W,613,138
YLR440C,226,1326
YLR441C,43,326
YLR442C,37,144
YLR443W,170,100
YLR444C,16,299
YLR445W,NA,NA
YLR446W,85,285
YLR447C,53,498
YLR448W,65,506
YLR449W,75,90
YLR450W,NA,NA
YLR451W,83,188
YLR452C,171,186
YLR453C,NA,NA
YLR454W,NA,NA
YLR455W,282,469
YLR456W,11,164
YLR457C,354,177
YLR458W,NA,NA
YLR459W,11,305
YLR460C,45,257
YLR461W,NA,NA
YLR462W,NA,NA
YLR463C,NA,NA
YLR464W,NA,NA
YLR465C,NA,NA
YLR466C-A,NA,NA
YLR466C-B,NA,NA
YLR466W,NA,NA
YLR467C-A,NA,NA
YLR467W,NA,NA
YML001W,232,129
YML002W,NA,NA
YML003W,NA,NA
YML004C,196,135
YML005W,6,83
YML006C,213,73
YML007C-A,358,161
YML007W,187,234
YML008C,274,87
YML009C,48,287
YML009C-A,NA,NA
YML009W-B,1838,299
YML010W,NA,NA
YML011C,52,167
YML012C-A,NA,NA
YML012W,1428,112
YML013W,28,237
YML014W,46,95
YML015C,62,120
YML016C,NA,NA
YML017W,NA,NA
YML018C,130,200
YML019W,47,294
YML020W,175,168
YML021C,14,195
YML022W,21,497
YML023C,54,83
YML024W,41,248
YML025C,41,145
YML026C,21,419
YML027W,70,169
YML028W,1061,104
YML029W,79,325
YML030W,84,246
YML031C-A,NA,NA
YML031W,72,72
YML032C,39,298
YML034C-A,NA,NA
YML034W,125,173
YML035C,128,238
YML036W,655,51
YML037C,NA,NA
YML038C,174,220
YML041C,74,82
YML042W,NA,NA
YML043C,161,163
YML046W,NA,NA
YML047C,NA,NA
YML047W-A,NA,NA
YML048W,44,346
YML049C,NA,NA
YML050W,17,125
YML051W,118,142
YML052W,38,163
YML053C,234,44
YML054C,NA,NA
YML054C-A,NA,NA
YML055W,190,95
YML056C,202,78
YML057C-A,NA,NA
YML057W,90,117
YML058W,21,370
YML058W-A,51,131
YML059C,NA,NA
YML060W,71,218
YML061C,152,49
YML062C,45,134
YML063W,243,64
YML064C,82,277
YML065W,93,90
YML066C,NA,NA
YML067C,10,285
YML068W,95,163
YML069W,84,73
YML070W,257,69
YML071C,127,43
YML072C,NA,NA
YML073C,36,2664
YML074C,62,144
YML075C,170,106
YML076C,NA,NA
YML077W,66,125
YML078W,30,319
YML079W,28,170
YML080W,107,145
YML081C-A,245,107
YML081W,NA,NA
YML082W,63,185
YML083C,2776,360
YML084W,NA,NA
YML085C,62,174
YML086C,171,111
YML087C,88,108
YML088W,20,162
YML089C,NA,NA
YML090W,NA,NA
YML091C,NA,NA
YML092C,132,107
YML093W,30,153
YML094C-A,NA,NA
YML094W,649,94
YML095C,29,994
YML096W,23,226
YML097C,55,86
YML098W,57,559
YML099C,42,172
YML099W-A,NA,NA
YML100W,398,114
YML100W-A,1316,241
YML101C,59,106
YML101C-A,25,1197
YML102W,269,52
YML103C,NA,NA
YML104C,53,59
YML105C,78,106
YML106W,1480,64
YML107C,12,128
YML108W,59,651
YML109W,NA,NA
YML110C,21,748
YML111W,NA,NA
YML112W,53,108
YML113W,338,143
YML114C,175,78
YML115C,70,254
YML116W,80,287
YML116W-A,2141,37
YML117W,NA,NA
YML118W,112,222
YML119W,463,59
YML120C,157,400
YML121W,134,271
YML122C,59,164
YML123C,118,145
YML124C,37,153
YML125C,36,227
YML126C,NA,NA
YML127W,79,176
YML128C,163,178
YML129C,30,329
YML130C,120,93
YML131W,93,266
YML132W,NA,NA
YML133C,NA,NA
YML133W-A,NA,NA
YML133W-B,NA,NA
YMR001C,358,206
YMR001C-A,NA,NA
YMR002W,304,242
YMR003W,42,83
YMR004W,96,147
YMR005W,70,142
YMR006C,75,104
YMR007W,17,185
YMR008C,873,338
YMR008C-A,NA,NA
YMR009W,42,1021
YMR010W,264,447
YMR011W,29,237
YMR012W,127,134
YMR013C,55,82
YMR013C-A,98,1351
YMR013W-A,804,233
YMR014W,47,122
YMR015C,168,188
YMR016C,223,142
YMR017W,NA,NA
YMR018W,NA,NA
YMR019W,NA,NA
YMR020W,127,94
YMR021C,61,284
YMR022W,547,119
YMR023C,21,55
YMR024W,8,194
YMR025W,21,85
YMR026C,180,76
YMR027W,98,125
YMR028W,47,101
YMR029C,38,263
YMR030W,184,107
YMR030W-A,NA,NA
YMR031C,NA,NA
YMR031W-A,NA,NA
YMR032W,103,153
YMR033W,42,223
YMR034C,222,106
YMR035W,68,287
YMR036C,59,137
YMR037C,NA,NA
YMR038C,37,418
YMR039C,186,197
YMR040W,414,77
YMR041C,192,120
YMR042W,126,521
YMR043W,398,329
YMR044W,69,183
YMR046W-A,285,115
YMR047C,86,79
YMR048W,24,119
YMR049C,68,177
YMR052C-A,370,16
YMR052W,19,762
YMR053C,NA,NA
YMR054W,211,117
YMR055C,43,78
YMR056C,117,128
YMR057C,NA,NA
YMR058W,43,248
YMR059W,40,813
YMR060C,39,40
YMR061W,15,165
YMR062C,15,285
YMR063W,NA,NA
YMR064W,NA,NA
YMR065W,NA,NA
YMR066W,12,67
YMR067C,36,111
YMR068W,39,93
YMR069W,NA,NA
YMR070W,196,149
YMR071C,92,80
YMR072W,76,156
YMR073C,39,509
YMR074C,295,63
YMR075C-A,NA,NA
YMR075W,68,113
YMR076C,NA,NA
YMR077C,42,234
YMR078C,6,181
YMR079W,94,329
YMR080C,86,441
YMR081C,146,249
YMR082C,NA,NA
YMR083W,604,96
YMR084W,NA,NA
YMR085W,288,44
YMR086C-A,NA,NA
YMR086W,NA,NA
YMR087W,1771,33
YMR088C,116,147
YMR089C,200,178
YMR090W,770,130
YMR091C,56,174
YMR092C,78,108
YMR093W,73,111
YMR094W,NA,NA
YMR095C,NA,NA
YMR096W,1858,239
YMR097C,52,101
YMR098C,104,73
YMR099C,22,291
YMR100W,NA,NA
YMR101C,NA,NA
YMR102C,337,118
YMR103C,1055,53
YMR104C,NA,NA
YMR105C,788,128
YMR105W-A,678,62
YMR106C,5,587
YMR107W,NA,NA
YMR108W,269,190
YMR109W,40,81
YMR110C,18,151
YMR111C,109,144
YMR112C,143,120
YMR113W,91,61
YMR114C,53,101
YMR115W,53,124
YMR116C,109,223
YMR117C,19,204
YMR118C,NA,NA
YMR119W,184,133
YMR119W-A,609,664
YMR120C,109,166
YMR121C,51,65
YMR122C,678,16
YMR122W-A,725,244
YMR123W,19,318
YMR124W,NA,NA
YMR125W,88,160
YMR126C,266,95
YMR127C,102,258
YMR128W,NA,NA
YMR129W,42,129
YMR130W,92,144
YMR131C,74,173
YMR132C,86,413
YMR133W,NA,NA
YMR134W,86,321
YMR135C,55,43
YMR135W-A,NA,NA
YMR136W,97,71
YMR137C,79,126
YMR138W,NA,463
YMR139W,939,115
YMR140W,51,840
YMR141C,25,1264
YMR141W-A,NA,NA
YMR142C,1700,97
YMR143W,128,148
YMR144W,107,295
YMR145C,222,348
YMR146C,116,98
YMR147W,NA,NA
YMR148W,883,171
YMR149W,NA,NA
YMR150C,NA,NA
YMR151W,NA,NA
YMR152W,13,168
YMR153C-A,1578,1367
YMR153W,28,796
YMR154C,20,200
YMR155W,2884,158
YMR156C,198,55
YMR157C,45,160
YMR158C-A,1562,79
YMR158W,239,82
YMR158W-B,NA,NA
YMR159C,NA,NA
YMR160W,NA,NA
YMR161W,177,379
YMR162C,NA,NA
YMR163C,144,55
YMR164C,NA,NA
YMR165C,NA,NA
YMR166C,269,245
YMR167W,NA,NA
YMR168C,NA,NA
YMR169C,258,54
YMR170C,260,137
YMR171C,221,246
YMR172C-A,NA,NA
YMR172W,NA,NA
YMR173W,84,78
YMR173W-A,NA,NA
YMR174C,317,170
YMR175W,NA,NA
YMR175W-A,NA,NA
YMR176W,NA,NA
YMR177W,163,234
YMR178W,46,259
YMR179W,NA,NA
YMR180C,24,143
YMR181C,996,287
YMR182C,136,441
YMR182W-A,1302,702
YMR183C,74,358
YMR184W,6,2358
YMR185W,NA,NA
YMR186W,138,80
YMR187C,315,221
YMR188C,111,128
YMR189W,161,99
YMR190C,170,131
YMR191W,NA,NA
YMR192W,92,164
YMR193C-A,NA,NA
YMR193W,7,500
YMR194C-A,228,108
YMR194C-B,197,268
YMR194W,522,99
YMR195W,91,543
YMR196W,16,123
YMR197C,56,220
YMR198W,285,125
YMR199W,212,134
YMR200W,140,456
YMR201C,64,271
YMR202W,70,83
YMR203W,64,356
YMR204C,44,358
YMR205C,157,328
YMR206W,NA,NA
YMR207C,NA,NA
YMR208W,79,108
YMR209C,32,189
YMR210W,58,97
YMR211W,53,138
YMR212C,141,146
YMR213W,66,59
YMR214W,29,255
YMR215W,62,222
YMR216C,177,398
YMR217W,33,231
YMR218C,NA,NA
YMR219W,NA,NA
YMR220W,76,248
YMR221C,38,144
YMR222C,56,105
YMR223W,219,441
YMR224C,49,236
YMR225C,34,237
YMR226C,931,60
YMR227C,52,111
YMR228W,43,131
YMR229C,NA,NA
YMR230W,52,300
YMR230W-A,NA,NA
YMR231W,51,187
YMR232W,NA,NA
YMR233W,56,204
YMR234W,91,162
YMR235C,41,223
YMR236W,19,452
YMR237W,107,183
YMR238W,133,130
YMR239C,92,148
YMR240C,411,51
YMR241W,212,280
YMR242C,262,103
YMR242W-A,NA,NA
YMR243C,2161,592
YMR244C-A,487,187
YMR244W,NA,NA
YMR245W,NA,NA
YMR246W,607,184
YMR247C,NA,NA
YMR247W-A,NA,NA
YMR250W,NA,NA
YMR251W,NA,NA
YMR251W-A,683,290
YMR252C,1428,181
YMR253C,50,25
YMR254C,NA,NA
YMR255W,432,275
YMR256C,37,340
YMR257C,387,201
YMR258C,66,87
YMR259C,58,73
YMR260C,24,311
YMR261C,169,144
YMR262W,39,270
YMR263W,49,169
YMR264W,45,1012
YMR265C,2,295
YMR266W,NA,NA
YMR267W,63,260
YMR268C,41,206
YMR269W,241,54
YMR270C,140,256
YMR271C,538,156
YMR272C,110,174
YMR272W-A,NA,NA
YMR272W-B,NA,NA
YMR273C,183,93
YMR274C,87,59
YMR275C,50,130
YMR276W,55,125
YMR277W,135,128
YMR278W,39,120
YMR279C,NA,NA
YMR280C,NA,NA
YMR281W,117,94
YMR282C,46,145
YMR283C,NA,NA
YMR284W,25,175
YMR285C,66,157
YMR286W,16,288
YMR287C,74,109
YMR288W,20,53
YMR289W,11,502
YMR290C,73,247
YMR290W-A,NA,NA
YMR291W,82,181
YMR292W,44,100
YMR293C,131,92
YMR294W,26,138
YMR294W-A,NA,NA
YMR295C,10,720
YMR296C,215,83
YMR297W,42,252
YMR298W,21,1235
YMR299C,23,881
YMR300C,240,116
YMR301C,80,77
YMR302C,26,146
YMR303C,49,122
YMR304C-A,NA,NA
YMR304W,NA,NA
YMR305C,244,187
YMR306C-A,NA,NA
YMR306W,NA,NA
YMR307C-A,NA,NA
YMR307W,96,206
YMR308C,146,71
YMR309C,75,310
YMR310C,36,397
YMR311C,53,287
YMR312W,23,953
YMR313C,46,184
YMR314W,88,292
YMR315W,121,132
YMR315W-A,NA,NA
YMR316C-A,NA,NA
YMR316C-B,922,140
YMR316W,341,56
YMR317W,NA,NA
YMR318C,152,297
YMR319C,118,349
YMR320W,1039,513
YMR321C,NA,NA
YMR322C,NA,NA
YMR323W,NA,NA
YMR324C,NA,NA
YMR325W,NA,NA
YMR326C,NA,NA
YNL001W,62,125
YNL002C,25,251
YNL003C,31,761
YNL004W,26,269
YNL005C,70,294
YNL006W,69,568
YNL007C,126,422
YNL008C,19,38
YNL009W,29,133
YNL010W,47,232
YNL011C,33,80
YNL012W,NA,NA
YNL013C,NA,NA
YNL014W,NA,NA
YNL015W,NA,NA
YNL016W,57,777
YNL017C,NA,NA
YNL018C,NA,NA
YNL019C,NA,NA
YNL020C,127,280
YNL021W,69,233
YNL022C,36,155
YNL023C,43,205
YNL024C,52,181
YNL024C-A,81,453
YNL025C,26,1432
YNL026W,55,111
YNL027W,104,104
YNL028W,NA,NA
YNL029C,76,68
YNL030W,883,157
YNL031C,15,433
YNL032W,139,1323
YNL033W,NA,NA
YNL034W,NA,NA
YNL035C,80,213
YNL036W,147,157
YNL037C,112,249
YNL038W,25,124
YNL039W,NA,184
YNL040W,23,388
YNL041C,NA,NA
YNL042W,764,110
YNL042W-B,NA,NA
YNL043C,135,611
YNL044W,70,232
YNL045W,41,189
YNL046W,241,164
YNL047C,37,89
YNL048W,30,116
YNL049C,4,188
YNL050C,23,150
YNL051W,NA,168
YNL052W,33,356
YNL053W,158,126
YNL054W,NA,NA
YNL055C,203,132
YNL056W,215,173
YNL057W,NA,NA
YNL058C,28,578
YNL059C,25,149
YNL061W,39,148
YNL062C,28,382
YNL063W,123,319
YNL064C,250,264
YNL065W,92,326
YNL066W,194,422
YNL067W,56,409
YNL067W-A,NA,NA
YNL067W-B,NA,NA
YNL068C,252,168
YNL069C,10,380
YNL070W,52,362
YNL071W,133,154
YNL072W,80,89
YNL073W,41,110
YNL074C,45,309
YNL075W,90,281
YNL076W,NA,NA
YNL077W,NA,NA
YNL078W,267,261
YNL079C,52,475
YNL080C,199,125
YNL081C,254,171
YNL082W,54,90
YNL083W,29,338
YNL084C,53,248
YNL085W,280,294
YNL086W,96,477
YNL087W,1235,204
YNL088W,NA,NA
YNL089C,NA,NA
YNL090W,172,428
YNL091W,140,71
YNL092W,83,96
YNL093W,NA,NA
YNL094W,265,202
YNL095C,192,293
YNL096C,98,214
YNL097C,138,130
YNL097C-B,NA,NA
YNL097W-A,74,268
YNL098C,312,116
YNL099C,23,347
YNL100W,103,115
YNL101W,212,282
YNL102W,NA,NA
YNL103W,194,76
YNL103W-A,648,301
YNL104C,186,147
YNL105W,NA,NA
YNL106C,NA,NA
YNL107W,232,173
YNL108C,68,160
YNL109W,94,375
YNL110C,48,473
YNL111C,245,305
YNL112W,40,511
YNL113W,3162,178
YNL114C,206,407
YNL115C,43,603
YNL116W,60,162
YNL117W,NA,NA
YNL118C,52,166
YNL119W,79,131
YNL120C,NA,NA
YNL121C,47,242
YNL122C,NA,NA
YNL123W,22,114
YNL124W,3,309
YNL125C,197,116
YNL126W,NA,NA
YNL127W,97,158
YNL128W,NA,NA
YNL129W,136,319
YNL130C,380,94
YNL130C-A,NA,NA
YNL131W,79,327
YNL132W,90,134
YNL133C,41,119
YNL134C,350,52
YNL135C,3,1046
YNL136W,56,183
YNL137C,105,274
YNL138W,30,197
YNL138W-A,82,242
YNL139C,NA,NA
YNL140C,1133,498
YNL141W,84,117
YNL142W,334,88
YNL143C,NA,NA
YNL144C,NA,NA
YNL144W-A,NA,NA
YNL145W,52,171
YNL146C-A,NA,NA
YNL146W,151,309
YNL147W,366,17
YNL148C,801,155
YNL149C,645,104
YNL150W,NA,NA
YNL151C,66,221
