transcript	n_reads	mean_read_length	mean_clip_total	median_clip_total	mean_clip_5p	mean_clip_3p	frac_clipped	mean_clip_frac	asymmetry
YMR173W	263	882.8	50.75	67.0	2.54	48.21	0.9886	0.0818	-45.67
YMR173W-A	297	913.5	52.72	70.0	2.38	50.34	0.9731	0.083	-47.96
YMR174C	133	458.4	44.88	25.0	2.44	42.44	0.9774	0.1089	-39.99
YMR175W	12	361.4	24.5	9.0	1.67	22.83	1.0	0.0727	-21.17
YMR175W-A	7	367.0	21.71	7.0	3.57	18.14	1.0	0.0577	-14.57
YMR176W	72	765.6	42.86	13.0	4.28	38.58	0.9861	0.0793	-34.31
YMR177W	81	825.2	55.37	73.0	3.79	51.58	1.0	0.0923	-47.79
YMR178W	264	702.6	46.9	24.0	1.44	45.46	0.9924	0.0754	-44.02
YMR179W	208	443.1	41.03	13.5	2.05	38.99	0.9904	0.1019	-36.94
YMR180C	206	451.9	55.33	73.0	3.14	52.19	1.0	0.1323	-49.06
YMR181C	104	630.8	49.64	66.0	4.56	45.09	1.0	0.0985	-40.53
YMR182C	31	617.6	41.55	9.0	1.58	39.97	1.0	0.0645	-38.39
YMR182W-A	102	400.3	45.28	21.5	3.2	42.09	1.0	0.1159	-38.89
YMR183C	398	684.1	42.32	19.0	2.22	40.11	0.9673	0.0739	-37.89
YMR184W	76	546.0	47.17	64.0	1.68	45.49	0.9737	0.0876	-43.8
YMR185W	221	682.5	44.75	20.0	1.65	43.1	0.9548	0.0829	-41.45
YMR186W	1810	1146.6	45.75	14.0	2.59	43.16	0.9807	0.0532	-40.57
YMR187C	720	523.6	38.97	12.0	4.33	34.64	0.975	0.0821	-30.31
YMR188C	196	748.8	44.57	12.0	1.54	43.03	0.9949	0.0651	-41.49
YMR189W	61	701.9	46.36	66.0	0.87	45.49	0.9836	0.1078	-44.62
YMR190C	45	668.7	63.09	16.0	20.27	42.82	0.9778	0.0961	-22.56
YMR191W	100	829.0	62.41	74.0	2.62	59.79	1.0	0.0892	-57.17
YMR192W	157	546.8	48.16	26.0	2.64	45.52	0.9936	0.1014	-42.87
YMR193C-A	1475	396.7	58.09	37.0	19.04	39.05	0.998	0.1396	-20.01
YMR193W	61	702.5	48.15	14.0	1.79	46.36	1.0	0.0711	-44.57
YMR194C-A	78	353.4	40.41	14.5	3.72	36.69	0.9872	0.1158	-32.97
YMR194C-B	1551	391.6	58.25	37.0	18.97	39.28	0.9968	0.1414	-20.31
YMR194W	1473	393.5	58.52	37.0	18.75	39.77	0.9966	0.141	-21.01
YMR195W	311	543.0	53.8	68.0	2.0	51.8	1.0	0.1012	-49.8
YMR196W	263	537.9	49.74	62.0	3.01	46.73	0.9962	0.1137	-43.72
YMR197C	155	531.1	40.88	14.0	2.17	38.72	0.9935	0.0914	-36.55
YMR198W	38	520.8	42.63	25.0	2.08	40.55	0.9737	0.1029	-38.47
YMR199W	122	667.2	51.02	67.0	3.15	47.88	0.9918	0.1018	-44.73
YMR200W	357	723.6	52.3	66.0	2.72	49.58	0.9916	0.0914	-46.86
YMR201C	218	460.3	52.12	18.0	2.16	49.97	1.0	0.1108	-47.81
YMR202W	596	584.9	46.69	56.5	2.12	44.58	0.9933	0.0928	-42.46
YMR203W	801	684.9	51.07	67.0	2.8	48.27	0.9975	0.0926	-45.47
YMR204C	461	434.8	46.36	57.0	3.78	42.58	0.9935	0.1142	-38.8
YMR205C	794	931.7	48.02	62.5	2.44	45.58	0.9899	0.0765	-43.13
YMR206W	26	487.7	50.69	50.0	5.0	45.69	1.0	0.1344	-40.69
YMR207C	48	728.0	49.98	71.5	3.62	46.35	1.0	0.1131	-42.73
YMR208W	212	812.8	49.71	66.0	2.61	47.1	0.9764	0.0794	-44.49
YMR209C	174	571.1	54.11	70.0	4.21	49.91	0.9943	0.118	-45.7
YMR210W	85	793.0	45.99	22.0	2.8	43.19	1.0	0.0734	-40.39
YMR211W	202	580.5	45.16	21.0	2.55	42.6	0.995	0.0929	-40.05
YMR212C	247	956.9	50.16	65.0	3.94	46.22	1.0	0.0777	-42.29
YMR213W	22	589.3	51.05	40.0	12.5	38.55	1.0	0.1208	-26.05
YMR214W	54	552.7	31.57	8.0	1.26	30.31	0.963	0.085	-29.06
YMR215W	142	724.2	48.08	69.0	2.16	45.92	0.9859	0.0887	-43.76
YMR216C	90	657.6	44.89	28.0	2.14	42.74	1.0	0.0933	-40.6
YMR217W	883	938.4	44.77	13.0	2.57	42.21	0.9807	0.0686	-39.64
YMR218C	598	531.6	47.52	38.5	2.4	45.12	0.995	0.108	-42.73
YMR219W	46	825.1	44.0	17.5	4.72	39.28	0.9783	0.0843	-34.57
YMR220W	269	774.6	49.3	63.0	1.75	47.55	0.9888	0.0885	-45.8
YMR221C	229	618.1	55.97	70.0	2.56	53.41	0.9956	0.1113	-50.86
YMR222C	48	551.9	54.17	73.0	2.23	51.94	1.0	0.1134	-49.71
YMR223W	147	911.9	56.44	69.0	2.52	53.92	0.9932	0.0873	-51.4
YMR224C	135	495.4	57.19	68.0	14.53	42.66	1.0	0.1293	-28.13
YMR225C	242	559.2	51.05	40.0	9.99	41.06	0.9917	0.1057	-31.07
YMR226C	389	645.8	47.8	18.0	4.81	42.99	1.0	0.0875	-38.18
YMR227C	130	838.5	114.18	95.0	1.38	112.8	1.0	0.1384	-111.42
YMR228W	395	508.8	45.09	17.0	3.4	41.69	0.9899	0.1025	-38.29
YMR229C	689	948.8	45.56	17.0	2.14	43.42	0.9956	0.0773	-41.28
YMR230W	3826	439.9	98.66	86.0	60.68	37.97	0.9971	0.2159	22.71
YMR230W-A	3867	440.5	100.91	88.0	61.74	39.17	0.9979	0.2208	22.57
YMR231W	3841	444.9	97.14	86.0	60.56	36.57	0.9951	0.2133	23.99
YMR232W	61	595.6	53.66	27.0	2.13	51.52	0.9836	0.0939	-49.39
YMR233W	145	701.0	50.38	66.0	2.38	48.0	0.9724	0.0778	-45.62
YMR234W	276	454.6	44.12	15.5	3.2	40.92	0.9855	0.1104	-37.72
YMR235C	274	518.4	40.02	14.5	2.36	37.66	0.9818	0.0928	-35.29
YMR236W	45	457.8	36.8	8.0	1.02	35.78	0.9778	0.0835	-34.76
YMR237W	254	824.0	43.07	14.5	1.74	41.33	0.9843	0.072	-39.58
YMR238W	444	728.0	81.24	73.0	18.21	63.03	0.9865	0.148	-44.82
YMR239C	255	606.1	158.93	94.0	41.27	117.66	0.9922	0.2734	-76.4
YMR240C	22	495.9	31.59	10.5	1.73	29.86	1.0	0.0856	-28.14
YMR241W	2554	572.3	51.49	29.0	8.57	42.92	0.9965	0.0955	-34.34
YMR242C	2470	527.7	50.96	30.0	8.69	42.28	0.9976	0.1019	-33.59
YMR242W-A	338	560.6	150.73	181.0	9.7	141.03	0.9911	0.2513	-131.33
YMR243C	206	920.0	49.09	61.5	3.77	45.32	0.9709	0.0727	-41.55
YMR244C-A	103	404.0	35.56	10.0	1.84	33.72	0.9903	0.0941	-31.87
YMR244W	60	462.5	41.8	25.5	3.25	38.55	0.9833	0.1045	-35.3
YMR245W	73	436.8	45.15	20.0	2.21	42.95	1.0	0.1071	-40.74
YMR246W	806	835.1	57.12	43.5	12.4	44.72	0.9926	0.0927	-32.32
YMR247C	333	573.0	48.9	60.0	2.38	46.52	0.979	0.111	-44.14
YMR247W-A	20	623.4	66.65	78.5	15.95	50.7	1.0	0.1419	-34.75
YMR250W	91	879.8	39.87	14.0	1.43	38.44	0.989	0.0657	-37.01
YMR251W	63	404.1	42.0	15.0	2.65	39.35	0.9841	0.1197	-36.7
YMR251W-A	6075	476.9	48.32	61.0	2.9	45.42	0.9929	0.0995	-42.51
YMR252C	5855	478.9	48.79	62.0	2.91	45.87	0.9939	0.0991	-42.96
YMR253C	350	300.1	51.66	66.0	4.07	47.59	0.9943	0.186	-43.53
YMR254C	78	442.6	38.6	13.5	2.78	35.82	0.9744	0.1038	-33.04
YMR255W	621	405.0	47.87	61.0	2.35	45.52	0.9919	0.1134	-43.17
YMR256C	552	401.3	50.29	68.0	1.76	48.52	0.9982	0.1235	-46.76
YMR257C	624	418.6	49.66	66.5	2.13	47.53	0.992	0.1188	-45.39
YMR258C	200	797.4	48.22	62.5	3.3	44.93	0.985	0.0818	-41.64
YMR259C	1087	559.9	42.8	14.0	1.53	41.28	0.9945	0.0836	-39.75
YMR260C	1099	530.2	44.62	15.0	1.7	42.92	0.9909	0.0894	-41.23
YMR261C	1093	619.0	44.75	17.0	1.78	42.97	0.9881	0.0836	-41.19
YMR262W	76	655.2	43.09	25.5	1.46	41.63	1.0	0.0746	-40.17
YMR263W	99	592.8	41.19	20.0	3.99	37.2	1.0	0.0725	-33.21
YMR264W	167	555.0	41.96	12.0	2.53	39.43	0.994	0.0815	-36.89
YMR265C	120	611.4	43.03	13.0	3.32	39.71	1.0	0.088	-36.38
YMR266W	263	1074.7	51.87	67.0	2.34	49.53	0.981	0.0822	-47.19
YMR267W	211	567.7	46.95	24.0	2.49	44.46	0.9953	0.1028	-41.98
YMR268C	64	631.8	39.42	14.5	2.58	36.84	1.0	0.0769	-34.27
YMR269W	57	456.4	39.77	14.0	2.12	37.65	1.0	0.0954	-35.53
YMR270C	126	724.2	44.83	18.0	4.06	40.76	0.9921	0.0755	-36.7
YMR271C	172	491.9	51.17	61.5	5.4	45.77	0.9884	0.1131	-40.37
YMR272C	251	676.9	49.0	67.0	2.21	46.79	0.988	0.0979	-44.58
YMR272W-A	30	844.1	65.3	81.0	1.3	64.0	0.9667	0.0994	-62.7
YMR272W-B	15	657.1	46.47	19.0	2.93	43.53	1.0	0.0701	-40.6
YMR273C	50	772.5	43.82	13.0	4.2	39.62	1.0	0.0697	-35.42
YMR274C	72	513.8	44.44	15.5	3.65	40.79	1.0	0.0963	-37.14
YMR275C	95	939.0	42.0	13.0	2.17	39.83	0.9579	0.0574	-37.66
YMR276W	193	954.4	56.2	76.0	2.4	53.8	0.9948	0.068	-51.4
YMR277W	91	604.8	48.46	66.0	1.55	46.91	1.0	0.1091	-45.36
YMR278W	65	986.8	49.89	71.0	1.94	47.95	0.9846	0.0827	-46.02
YMR279C	38	805.3	61.13	79.0	5.05	56.08	0.9737	0.0921	-51.03
YMR280C	50	809.9	72.46	66.5	18.04	54.42	1.0	0.1047	-36.38
YMR281W	102	599.2	48.07	39.5	1.44	46.63	0.9902	0.0923	-45.19
YMR282C	149	616.4	50.06	18.0	9.38	40.68	0.9866	0.0946	-31.31
YMR283C	66	781.8	43.62	13.0	4.08	39.55	0.9697	0.0856	-35.47
YMR284W	136	1008.1	49.6	68.5	2.32	47.28	0.9926	0.0743	-44.96
YMR285C	200	518.3	46.32	20.0	3.0	43.32	0.98	0.0997	-40.33
YMR286W	121	427.7	39.24	12.0	2.24	37.0	0.9421	0.0856	-34.76
YMR287C	158	546.1	43.42	15.0	2.34	41.08	0.981	0.0957	-38.74
YMR288W	37	1091.1	49.03	61.0	2.08	46.95	0.973	0.0605	-44.86
YMR289W	235	576.8	51.47	67.0	4.5	46.97	0.9872	0.1095	-42.48
YMR290C	312	863.6	47.95	51.5	3.4	44.55	0.9904	0.0816	-41.15
YMR290W-A	8	391.6	22.62	8.5	0.88	21.75	1.0	0.0721	-20.88
YMR291W	124	507.8	57.56	63.0	12.66	44.9	0.9839	0.1209	-32.24
YMR292W	137	445.1	55.39	52.0	12.45	42.94	0.9781	0.1233	-30.5
YMR293C	115	497.7	59.99	74.0	11.3	48.69	0.9913	0.126	-37.38
YMR294W	146	641.3	42.16	15.0	2.16	40.01	0.9795	0.0749	-37.85
YMR294W-A	186	584.4	43.98	18.5	2.91	41.08	0.9677	0.0893	-38.17
YMR295C	253	597.3	46.52	26.0	2.07	44.45	0.9802	0.0895	-42.38
YMR296C	273	1043.6	64.99	80.0	2.1	62.88	0.9963	0.084	-60.78
YMR297W	580	814.7	50.48	66.0	2.01	48.47	0.9897	0.0827	-46.46
YMR298W	373	501.9	51.59	64.0	5.12	46.47	0.992	0.1064	-41.36
YMR299C	300	516.6	45.96	36.0	1.9	44.06	0.9833	0.1008	-42.16
YMR300C	179	995.2	49.94	38.0	2.38	47.56	0.9888	0.0793	-45.18
YMR301C	123	648.2	46.2	28.0	2.44	43.76	0.9919	0.0894	-41.32
YMR302C	119	821.4	51.03	67.0	2.37	48.66	0.9832	0.0886	-46.29
YMR303C	22	481.5	32.86	11.5	0.77	32.09	1.0	0.0736	-31.32
YMR304C-A	460	661.1	58.98	72.0	8.99	49.99	0.9891	0.0992	-41.0
YMR304W	350	521.8	56.81	72.0	5.35	51.45	0.9971	0.125	-46.1
YMR305C	696	932.6	55.71	73.0	3.46	52.25	0.9899	0.0799	-48.78
YMR306C-A	16	596.4	34.19	8.5	1.62	32.56	0.9375	0.0589	-30.94
YMR306W	36	726.7	38.56	19.5	5.33	33.22	0.9444	0.0747	-27.89
YMR307C-A	903	937.0	52.22	67.0	3.24	48.98	0.99	0.0863	-45.74
YMR307W	1197	863.6	50.8	67.0	3.41	47.39	0.9908	0.087	-43.98
YMR308C	1027	629.2	52.05	67.0	4.9	47.15	0.9922	0.1165	-42.25
YMR309C	700	995.8	55.95	74.0	3.67	52.28	0.9843	0.0806	-48.62
YMR310C	97	606.0	44.89	24.0	2.22	42.67	0.9897	0.0989	-40.45
YMR311C	52	412.7	36.98	16.0	1.4	35.58	0.9808	0.1029	-34.17
YMR312W	135	525.1	44.95	49.0	1.59	43.36	0.9926	0.1002	-41.76
YMR313C	153	722.6	51.46	62.0	2.71	48.75	0.9804	0.092	-46.04
YMR314W	444	702.9	42.17	13.0	2.45	39.72	0.9842	0.0708	-37.26
YMR315W	440	668.5	46.28	62.0	3.83	42.45	0.9818	0.0876	-38.62
YMR315W-A	115	431.4	41.53	23.0	2.29	39.24	0.9739	0.1073	-36.96
YMR316C-A	350	748.6	47.75	22.0	2.8	44.95	0.9886	0.0791	-42.15
YMR316C-B	21	543.8	34.14	10.0	3.81	30.33	1.0	0.0723	-26.52
YMR316W	375	729.0	47.24	32.0	2.35	44.89	0.9947	0.08	-42.53
YMR317W	255	456.5	45.65	18.0	4.67	40.97	0.9961	0.113	-36.3
YMR318C	603	774.5	46.72	20.0	2.62	44.1	0.99	0.0802	-41.48
YMR319C	307	791.1	55.24	66.0	3.79	51.46	0.9935	0.0876	-47.67
YMR320W	22	451.5	275.77	288.5	222.95	52.82	1.0	0.5878	170.14
YNL001W	285	791.5	48.98	36.0	1.51	47.47	0.9825	0.082	-45.96
YNL002C	513	681.7	39.79	13.0	2.12	37.66	0.9942	0.0741	-35.54
YNL003C	457	493.3	40.8	13.0	2.99	37.81	0.9978	0.0986	-34.81
YNL004W	205	683.7	47.23	16.0	3.56	43.67	0.9951	0.0807	-40.12
YNL005C	514	550.7	51.1	66.0	5.65	45.45	0.9883	0.1098	-39.8
YNL006W	1032	769.2	47.0	26.5	2.55	44.45	0.9913	0.0771	-41.9
YNL007C	2213	781.5	51.01	56.0	2.35	48.66	0.9896	0.0837	-46.3
YNL008C	1300	495.5	52.19	66.5	3.66	48.53	0.9923	0.1181	-44.88
YNL009W	331	458.3	41.84	13.0	2.47	39.37	0.9909	0.1013	-36.9
YNL010W	881	736.1	45.6	17.0	1.75	43.85	0.9932	0.0675	-42.1
YNL011C	135	713.5	46.35	29.0	2.49	43.86	0.9852	0.0775	-41.37
YNL012W	93	573.4	52.01	65.0	4.48	47.53	1.0	0.0993	-43.04
YNL014W	364	430.3	44.69	24.0	1.25	43.44	0.9835	0.1031	-42.19
YNL015W	477	417.2	47.73	31.0	1.39	46.33	0.9853	0.1144	-44.94
YNL016W	572	930.1	49.37	48.0	2.42	46.95	0.9825	0.0713	-44.53
YNL018C	14	533.3	41.07	14.5	4.07	37.0	1.0	0.0935	-32.93
YNL019C	11	727.9	29.64	8.0	2.0	27.64	1.0	0.0636	-25.64
YNL020C	104	715.2	40.76	14.0	2.22	38.54	0.9904	0.0731	-36.32
YNL021W	66	947.4	65.95	73.0	3.73	62.23	1.0	0.1014	-58.5
YNL022C	62	875.9	41.53	14.0	1.52	40.02	0.9839	0.0625	-38.5
YNL023C	133	635.0	48.2	17.0	2.7	45.5	1.0	0.1	-42.8
YNL024C	406	479.3	44.15	19.0	2.12	42.03	0.9975	0.0928	-39.91
YNL024C-A	466	427.8	45.65	29.0	3.09	42.56	0.9871	0.1078	-39.47
YNL025C	285	440.1	45.98	30.0	3.18	42.8	0.9825	0.1171	-39.62
YNL026W	206	614.8	47.5	27.0	3.24	44.26	0.9903	0.094	-41.02
YNL027W	93	710.4	46.11	12.0	6.52	39.59	0.9892	0.0811	-33.08
YNL028W	10	319.8	47.3	40.0	3.3	44.0	1.0	0.1345	-40.7
YNL029C	2675	466.6	40.77	12.0	1.9	38.86	0.9948	0.0878	-36.96
YNL030W	2514	467.0	40.96	12.0	2.12	38.84	0.9952	0.0869	-36.72
YNL031C	2690	528.4	44.97	17.0	2.54	42.44	0.9933	0.0961	-39.9
YNL032W	2863	548.3	44.0	18.0	2.51	41.49	0.9972	0.0927	-38.98
YNL033W	6	583.8	53.0	49.5	2.83	50.17	1.0	0.0841	-47.33
YNL034W	9	677.7	35.11	18.0	5.78	29.33	1.0	0.0684	-23.56
YNL035C	172	602.5	48.83	19.0	4.08	44.75	0.9709	0.1077	-40.67
YNL036W	356	486.8	46.6	37.0	2.08	44.51	0.9663	0.0979	-42.43
YNL037C	308	800.4	49.87	68.0	2.57	47.3	0.9903	0.082	-44.73
YNL038W	207	552.4	44.5	29.0	3.15	41.35	0.9807	0.0939	-38.19
YNL039W	158	608.1	56.51	65.0	2.04	54.46	1.0	0.1038	-52.42
YNL040W	187	891.8	51.7	62.0	4.14	47.56	0.9947	0.0727	-43.41
YNL041C	108	890.0	61.82	72.0	6.69	55.13	0.963	0.0965	-48.44
YNL042W	78	627.6	40.56	11.0	2.14	38.42	0.9872	0.0888	-36.28
YNL042W-B	103	398.0	71.01	62.0	19.62	51.39	0.9903	0.1661	-31.77
YNL043C	251	576.4	67.89	76.0	14.93	52.96	1.0	0.1232	-38.04
YNL044W	267	597.2	69.69	77.0	14.49	55.21	1.0	0.1204	-40.72
YNL045W	251	869.7	58.91	75.0	4.53	54.38	0.988	0.095	-49.86
YNL046W	51	514.4	46.47	52.0	1.82	44.65	1.0	0.1	-42.82
YNL047C	106	604.5	46.29	16.5	3.71	42.58	0.9811	0.1013	-38.88
YNL048W	118	863.7	45.57	16.5	1.12	44.45	1.0	0.0869	-43.33
YNL049C	103	843.0	42.24	14.0	5.61	36.63	0.9903	0.0721	-31.02
YNL050C	128	491.1	42.62	14.0	5.55	37.07	1.0	0.0909	-31.52
YNL051W	331	631.1	53.56	69.0	2.58	50.98	0.994	0.0999	-48.4
YNL052W	288	572.5	55.67	71.5	2.32	53.34	0.9931	0.1119	-51.02
YNL053W	176	664.6	50.91	37.0	1.99	48.92	0.9943	0.0875	-46.93
YNL054W	59	440.5	47.76	53.0	2.0	45.76	1.0	0.1162	-43.76
YNL054W-A	93	536.1	51.59	71.0	3.82	47.77	0.9785	0.1191	-43.96
YNL054W-B	1851	1013.7	50.71	46.0	2.27	48.44	0.9833	0.0643	-46.17
YNL055C	1063	712.2	56.22	73.0	2.41	53.81	0.9934	0.0933	-51.39
YNL056W	764	609.1	62.39	75.0	10.15	52.24	0.9961	0.1153	-42.1
YNL057W	85	742.4	47.28	16.0	2.46	44.82	0.9882	0.074	-42.36
YNL058C	115	701.2	53.11	55.0	5.53	47.58	0.9826	0.091	-42.05
YNL059C	342	492.3	48.67	59.0	2.82	45.85	0.9912	0.1164	-43.04
YNL061W	430	935.7	53.21	65.0	3.33	49.88	0.9837	0.0784	-46.55
YNL062C	118	785.1	51.13	70.5	2.87	48.25	0.9831	0.0919	-45.38
YNL063W	129	572.7	39.96	12.0	2.25	37.71	0.9767	0.0913	-35.47
YNL064C	1264	841.6	48.6	30.0	2.16	46.45	0.9873	0.0743	-44.29
YNL065W	622	452.9	46.45	48.5	3.44	43.01	0.9904	0.1105	-39.57
YNL066W	366	883.9	91.25	81.0	37.05	54.2	0.9973	0.1081	-17.15
YNL067W	2188	676.8	46.59	27.0	2.87	43.72	0.9877	0.0771	-40.85
YNL067W-B	1798	686.6	48.44	32.0	2.83	45.61	0.9861	0.0779	-42.78
YNL068C	63	757.5	42.46	17.0	1.29	41.17	1.0	0.0639	-39.89
YNL069C	2595	558.9	56.23	45.0	12.72	43.51	0.9958	0.109	-30.78
YNL070W	2851	552.1	56.95	54.0	12.43	44.52	0.9968	0.1114	-32.08
YNL071W	848	572.6	54.28	72.0	2.32	51.95	0.9965	0.1259	-49.63
YNL072W	36	556.9	45.69	13.0	1.78	43.92	1.0	0.1003	-42.14
YNL073W	23	744.3	41.87	18.0	1.13	40.74	1.0	0.0972	-39.61
YNL074C	124	697.2	36.37	12.5	3.24	33.13	0.9839	0.0661	-29.89
YNL075W	195	650.7	37.77	10.0	2.51	35.27	0.9487	0.0704	-32.76
YNL076W	124	389.9	39.22	12.0	1.87	37.35	1.0	0.1069	-35.48
YNL077W	329	708.9	45.65	16.0	1.72	43.92	0.9909	0.0854	-42.2
YNL078W	63	670.1	36.56	15.0	2.25	34.3	1.0	0.0786	-32.05
YNL079C	698	573.1	44.37	16.0	2.4	41.97	1.0	0.0884	-39.57
YNL080C	549	452.9	44.3	18.0	2.15	42.15	0.9982	0.1049	-40.01
YNL081C	127	515.5	51.41	69.0	2.86	48.55	0.9921	0.1079	-45.69
YNL082W	181	552.6	50.84	63.0	4.61	46.23	0.989	0.1034	-41.62
YNL083W	58	740.1	41.28	16.0	1.55	39.72	0.9828	0.0765	-38.17
YNL084C	516	755.2	45.9	15.5	3.75	42.16	0.9922	0.0705	-38.41
YNL085W	429	840.8	44.95	20.0	2.52	42.43	0.979	0.0801	-39.9
YNL086W	140	462.3	48.21	47.5	3.56	44.64	1.0	0.1101	-41.08
YNL087W	332	845.8	47.63	20.5	3.05	44.58	0.9759	0.0727	-41.52
YNL088W	158	841.5	47.06	14.5	2.46	44.61	0.9873	0.0717	-42.15
YNL089C	96	605.3	54.47	69.5	4.14	50.33	1.0	0.102	-46.2
YNL090W	102	620.0	40.55	13.0	1.25	39.29	0.9902	0.074	-38.04
YNL091W	87	971.0	62.53	73.0	3.26	59.26	0.9885	0.09	-56.0
YNL092W	22	537.7	35.32	8.0	2.05	33.27	0.9545	0.0659	-31.23
YNL093W	32	493.3	41.81	17.0	1.81	40.0	0.9688	0.0935	-38.19
YNL094W	68	958.8	37.16	10.0	1.22	35.94	0.8824	0.0581	-34.72
YNL095C	34	674.6	54.35	70.0	3.21	51.15	1.0	0.1117	-47.94
YNL096C	3062	550.5	103.31	86.0	64.43	38.88	0.9944	0.1616	25.55
YNL097C	166	239.0	47.39	63.5	1.78	45.61	1.0	0.2112	-43.83
YNL097C-B	13	382.3	53.31	58.0	1.23	52.08	1.0	0.1367	-50.85
YNL097W-A	18	437.2	56.17	22.5	5.33	50.83	1.0	0.1322	-45.5
YNL098C	137	673.8	51.86	27.0	3.96	47.91	0.9927	0.1006	-43.95
YNL099C	278	598.3	51.7	62.0	2.73	48.97	0.9964	0.0991	-46.24
YNL100W	261	578.7	45.42	17.0	3.85	41.57	0.9885	0.091	-37.72
YNL101W	160	729.4	57.85	75.0	2.29	55.56	1.0	0.1154	-53.26
YNL102W	123	690.7	42.63	14.0	1.93	40.7	0.9919	0.0815	-38.76
YNL103W	75	758.2	50.33	51.0	2.23	48.11	1.0	0.102	-45.88
YNL103W-A	27	368.3	48.56	46.0	0.59	47.96	0.8889	0.1391	-47.37
YNL104C	550	1072.0	47.47	21.0	2.86	44.61	0.9855	0.0632	-41.75
YNL105W	218	479.0	46.73	35.5	2.9	43.83	0.9862	0.1123	-40.92
YNL106C	256	532.9	48.17	36.5	2.3	45.86	0.9961	0.0985	-43.56
YNL107W	77	639.0	41.22	13.0	1.53	39.69	0.987	0.0703	-38.16
YNL108C	89	674.1	66.09	72.0	0.87	65.22	1.0	0.1071	-64.36
YNL109W	64	602.5	46.98	15.5	1.22	45.77	0.9844	0.0847	-44.55
YNL110C	655	636.8	42.88	12.0	1.79	41.09	0.9954	0.0749	-39.3
YNL111C	657	482.6	48.54	61.0	2.81	45.73	0.9878	0.106	-42.91
YNL112W	748	712.5	168.13	81.0	28.02	140.11	0.984	0.1884	-112.09
YNL113W	145	495.9	44.46	15.0	4.94	39.52	0.9724	0.0913	-34.57
YNL114C	151	493.5	38.91	11.0	1.78	37.13	0.9934	0.0805	-35.35
YNL115C	72	586.0	40.81	12.0	2.6	38.21	1.0	0.0938	-35.61
YNL116W	83	643.1	46.14	31.0	2.65	43.49	1.0	0.1062	-40.84
YNL117W	17	527.6	51.53	70.0	2.88	48.65	1.0	0.1111	-45.76
YNL118C	187	865.3	54.95	73.0	4.86	50.09	0.984	0.0864	-45.24
YNL119W	132	734.1	54.1	73.0	1.83	52.27	1.0	0.0924	-50.43
YNL120C	9	1195.6	173.0	201.0	1.89	171.11	1.0	0.1587	-169.22
YNL121C	444	738.0	52.22	64.0	1.9	50.31	0.9887	0.0866	-48.41
YNL122C	349	478.4	50.62	69.0	2.46	48.16	1.0	0.1136	-45.7
YNL123W	311	659.2	46.62	30.0	3.15	43.48	0.9936	0.0928	-40.33
YNL124W	109	730.1	43.57	15.0	2.67	40.9	0.9725	0.0864	-38.23
YNL125C	176	816.5	51.11	70.0	1.91	49.2	0.9886	0.0939	-47.29
YNL126W	156	504.5	42.29	13.0	4.46	37.84	1.0	0.0871	-33.38
YNL127W	83	837.7	45.52	49.0	1.4	44.12	1.0	0.0884	-42.72
YNL128W	67	668.0	50.54	62.0	2.46	48.07	1.0	0.0801	-45.61
YNL129W	73	653.4	43.18	11.0	0.89	42.29	0.9863	0.0683	-41.4
YNL130C	475	692.3	60.66	73.0	8.53	52.14	0.9979	0.1041	-43.61
YNL130C-A	76	764.5	42.04	12.0	2.67	39.37	0.9737	0.06	-36.7
YNL131W	495	533.5	48.91	63.0	2.38	46.53	0.9939	0.1034	-44.15
YNL132W	342	827.7	49.76	60.0	2.05	47.71	0.9971	0.08	-45.66
YNL133C	66	489.5	53.23	75.5	1.45	51.77	1.0	0.1112	-50.32
YNL134C	1896	607.9	46.56	26.0	2.11	44.45	0.9958	0.0836	-42.34
YNL135C	1634	497.5	44.76	20.0	2.08	42.68	0.9945	0.0902	-40.59
YNL136W	1609	494.7	45.02	21.0	1.99	43.02	0.9956	0.0903	-41.03
YNL137C	229	617.6	50.36	64.0	4.36	46.0	0.9956	0.0946	-41.64
YNL138W	353	811.8	53.62	70.0	3.34	50.28	1.0	0.092	-46.94
YNL138W-A	38	406.2	40.74	13.5	4.11	36.63	1.0	0.0989	-32.53
YNL139C	206	494.6	50.07	43.0	5.99	44.08	0.9854	0.1149	-38.1
YNL140C	127	404.2	47.51	62.0	2.86	44.65	1.0	0.131	-41.8
YNL141W	316	774.8	49.73	60.0	2.24	47.49	0.9905	0.0843	-45.25
YNL142W	223	886.2	47.99	61.0	1.68	46.3	0.9865	0.0737	-44.62
YNL143C	326	428.7	45.75	26.0	2.93	42.82	0.9816	0.1075	-39.88
YNL144C	40	483.7	59.4	73.0	3.48	55.92	1.0	0.14	-52.45
YNL144W-A	13	503.7	39.31	20.0	0.62	38.69	0.9231	0.0979	-38.08
YNL145W	18	450.8	59.61	83.0	1.44	58.17	1.0	0.1517	-56.72
YNL146C-A	208	445.8	74.49	75.0	33.06	41.42	1.0	0.1593	-8.36
YNL146W	206	441.5	77.04	78.0	37.16	39.88	0.9951	0.1695	-2.73
YNL147W	197	439.5	75.28	76.0	32.27	43.01	0.9898	0.1643	-10.74
YNL148C	350	454.0	61.63	63.0	24.0	37.63	0.9943	0.1335	-13.63
YNL149C	138	464.4	35.13	11.0	1.64	33.49	1.0	0.0774	-31.86
