Gene	span_growth_nt	n_new_gene_overlaps	max_gene_overlap_nt	max_same_strand_orf_overlap_nt
YHR152W	0	0	0	0
YHR153C	0	0	0	0
YHR154W	5	0	0	0
YHR155W	239	1	74	0
YHR156C	1	2	86	0
YHR157W	691	2	86	0
YHR158C	614	2	193	0
YHR159W	1	1	193	0
YHR160C	99	0	0	0
YHR161C	0	0	0	0
YHR162W	2	0	0	0
YHR163W	13	0	0	0
YHR164C	258	0	0	0
YHR165C	850	1	686	530
YHR165W-A	0	0	0	0
YHR166C	0	1	686	530
YHR167W	2	0	0	0
YHR168W	17	0	0	0
YHR169W	345	0	0	0
YHR170W	26	1	6	0
YHR171W	119	1	6	0
YHR172W	547	1	339	0
YHR173C	0	1	339	0
YHR174W	26	0	0	0
YHR175W	0	0	0	0
YHR175W-A	12	0	0	0
YHR176W	84	0	0	0
YHR177W	848	0	0	0
YHR178W	220	0	0	0
YHR179W	11	0	0	0
YHR180C-B	0	0	0	0
YHR180W	1022	0	0	0
YHR180W-A	0	0	0	0
YHR181W	0	0	0	0
YHR182C-A	0	0	0	0
YHR182W	4	0	0	0
YHR183W	0	0	0	0
YHR184W	0	0	0	0
YHR185C	0	0	0	0
YHR186C	214	0	0	0
YHR187W	15	0	0	0
YHR188C	25	0	0	0
YHR189W	0	1	320	320
YHR190W	516	1	320	320
YHR191C	0	0	0	0
YHR192W	3	0	0	0
YHR193C	17	0	0	0
YHR193C-A	0	0	0	0
YHR194W	0	0	0	0
YHR195W	0	0	0	0
YHR196W	511	0	0	0
YHR197W	0	0	0	0
YHR198C	12	0	0	0
YHR199C	121	0	0	0
YHR199C-A	1021	0	0	0
YHR200W	4	0	0	0
YHR201C	5	0	0	0
YHR202W	4	0	0	0
YHR203C	35	0	0	0
YHR204W	146	0	0	0
YHR205W	0	0	0	0
YHR206W	577	1	105	0
YHR207C	153	1	105	0
YHR208W	0	0	0	0
YHR209W	9	0	0	0
YHR210C	566	0	0	0
YHR211W	838	0	0	0
YHR212C	1572	1	204	0
YHR212W-A	0	1	204	0
YHR213W	0	0	0	0
YHR213W-A	0	0	0	0
YHR213W-B	0	0	0	0
YHR214C-B	0	0	0	0
YHR214C-C	0	0	0	0
YHR214C-D	0	0	0	0
YHR214C-E	0	0	0	0
YHR214W	0	0	0	0
YHR214W-A	143	0	0	0
YHR215W	368	0	0	0
YHR216W	0	0	0	0
YHR217C	0	0	0	0
YHR218W	0	1	130	130
YHR218W-A	0	0	0	0
YHR219C-A	0	0	0	0
YHR219W	852	1	130	130
YIL001W	0	0	0	0
YIL002C	0	0	0	0
YIL002W-A	0	0	0	0
YIL003W	0	0	0	0
YIL004C	0	0	0	0
YIL005W	8	0	0	0
YIL006W	50	1	8	0
YIL007C	10	1	8	0
YIL008W	25	0	0	0
YIL009C-A	16	0	0	0
YIL009W	17	0	0	0
YIL010W	0	0	0	0
YIL011W	0	0	0	0
YIL012W	0	0	0	0
YIL013C	304	1	104	0
YIL014C-A	2	0	0	0
YIL014W	0	1	104	0
YIL015W	130	0	0	0
YIL016W	0	0	0	0
YIL017C	185	0	0	0
YIL018W	9	0	0	0
YIL019W	0	0	0	0
YIL020C	25	0	0	0
YIL020C-A	846	0	0	0
YIL021C-A	0	0	0	0
YIL021W	19	0	0	0
YIL022W	0	0	0	0
YIL023C	5	0	0	0
YIL024C	0	1	7	0
YIL025C	707	1	298	298
YIL026C	517	2	298	298
YIL027C	15	0	0	0
YIL028W	0	0	0	0
YIL029C	0	0	0	0
YIL029W-A	0	0	0	0
YIL030C	223	0	0	0
YIL030W-A	437	0	0	0
YIL031W	37	0	0	0
YIL032C	0	0	0	0
YIL033C	0	0	0	0
YIL034C	0	0	0	0
YIL035C	15	0	0	0
YIL036W	0	0	0	0
YIL037C	0	0	0	0
YIL038C	392	1	99	0
YIL039W	0	1	99	0
YIL040W	4	0	0	0
YIL041W	0	0	0	0
YIL042C	0	0	0	0
YIL043C	0	0	0	0
YIL044C	0	0	0	0
YIL045W	16	0	0	0
YIL046W	0	0	0	0
YIL046W-A	0	0	0	0
YIL047C	190	1	75	0
YIL047C-A	0	0	0	0
YIL048W	57	1	75	0
YIL049W	13	0	0	0
YIL050W	0	0	0	0
YIL051C	0	0	0	0
YIL052C	47	0	0	0
YIL053W	90	0	0	0
YIL054W	0	0	0	0
YIL055C	3	0	0	0
YIL056W	5	0	0	0
YIL057C	179	0	0	0
YIL058W	0	0	0	0
YIL059C	0	0	0	0
YIL060W	0	0	0	0
YIL061C	0	0	0	0
YIL062C	0	0	0	0
YIL063C	0	0	0	0
YIL064W	464	1	350	0
YIL065C	36	1	350	0
YIL066C	267	0	0	0
YIL066W-A	0	0	0	0
YIL067C	0	0	0	0
YIL068C	0	0	0	0
YIL068W-A	0	0	0	0
YIL069C	14	0	0	0
YIL070C	0	0	0	0
YIL071C	1	0	0	0
YIL071W-A	0	1	26	26
YIL072W	184	1	26	26
YIL073C	444	0	0	0
YIL074C	0	0	0	0
YIL075C	10	0	0	0
YIL076W	0	0	0	0
YIL077C	4	0	0	0
YIL078W	0	0	0	0
YIL079C	0	0	0	0
YIL082W	38	0	0	0
YIL082W-A	0	0	0	0
YIL083C	210	0	0	0
YIL084C	0	1	281	0
YIL085C	262	0	0	0
YIL086C	1542	1	281	0
YIL087C	2	0	0	0
YIL088C	0	0	0	0
YIL089W	48	0	0	0
YIL090W	0	0	0	0
YIL091C	0	0	0	0
YIL092W	3	0	0	0
YIL093C	0	0	0	0
YIL094C	27	0	0	0
YIL095W	0	0	0	0
YIL096C	78	0	0	0
YIL097W	0	0	0	0
YIL098C	0	1	83	0
YIL099W	527	3	142	142
YIL100C-A	0	2	97	35
YIL100W	0	2	142	142
YIL101C	232	2	35	35
YIL102C	0	0	0	0
YIL102C-A	2	0	0	0
YIL103W	0	0	0	0
YIL104C	0	0	0	0
YIL105C	0	0	0	0
YIL105W-A	0	0	0	0
YIL106W	0	0	0	0
YIL107C	3	0	0	0
YIL108W	0	0	0	0
YIL109C	14	0	0	0
YIL110W	4	0	0	0
YIL111W	1	0	0	0
YIL112W	166	1	143	0
YIL113W	29	1	143	0
YIL114C	104	1	102	0
YIL115C	243	1	102	0
YIL115W-A	0	0	0	0
YIL116W	96	0	0	0
YIL117C	5	0	0	0
YIL118W	0	0	0	0
YIL119C	0	0	0	0
YIL120W	509	1	306	0
YIL121W	0	1	306	0
YIL122W	1	0	0	0
YIL123W	2	0	0	0
YIL124W	5	0	0	0
YIL125W	548	0	0	0
YIL126W	5	0	0	0
YIL127C	5	0	0	0
YIL128W	187	0	0	0
YIL129C	550	0	0	0
YIL130W	273	0	0	0
YIL131C	25	0	0	0
YIL132C	23	0	0	0
YIL133C	16	0	0	0
YIL134C-A	0	0	0	0
YIL134W	0	0	0	0
YIL135C	0	0	0	0
YIL136W	0	0	0	0
YIL137C	3	0	0	0
YIL138C	0	0	0	0
YIL139C	0	0	0	0
YIL140W	97	1	12	0
YIL141W	0	0	0	0
YIL142C-A	0	0	0	0
YIL142W	0	1	12	0
YIL143C	289	1	83	0
YIL144W	282	1	83	0
YIL145C	4	0	0	0
YIL146C	117	0	0	0
YIL147C	488	1	81	0
YIL148W	2	1	81	0
YIL149C	100	0	0	0
YIL150C	0	0	0	0
YIL151C	214	0	0	0
YIL152W	0	0	0	0
YIL153W	0	0	0	0
YIL154C	0	0	0	0
YIL155C	154	1	110	0
YIL156W	244	1	110	0
YIL156W-A	0	0	0	0
YIL156W-B	0	0	0	0
YIL157C	0	0	0	0
YIL158W	0	0	0	0
YIL159W	404	0	0	0
YIL160C	151	0	0	0
YIL161W	17	0	0	0
YIL162W	3	0	0	0
YIL163C	0	0	0	0
YIL164C	926	0	0	0
YIL165C	708	0	0	0
YIL166C	973	0	0	0
YIL167W	0	0	0	0
YIL169C	36	0	0	0
YIL171W-A	0	0	0	0
YIL172C	328	0	0	0
YIL173W	523	0	0	0
YIL176C	0	0	0	0
YIL177C	482	0	0	0
YIL177W-A	0	0	0	0
YIR001C	9	0	0	0
YIR002C	199	0	0	0
YIR003W	4	0	0	0
YIR004W	0	0	0	0
YIR005W	4	1	37	0
YIR006C	141	1	37	0
YIR007W	9	0	0	0
YIR008C	20	0	0	0
YIR009W	0	0	0	0
YIR010W	5	0	0	0
YIR011C	0	0	0	0
YIR012W	0	0	0	0
YIR013C	0	0	0	0
YIR014W	0	0	0	0
YIR015W	0	0	0	0
YIR016W	250	0	0	0
YIR017C	0	1	395	0
YIR017W-A	0	1	183	183
YIR018C-A	0	0	0	0
YIR018W	610	2	395	183
YIR019C	942	0	0	0
YIR020C	0	0	0	0
YIR020C-B	0	0	0	0
YIR020W-A	0	0	0	0
YIR021W	0	0	0	0
YIR021W-A	620	0	0	0
YIR022W	38	0	0	0
YIR023C-A	5	0	0	0
YIR023W	82	0	0	0
YIR024C	0	0	0	0
YIR025W	0	0	0	0
YIR026C	1	0	0	0
YIR027C	0	0	0	0
YIR028W	0	0	0	0
YIR029W	0	0	0	0
YIR030C	3	0	0	0
YIR030W-A	0	0	0	0
YIR031C	0	0	0	0
YIR032C	35	0	0	0
YIR033W	49	0	0	0
YIR034C	27	0	0	0
YIR035C	0	0	0	0
YIR036C	0	0	0	0
YIR036W-A	0	0	0	0
YIR037W	0	0	0	0
YIR038C	2	0	0	0
YIR039C	0	0	0	0
YIR040C	0	0	0	0
YIR041W	0	0	0	0
YIR042C	0	0	0	0
YIR043C	0	0	0	0
YJL001W	1	0	0	0
YJL002C	2	0	0	0
YJL003W	0	0	0	0
YJL004C	160	1	124	0
YJL005W	301	1	124	0
YJL006C	0	0	0	0
YJL007C	0	0	0	0
YJL008C	0	0	0	0
YJL009W	0	0	0	0
YJL010C	0	0	0	0
YJL011C	0	0	0	0
YJL012C	0	0	0	0
YJL013C	124	1	103	0
YJL014W	9	1	103	0
YJL015C	0	0	0	0
YJL016W	434	0	0	0
YJL019W	0	1	306	0
YJL020C	834	2	306	0
YJL020W-A	0	0	0	0
YJL022W	0	1	104	0
YJL023C	123	0	0	0
YJL024C	3	0	0	0
YJL025W	0	0	0	0
YJL026C-A	0	0	0	0
YJL026W	5	0	0	0
YJL027C	0	0	0	0
YJL028W	0	0	0	0
YJL029C	0	1	101	0
YJL030W	126	1	101	0
YJL031C	2	0	0	0
YJL032W	0	0	0	0
YJL033W	4	0	0	0
YJL034W	14	0	0	0
YJL035C	0	0	0	0
YJL036W	0	0	0	0
YJL037W	0	0	0	0
YJL038C	0	0	0	0
YJL039C	544	1	133	0
YJL041W	18	1	133	0
YJL042W	479	0	0	0
YJL043W	0	0	0	0
YJL044C	0	0	0	0
YJL045W	198	0	0	0
YJL046W	16	0	0	0
YJL047C	181	0	0	0
YJL047C-A	0	0	0	0
YJL048C	492	0	0	0
YJL049W	7	0	0	0
YJL050W	629	1	625	410
YJL051W	0	1	625	410
YJL052C-A	0	0	0	0
YJL052W	0	0	0	0
YJL053W	49	0	0	0
YJL054W	42	0	0	0
YJL055W	13	0	0	0
YJL056C	520	0	0	0
YJL057C	28	0	0	0
YJL058C	60	0	0	0
YJL059W	8	0	0	0
YJL060W	0	0	0	0
YJL061W	0	0	0	0
YJL062W	6	0	0	0
YJL062W-A	0	0	0	0
YJL063C	3	0	0	0
YJL064W	0	0	0	0
YJL065C	3	1	1	0
YJL066C	27	1	1	0
YJL067W	0	1	351	0
YJL068C	921	1	351	0
YJL069C	5	0	0	0
YJL070C	9	0	0	0
YJL071W	73	0	0	0
YJL072C	0	0	0	0
YJL073W	15	0	0	0
YJL074C	137	0	0	0
YJL075C	0	0	0	0
YJL076W	30	0	0	0
YJL077C	0	1	68	68
YJL077W-A	286	1	877	0
YJL077W-B	0	0	0	0
YJL078C	671	2	877	68
YJL079C	494	0	0	0
YJL080C	46	0	0	0
YJL081C	0	0	0	0
YJL082W	3	0	0	0
YJL083W	0	0	0	0
YJL084C	23	1	98	0
YJL085W	152	1	98	0
YJL086C	0	0	0	0
YJL087C	0	0	0	0
YJL088W	651	1	630	289
YJL089W	451	1	630	289
YJL090C	13	0	0	0
YJL091C	0	0	0	0
YJL092W	20	0	0	0
YJL093C	117	0	0	0
YJL094C	119	0	0	0
YJL095W	279	0	0	0
YJL096W	0	0	0	0
YJL097W	155	1	1	0
YJL098W	20	1	1	0
YJL099W	419	0	0	0
YJL100W	0	0	0	0
YJL101C	2	0	0	0
YJL102W	0	0	0	0
YJL103C	3	0	0	0
YJL104W	11	0	0	0
YJL105W	0	0	0	0
YJL106W	174	0	0	0
YJL107C	1048	0	0	0
YJL108C	550	0	0	0
YJL109C	247	0	0	0
YJL110C	7	0	0	0
YJL111W	0	0	0	0
YJL112W	214	0	0	0
YJL113W	0	0	0	0
YJL114W	0	0	0	0
YJL115W	0	0	0	0
YJL116C	236	0	0	0
YJL117W	744	2	646	0
YJL118W	350	1	267	0
YJL119C	0	1	646	0
YJL120W	0	1	1	0
YJL121C	0	1	267	0
YJL122W	0	0	0	0
YJL123C	0	0	0	0
YJL124C	13	0	0	0
YJL125C	0	0	0	0
YJL126W	3	0	0	0
YJL127C	1007	0	0	0
YJL127C-B	37	0	0	0
YJL127W-A	0	0	0	0
YJL128C	0	0	0	0
YJL129C	367	0	0	0
YJL130C	578	0	0	0
YJL131C	0	0	0	0
YJL132W	196	0	0	0
YJL133C-A	4	0	0	0
YJL133W	6	0	0	0
YJL134W	6	0	0	0
YJL135W	0	0	0	0
YJL136C	60	0	0	0
YJL136W-A	0	0	0	0
YJL137C	0	0	0	0
YJL138C	0	0	0	0
YJL139C	0	0	0	0
YJL140W	0	0	0	0
YJL141C	248	0	0	0
YJL142C	0	0	0	0
YJL143W	0	0	0	0
YJL144W	0	0	0	0
YJL145W	0	0	0	0
YJL146W	14	0	0	0
YJL147C	1	0	0	0
YJL148W	8	0	0	0
YJL149W	2	0	0	0
YJL150W	0	0	0	0
YJL151C	9	0	0	0
YJL152W	0	0	0	0
YJL153C	0	0	0	0
YJL154C	156	0	0	0
YJL155C	12	0	0	0
YJL156C	12	1	1	0
YJL156W-A	0	0	0	0
YJL157C	297	1	1	0
YJL158C	1	0	0	0
YJL159W	0	0	0	0
YJL160C	179	0	0	0
YJL161W	187	0	0	0
YJL162C	75	0	0	0
YJL163C	16	0	0	0
YJL164C	0	0	0	0
YJL165C	332	0	0	0
YJL166W	0	0	0	0
YJL167W	0	0	0	0
YJL168C	0	0	0	0
YJL169W	0	0	0	0
YJL170C	6	0	0	0
YJL171C	6	0	0	0
YJL172W	0	0	0	0
YJL173C	0	0	0	0
YJL174W	0	0	0	0
YJL175W	0	0	0	0
YJL176C	7	0	0	0
YJL177W	5	0	0	0
YJL178C	3	0	0	0
YJL179W	8	0	0	0
YJL180C	3	0	0	0
YJL181W	17	0	0	0
YJL182C	0	0	0	0
YJL183W	9	0	0	0
YJL184W	0	1	151	0
YJL185C	322	1	151	0
YJL186W	10	0	0	0
YJL187C	94	0	0	0
YJL188C	33	0	0	0
YJL189W	0	0	0	0
YJL190C	0	0	0	0
YJL191W	0	0	0	0
YJL192C	0	0	0	0
YJL193W	188	0	0	0
YJL194W	3	0	0	0
YJL195C	0	0	0	0
YJL196C	0	0	0	0
YJL197C-A	0	0	0	0
YJL197W	178	1	49	0
YJL198W	17	1	49	0
YJL199C	0	0	0	0
YJL200C	0	0	0	0
YJL201W	0	0	0	0
YJL202C	0	0	0	0
YJL203W	0	0	0	0
YJL204C	99	0	0	0
YJL205C	42	1	10	0
YJL206C	185	2	10	0
YJL207C	331	2	56	0
YJL208C	0	1	56	0
YJL209W	122	0	0	0
YJL210W	0	0	0	0
YJL211C	0	0	0	0
YJL212C	50	0	0	0
YJL213W	38	0	0	0
YJL214W	640	1	167	0
YJL215C	0	0	0	0
YJL216C	901	1	167	0
YJL217W	0	0	0	0
YJL218W	7	0	0	0
YJL219W	0	0	0	0
YJL220W	0	0	0	0
YJL221C	923	0	0	0
YJL222W	1031	0	0	0
YJL222W-A	0	0	0	0
YJL222W-B	0	0	0	0
YJL223C	0	0	0	0
YJL225C	575	0	0	0
YJL225W-A	0	0	0	0
YJR001W	0	0	0	0
YJR002W	0	0	0	0
YJR003C	29	0	0	0
YJR004C	930	0	0	0
YJR005C-A	0	0	0	0
YJR005W	0	0	0	0
YJR006W	8	0	0	0
YJR007W	0	0	0	0
YJR008W	0	0	0	0
YJR009C	0	0	0	0
YJR010C-A	0	0	0	0
YJR010W	130	0	0	0
YJR011C	23	0	0	0
YJR012C	162	0	0	0
YJR013W	0	0	0	0
YJR014W	0	0	0	0
YJR015W	7	0	0	0
YJR016C	0	0	0	0
YJR017C	2	0	0	0
YJR018W	0	0	0	0
YJR019C	0	0	0	0
YJR020W	0	0	0	0
YJR021C	2	0	0	0
YJR022W	87	1	31	0
YJR023C	769	0	0	0
YJR024C	14	1	31	0
YJR025C	0	0	0	0
YJR026W	0	0	0	0
YJR027W	0	0	0	0
YJR028W	0	0	0	0
YJR029W	0	0	0	0
YJR030C	277	0	0	0
YJR031C	22	0	0	0
YJR032W	0	0	0	0
YJR033C	117	0	0	0
YJR034W	0	0	0	0
YJR035W	286	1	151	0
YJR036C	438	3	151	30
YJR037W	0	0	0	0
YJR038C	0	1	30	30
YJR039W	284	1	40	0
YJR040W	9	1	122	0
YJR041C	250	1	122	0
YJR042W	0	0	0	0
YJR043C	58	0	0	0
YJR044C	2	0	0	0
YJR045C	0	0	0	0
YJR046W	17	0	0	0
YJR047C	0	0	0	0
YJR048W	4	0	0	0
YJR049C	0	0	0	0
YJR050W	0	0	0	0
YJR051W	113	0	0	0
YJR052W	2	0	0	0
YJR053W	0	1	338	338
YJR054W	617	1	338	338
YJR055W	27	0	0	0
YJR056C	0	0	0	0
YJR057W	6	0	0	0
YJR058C	0	0	0	0
YJR059W	88	0	0	0
YJR060W	0	0	0	0
YJR061W	247	0	0	0
YJR062C	0	0	0	0
YJR063W	0	0	0	0
YJR064W	23	0	0	0
YJR065C	0	0	0	0
YJR066W	117	0	0	0
YJR067C	0	0	0	0
YJR068W	0	0	0	0
YJR069C	0	0	0	0
YJR070C	69	0	0	0
YJR071W	0	0	0	0
YJR072C	0	0	0	0
YJR073C	0	0	0	0
YJR074W	3	0	0	0
YJR075W	33	0	0	0
YJR076C	0	0	0	0
YJR077C	0	0	0	0
YJR078W	240	1	161	0
YJR079W	1383	1	103	0
YJR080C	0	1	161	0
YJR082C	0	1	103	0
YJR083C	0	0	0	0
YJR084W	0	0	0	0
YJR085C	0	0	0	0
YJR086W	46	0	0	0
YJR087W	630	1	1	0
YJR088C	0	1	676	0
YJR089W	761	2	676	0
YJR090C	420	0	0	0
YJR091C	0	0	0	0
YJR092W	355	0	0	0
YJR093C	17	0	0	0
YJR094C	1	0	0	0
YJR094W-A	0	0	0	0
YJR095W	340	1	1	0
YJR096W	92	1	1	0
YJR097W	26	1	154	0
YJR098C	209	1	154	0
YJR099W	69	0	0	0
YJR100C	3	0	0	0
YJR101W	0	0	0	0
YJR102C	17	0	0	0
YJR103W	0	0	0	0
YJR104C	0	0	0	0
YJR105W	6	0	0	0
YJR106W	0	0	0	0
YJR107C-A	177	2	269	0
YJR107W	0	1	142	0
YJR108W	774	2	269	0
YJR109C	24	1	106	0
YJR110W	2	0	0	0
YJR111C	0	0	0	0
YJR112W	0	0	0	0
YJR112W-A	0	0	0	0
YJR113C	269	0	0	0
YJR114W	0	0	0	0
YJR115W	2	0	0	0
YJR116W	0	0	0	0
YJR117W	0	0	0	0
YJR118C	13	0	0	0
YJR119C	87	0	0	0
YJR120W	642	0	0	0
YJR121W	0	0	0	0
YJR122W	0	0	0	0
YJR123W	0	0	0	0
YJR124C	0	0	0	0
YJR125C	0	0	0	0
YJR126C	241	1	10	0
YJR127C	881	2	190	0
YJR128W	0	0	0	0
YJR129C	29	1	190	0
YJR130C	0	0	0	0
YJR131W	272	0	0	0
YJR132W	112	0	0	0
YJR133W	10	0	0	0
YJR134C	0	0	0	0
YJR135C	0	0	0	0
YJR135W-A	1	0	0	0
YJR136C	12	0	0	0
YJR137C	304	0	0	0
YJR138W	152	0	0	0
YJR139C	374	2	498	261
YJR140C	277	1	498	261
YJR140W-A	0	1	50	0
YJR141W	0	0	0	0
YJR142W	0	0	0	0
YJR143C	0	0	0	0
YJR144W	0	0	0	0
YJR145C	0	0	0	0
YJR146W	0	0	0	0
YJR147W	0	0	0	0
YJR148W	780	0	0	0
YJR149W	624	1	70	0
YJR150C	0	1	70	0
YJR151C	560	0	0	0
YJR151W-A	0	0	0	0
YJR152W	144	0	0	0
YJR153W	0	0	0	0
YJR154W	0	0	0	0
YJR155W	11	0	0	0
YJR156C	161	0	0	0
YJR157W	573	0	0	0
YJR158W	0	0	0	0
YJR159W	464	0	0	0
YJR160C	975	0	0	0
YJR161C	622	0	0	0
YJR162C	0	0	0	0
YKL001C	0	0	0	0
YKL002W	0	0	0	0
YKL003C	0	0	0	0
YKL004W	0	0	0	0
YKL005C	3	0	0	0
YKL006C-A	3	0	0	0
YKL006W	12	0	0	0
YKL007W	4	0	0	0
YKL008C	0	0	0	0
YKL009W	0	0	0	0
YKL010C	159	0	0	0
YKL011C	5	0	0	0
YKL012W	22	0	0	0
YKL013C	0	0	0	0
YKL014C	420	1	99	0
YKL015W	205	1	99	0
YKL016C	0	0	0	0
YKL017C	0	0	0	0
YKL018C-A	2	0	0	0
YKL018W	0	0	0	0
YKL019W	8	0	0	0
YKL020C	86	1	987	914
YKL021C	1107	2	987	914
YKL022C	1004	2	919	807
YKL023C-A	458	0	0	0
YKL023W	1	1	85	0
YKL024C	0	0	0	0
YKL025C	0	0	0	0
YKL026C	0	0	0	0
YKL027W	5	0	0	0
YKL028W	0	0	0	0
YKL029C	7	0	0	0
YKL030W	0	0	0	0
YKL031W	0	0	0	0
YKL032C	243	0	0	0
YKL033W	533	0	0	0
YKL033W-A	0	0	0	0
YKL034W	0	0	0	0
YKL035W	5	0	0	0
YKL036C	0	1	92	0
YKL037W	74	1	3	0
YKL038W	400	2	92	0
YKL039W	0	0	0	0
YKL040C	0	0	0	0
YKL041W	14	0	0	0
YKL042W	0	0	0	0
YKL043W	5	0	0	0
YKL044W	0	0	0	0
YKL045W	0	0	0	0
YKL046C	235	0	0	0
YKL047W	0	0	0	0
YKL048C	1	0	0	0
YKL049C	1	1	1	0
YKL050C	512	2	92	0
YKL051W	417	2	224	0
YKL052C	3	1	224	0
YKL053C-A	0	0	0	0
YKL053W	0	0	0	0
YKL054C	0	0	0	0
YKL055C	0	0	0	0
YKL056C	42	0	0	0
YKL057C	0	0	0	0
YKL058W	6	0	0	0
YKL059C	0	0	0	0
YKL060C	76	0	0	0
YKL061W	196	0	0	0
YKL062W	0	0	0	0
YKL063C	21	0	0	0
YKL064W	482	0	0	0
YKL065C	5	0	0	0
YKL065W-A	0	0	0	0
YKL066W	584	0	0	0
YKL067W	0	0	0	0
YKL068W	19	0	0	0
YKL068W-A	0	0	0	0
YKL069W	0	0	0	0
YKL070W	0	0	0	0
YKL071W	0	0	0	0
YKL072W	447	0	0	0
YKL073W	0	0	0	0
YKL074C	5	0	0	0
YKL075C	285	0	0	0
YKL076C	0	0	0	0
YKL077W	0	0	0	0
YKL078W	0	0	0	0
YKL079W	6	0	0	0
YKL080W	0	0	0	0
YKL081W	8	0	0	0
YKL082C	25	0	0	0
YKL083W	968	1	567	175
YKL084W	863	0	0	0
YKL085W	0	1	567	175
YKL086W	49	0	0	0
YKL087C	0	0	0	0
YKL088W	83	0	0	0
YKL089W	3	0	0	0
YKL090W	0	0	0	0
YKL091C	7	1	1	0
YKL092C	68	1	1	0
YKL093W	45	0	0	0
YKL094W	5	0	0	0
YKL095W	0	0	0	0
YKL096C-B	0	0	0	0
YKL096W	15	0	0	0
YKL096W-A	0	0	0	0
YKL097C	0	0	0	0
YKL098W	1	0	0	0
YKL099C	0	0	0	0
YKL100C	1	0	0	0
YKL100W-A	0	0	0	0
YKL101W	403	0	0	0
YKL102C	0	0	0	0
YKL103C	0	0	0	0
YKL104C	0	0	0	0
YKL104W-A	0	0	0	0
YKL105C	408	1	102	0
YKL106C-A	0	0	0	0
YKL106W	1	1	102	0
YKL107W	64	0	0	0
YKL108W	75	0	0	0
YKL109W	64	0	0	0
YKL110C	118	0	0	0
YKL111C	6	0	0	0
YKL112W	1	0	0	0
YKL113C	0	0	0	0
YKL114C	0	0	0	0
YKL115C	1038	0	0	0
YKL116C	0	0	0	0
YKL117W	14	0	0	0
YKL118W	0	0	0	0
YKL119C	2	0	0	0
YKL120W	0	0	0	0
YKL121W	0	0	0	0
YKL122C	0	1	153	0
YKL123W	0	0	0	0
YKL124W	302	1	153	0
YKL125W	12	0	0	0
YKL126W	5	0	0	0
YKL127W	5	0	0	0
YKL128C	0	1	21	0
YKL129C	341	1	21	0
YKL130C	0	1	18	0
YKL131W	0	0	0	0
YKL132C	99	1	18	0
YKL133C	21	0	0	0
YKL134C	8	0	0	0
YKL135C	2	0	0	0
YKL136W	14	0	0	0
YKL137W	0	0	0	0
YKL138C	0	0	0	0
YKL138C-A	50	0	0	0
YKL139W	4	0	0	0
YKL140W	0	0	0	0
YKL141W	0	0	0	0
YKL142W	0	0	0	0
YKL143W	0	0	0	0
YKL144C	0	0	0	0
YKL145W	0	0	0	0
YKL145W-A	409	0	0	0
YKL146W	4	0	0	0
YKL147C	0	0	0	0
YKL148C	0	0	0	0
YKL149C	0	0	0	0
YKL150W	10	0	0	0
YKL151C	51	0	0	0
YKL152C	10	0	0	0
YKL153W	0	0	0	0
YKL154W	0	0	0	0
YKL155C	0	0	0	0
YKL156C-A	0	0	0	0
YKL156W	0	0	0	0
YKL157W	893	2	808	0
YKL159C	111	1	435	0
YKL160W	0	1	808	0
YKL161C	457	0	0	0
YKL162C	0	0	0	0
YKL162C-A	0	0	0	0
YKL163W	866	0	0	0
YKL164C	5	0	0	0
YKL165C	0	0	0	0
YKL165C-A	377	0	0	0
YKL166C	2	0	0	0
YKL167C	0	1	31	0
YKL168C	35	1	31	0
YKL169C	0	1	88	0
YKL170W	0	0	0	0
YKL171W	228	1	88	0
YKL172W	56	1	1	0
YKL173W	42	1	1	0
YKL174C	0	0	0	0
YKL175W	0	0	0	0
YKL176C	51	0	0	0
YKL177W	0	0	0	0
YKL178C	157	0	0	0
YKL179C	255	1	50	0
YKL180W	26	1	50	0
YKL181W	57	0	0	0
YKL182W	646	1	238	0
YKL183C-A	0	0	0	0
YKL183W	6	1	238	0
YKL184W	0	0	0	0
YKL185W	0	0	0	0
YKL186C	27	0	0	0
YKL187C	241	1	1	0
YKL188C	416	1	1	0
YKL189W	0	0	0	0
YKL190W	0	0	0	0
YKL191W	0	0	0	0
YKL192C	0	0	0	0
YKL193C	8	0	0	0
YKL194C	0	0	0	0
YKL195W	7	0	0	0
YKL196C	0	0	0	0
YKL197C	324	1	12	0
YKL198C	0	1	12	0
YKL201C	208	0	0	0
YKL202W	0	0	0	0
YKL203C	263	0	0	0
YKL204W	6	0	0	0
YKL205W	0	0	0	0
YKL206C	5	0	0	0
YKL207W	56	0	0	0
YKL208W	25	0	0	0
YKL209C	213	1	90	0
YKL210W	136	1	90	0
YKL211C	0	1	125	0
YKL212W	158	1	125	0
YKL213C	9	0	0	0
YKL214C	0	0	0	0
YKL215C	478	1	6	0
YKL216W	16	1	6	0
YKL217W	1089	0	0	0
YKL218C	227	0	0	0
YKL219W	186	0	0	0
YKL220C	698	0	0	0
YKL221W	0	0	0	0
YKL222C	397	0	0	0
YKL223W	0	0	0	0
YKL224C	0	0	0	0
YKL225W	0	0	0	0
YKR001C	0	0	0	0
YKR002W	0	0	0	0
YKR003W	3	0	0	0
YKR004C	1	0	0	0
YKR005C	0	0	0	0
YKR006C	5	0	0	0
YKR007W	0	0	0	0
YKR008W	7	0	0	0
