gene	chr	strand	orf_span	cds_len	depth_orf1000	depth_ourref	mean_read_len	mtif_support	drs_5	nag_5	final_5	pel_5	drs_3	nag_3	final_3	pel_3	shortfall_5	shortfall_3	shortfall_nt_5	shortfall_nt_3	verdict_5	verdict_3
YOR231W	XV	+	1527	1527	158.0	148.0	519.4	20.0	140.0	174.0	174	152.0	193.0	247.0	247	254.0	1.0	1.0	34.0	54.0	DRS too short	both too short
YOR232W	XV	+	687	687	1035.0	1232.0	719.5	482.0	105.0	62.0	105	117.0	139.0	326.0	326	135.0	0.0	1.0		187.0		both too long
YOR233W	XV	+	2403	2403	3844.0	38.0	430.4	7.0	204.0	177.0	204	178.0	65.0	66.0	66	67.0	0.0	1.0		1.0		both too short
YOR234C	XV	-	851	324	3483.0	7064.0	428.3	923.0	0.0	20.0	20	18.0	79.0	325.0	325	76.0	1.0	1.0	20.0	246.0	DRS too short	both too long
YOR235W	XV	+	315	315	179.0		332.3	0.0			0				0							
YOR236W	XV	+	636	636	213.0	74.0	404.1	27.0	21.0	5.0	21	14.0	65.0	468.0	468	66.0	0.0	1.0		403.0		DRS too short
YOR237W	XV	+	1305	1305	42.0	6.0	445.2	2.0			0	1094.0			0	54.0						
YOR238W	XV	+	912	912	53.0	92.0	604.1	23.0	43.0	28.0	43	7.0	81.0	240.0	240	72.0	0.0	1.0		159.0		both too long
YOR239W	XV	+	1888	1887	151.0	186.0	721.9	17.0	15.0	62.0	62	54.0	209.0	228.0	228	207.0	1.0	1.0	47.0	19.0	DRS too short	both too long
YOR241W	XV	+	1647	1647	294.0	328.0	833.6	17.0	183.0		183	1312.0	94.0		94	101.0						
YOR242C	XV	-	1116	1116	309.0	161.0	494.7	1.0	632.0		632	2401.0	103.0		103	97.0						
YOR243C	XV	-	2031	2031	417.0	469.0	1008.7	65.0	22.0	16.0	22	17.0	176.0	372.0	372	206.0	0.0	1.0		196.0		DRS too short
YOR244W	XV	+	1338	1338	107.0	97.0	676.0	25.0	56.0	57.0	57	58.0	98.0	174.0	174	97.0	1.0	1.0	1.0	76.0	both too short	both too long
YOR245C	XV	-	1257	1257	188.0	144.0	698.2	18.0	236.0	227.0	236	218.0	117.0	167.0	167	115.0	0.0	1.0		50.0		both too long
YOR246C	XV	-	993	993	141.0	191.0	781.1	849.0	82.0	65.0	82	63.0	89.0	162.0	162	83.0	0.0	1.0		73.0		both too long
YOR247W	XV	+	633	633	399.0	358.0	686.6	734.0	238.0		238	233.0	130.0		130	136.0						
YOR248W	XV	+	303	303	372.0	729.0	662.1	734.0		322.0	322	570.0		213.0	213	129.0						
YOR249C	XV	-	2058	2058	414.0	67.0	627.8	33.0	38.0	43.0	43	21.0	56.0	62.0	62	54.0	1.0	1.0	5.0	6.0	both too long	both too long
YOR250C	XV	-	1338	1338	67.0	50.0	629.0	17.0	29.0	43.0	43	35.0	46.0	123.0	123	36.0	1.0	1.0	14.0	77.0	DRS too short	both too long
YOR251C	XV	-	915	915	144.0	110.0	671.3	54.0	30.0	222.0	222	23.0	65.0	93.0	93	95.0	1.0	1.0	192.0	28.0	both too long	both too short
YOR252W	XV	+	537	537	192.0	232.0	544.0	298.0	20.0	31.0	31	32.0	102.0	162.0	162	73.0	1.0	1.0	11.0	60.0	both too short	both too long
YOR253W	XV	+	531	531	296.0	357.0	544.6	246.0	32.0	31.0	32	29.0	15.0	195.0	195	112.0	0.0	1.0		180.0		DRS too short
YOR254C	XV	-	1992	1992	382.0	351.0	865.2	2285.0	35.0	43.0	43	20.0	100.0	125.0	125	93.0	1.0	1.0	8.0	25.0	both too long	both too long
YOR255W	XV	+	837	837	49.0		543.6	3.0			0	280.0			0	176.0						
YOR256C	XV	-	2430	2430	195.0	157.0	938.4	4.0	130.0	171.0	171	149.0	56.0	68.0	68	47.0	1.0	1.0	41.0	12.0	DRS too short	both too long
YOR257W	XV	+	486	486	86.0	199.0	493.9	127.0	40.0	214.0	214	34.0	39.0	59.0	59	55.0	1.0	1.0	174.0	20.0	both too long	DRS too short
YOR258W	XV	+	654	654	227.0	226.0	492.6	30.0	3.0	17.0	17	8.0	267.0	1068.0	1068	89.0	1.0	1.0	14.0	801.0	DRS too short	both too long
YOR259C	XV	-	1314	1314	263.0	229.0	837.8	105.0	38.0	48.0	48	25.0	78.0	229.0	229	215.0	1.0	1.0	10.0	151.0	both too long	DRS too short
YOR260W	XV	+	1737	1737	360.0	161.0	628.9	228.0	38.0	59.0	59	44.0	124.0	217.0	217	121.0	1.0	1.0	21.0	93.0	DRS too short	both too long
YOR261C	XV	-	1017	1017	857.0	1063.0	975.7	34.0	106.0	92.0	106	93.0	79.0	221.0	221	77.0	0.0	1.0		142.0		both too long
YOR262W	XV	+	1044	1044	20.0	34.0	670.4	407.0	52.0	67.0	67	63.0	104.0	111.0	111	101.0	1.0	1.0	15.0	7.0	DRS too short	both too long
YOR263C	XV	-	408	408	23.0	12.0	558.9	1.0	998.0		998	304.0	144.0		144	389.0						
YOR264W	XV	+	1293	1293	163.0	93.0	571.7	24.0	47.0	204.0	204	53.0	144.0	175.0	175	183.0	1.0	1.0	157.0	31.0	DRS too short	both too short
YOR265W	XV	+	321	321	144.0	341.0	422.7	234.0		70.0	70	37.0		251.0	251	31.0						
YOR266W	XV	+	1272	1272	281.0	62.0	463.1	6.0	91.0	103.0	103	18.0	47.0	74.0	74	42.0	1.0	1.0	12.0	27.0	both too long	both too long
YOR267C	XV	-	2280	2280	184.0	277.0	810.6	20.0	139.0	178.0	178	400.0	198.0	179.0	198	181.0	1.0	0.0	39.0		both too short	
YOR268C	XV	-	399	399	23.0	13.0	395.7	1.0			0	1971.0			0	461.0						
YOR269W	XV	+	1485	1485	408.0	62.0	485.2	20.0	84.0	110.0	110	76.0	107.0	176.0	176	158.0	1.0	1.0	26.0	69.0	both too long	DRS too short
YOR270C	XV	-	2523	2523	758.0	998.0	878.1	228.0	33.0	181.0	181	171.0	129.0	158.0	158	127.0	1.0	1.0	148.0	29.0	DRS too short	both too long
YOR271C	XV	-	984	984	466.0	448.0	639.7	28.0	58.0	116.0	116	60.0	75.0	142.0	142	70.0	1.0	1.0	58.0	67.0	DRS too short	both too long
YOR272W	XV	+	1383	1383	362.0	272.0	565.0	919.0	61.0	54.0	61	47.0	82.0	230.0	230	79.0	0.0	1.0		148.0		both too long
YOR273C	XV	-	1980	1980	200.0	172.0	563.1	15.0	86.0	200.0	200	84.0	129.0	134.0	134	116.0	1.0	1.0	114.0	5.0	both too long	both too long
YOR274W	XV	+	1287	1287	191.0	169.0	603.0	23.0	83.0	8.0	83	0.0	159.0	282.0	282	276.0	0.0	1.0		123.0		DRS too short
YOR275C	XV	-	1986	1986	403.0	78.0	574.0	528.0	20.0	7.0	20	8.0	120.0	239.0	239	132.0	0.0	1.0		119.0		DRS too short
YOR276W	XV	+	486	486	525.0	821.0	465.1	116.0	50.0	92.0	92	25.0	93.0	153.0	153	92.0	1.0	1.0	42.0	60.0	both too long	both too long
YOR277C	XV	-	309	309	502.0	313.0	453.1	1.0	93.0		93	53.0	187.0		187	2563.0						
YOR278W	XV	+	828	828	218.0	74.0	362.6	75.0	87.0	172.0	172	21.0	81.0	167.0	167	81.0	1.0	1.0	85.0	86.0	both too long	both too long
YOR279C	XV	-	933	933	112.0	62.0	524.2	17.0	111.0	122.0	122	111.0	71.0	126.0	126	94.0	1.0	1.0	11.0	55.0	both too long	DRS too short
YOR280C	XV	-	801	801	126.0	141.0	576.1	28.0	46.0	56.0	56	12.0	70.0	122.0	122	63.0	1.0	1.0	10.0	52.0	both too long	both too long
YOR281C	XV	-	861	861	85.0	123.0	775.0	117.0	41.0	85.0	85	3.0	96.0	98.0	98	94.0	1.0	1.0	44.0	2.0	both too long	both too long
YOR282W	XV	+	321	321	190.0		672.1	0.0	635.0		635		0.0		0							
YOR283W	XV	+	693	693	141.0	400.0	650.0	62.0	97.0	165.0	165	104.0	146.0	175.0	175	143.0	1.0	1.0	68.0	29.0	DRS too short	both too long
YOR284W	XV	+	732	732	417.0	39.0	490.1	11.0	41.0	46.0	46	51.0	282.0	374.0	374	281.0	1.0	1.0	5.0	92.0	both too short	both too long
YOR285W	XV	+	420	420	468.0	996.0	497.1	1223.0	10.0	19.0	19	6.0	69.0	195.0	195	68.0	1.0	1.0	9.0	126.0	both too long	both too long
YOR286W	XV	+	450	450	443.0	323.0	477.6	802.0	33.0	35.0	35	4.0	79.0	249.0	249	84.0	1.0	1.0	2.0	170.0	both too long	DRS too short
YOR287C	XV	-	903	903	188.0	25.0	447.1	44.0	19.0	85.0	85	22.0	65.0	72.0	72	78.0	1.0	1.0	66.0	7.0	DRS too short	both too short
YOR288C	XV	-	957	957	145.0	197.0	671.4	20.0	115.0	988.0	988	33.0	85.0	90.0	90	78.0	1.0	1.0	873.0	5.0	both too long	both too long
YOR289W	XV	+	756	756	118.0	99.0	634.8	10.0	138.0	30.0	138	1.0	60.0	80.0	80	55.0	0.0	1.0		20.0		both too long
YOR290C	XV	-	5112	5112	81.0	56.0	598.1	0.0	107.0		107		74.0		74							
YOR291W	XV	+	4419	4419	87.0	101.0	751.6	1.0	148.0	140.0	148	141.0	68.0	111.0	111	112.0	0.0	1.0		43.0		both too short
YOR292C	XV	-	930	930	66.0	51.0	516.9	24.0	36.0	55.0	55	44.0	64.0	77.0	77	61.0	1.0	1.0	19.0	13.0	DRS too short	both too long
YOR293C-A	XV	-	150	150	5879.0	1452.0	473.5	3.0	13.0	70.0	70	53.0	413.0	118.0	413	83.0	1.0	0.0	57.0		DRS too short	
YOR293W	XV	+	755	318	5097.0	14659.0	473.9	24275.0	0.0	26.0	26	27.0	144.0	343.0	343	141.0	1.0	1.0	26.0	199.0	both too short	both too long
YOR294W	XV	+	612	612	5133.0	62.0	470.0	30.0	35.0	92.0	92	46.0	150.0	160.0	160	149.0	1.0	1.0	57.0	10.0	DRS too short	both too long
YOR295W	XV	+	687	687	90.0	121.0	521.9	10.0	218.0	76.0	218	77.0	233.0	230.0	233	231.0	0.0	0.0				
YOR296W	XV	+	3870	3870	106.0	56.0	524.0	1.0	119.0		119	116.0	190.0		190	183.0						
YOR297C	XV	-	579	579	48.0	76.0	557.3	1724.0	52.0	25.0	52	26.0	132.0	477.0	477	129.0	0.0	1.0		345.0		both too long
YOR298C-A	XV	-	456	456	2115.0	4274.0	568.6	231.0	106.0	43.0	106	44.0	227.0	624.0	624	231.0	0.0	1.0		397.0		DRS too short
YOR298W	XV	+	1440	1440	2210.0	32.0	565.1	1.0	0.0		0	1152.0	12.0		12	58.0						
YOR299W	XV	+	2241	2241	96.0	113.0	1070.3	47.0	95.0	139.0	139	72.0	73.0	58.0	73	59.0	1.0	0.0	44.0		both too long	
YOR300W	XV	+	309	309	57.0	73.0	524.1	5.0	978.0		978	2204.0	329.0		329	40.0						
YOR301W	XV	+	1308	1308	71.0	29.0	549.9	193.0	5.0	9.0	9	18.0	310.0	454.0	454	310.0	1.0	1.0	4.0	144.0	both too short	both too long
YOR302W	XV	+	78	78	33.0	29.0	445.5	218.0		1538.0	1538	109.0		13.0	13	1367.0						
YOR303W	XV	+	1236	1236	388.0	588.0	795.4	218.0	228.0	131.0	228	243.0	76.0	77.0	77	75.0	0.0	1.0		1.0		both too long
YOR304C-A	XV	-	231	231	75.0	105.0	445.2	168.0	70.0	35.0	70	1.0	334.0	654.0	654	342.0	0.0	1.0		320.0		DRS too short
YOR304W	XV	+	3363	3363	321.0	114.0	528.7	3.0	79.0	41.0	79	171.0	90.0	81.0	90	83.0	0.0	0.0				
YOR305W	XV	+	729	729	289.0	480.0	534.7	8.0	76.0	62.0	76	73.0	6.0	1741.0	1741	78.0	0.0	1.0		1735.0		DRS too short
YOR306C	XV	-	1566	1566	498.0	318.0	954.6	11.0	498.0	1617.0	1617	140.0	103.0	105.0	105	62.0	1.0	1.0	1119.0	2.0	both too long	both too long
YOR307C	XV	-	1362	1362	156.0	130.0	709.0	4.0	606.0	196.0	606	172.0	72.0	301.0	301	299.0	0.0	1.0		229.0		DRS too short
YOR308C	XV	-	1764	1764	111.0	16.0	461.4	6.0	17.0		17	24.0	164.0		164	271.0						
YOR309C	XV	-	381	381	97.0	187.0	392.2	157.0	730.0	1255.0	1255	1315.0	106.0	149.0	149	130.0	1.0	1.0	525.0	43.0	both too short	DRS too short
YOR310C	XV	-	1536	1536	194.0	109.0	448.6	157.0	24.0	32.0	32	33.0	263.0	115.0	263	257.0	1.0	0.0	8.0		both too short	
YOR311C	XV	-	873	873	8122.0	265.0	565.7	125.0	55.0	234.0	234	47.0	207.0	1958.0	1958	209.0	1.0	1.0	179.0	1751.0	both too long	DRS too short
YOR312C	XV	-	945	519	7877.0	15817.0	562.5	187.0	0.0	164.0	164	26.0	83.0	137.0	137	86.0	1.0	1.0	164.0	54.0	DRS too short	DRS too short
YOR313C	XV	-	1017	1017	10.0	17.0	737.6	64.0	583.0	530.0	583	496.0	192.0	221.0	221	211.0	0.0	1.0		29.0		DRS too short
YOR314W	XV	+	330	330				0.0			0				0							
YOR314W-A	XV	+	111	111	5.0		541.4	0.0			0	62.0			0	373.0						
YOR315W	XV	+	1041	1041	82.0	92.0	491.3	26.0	76.0	156.0	156	157.0	405.0	425.0	425	411.0	1.0	1.0	80.0	20.0	both too short	DRS too short
YOR316C	XV	-	1320	1320	115.0	100.0	768.3	55.0	427.0	210.0	427	151.0	65.0	141.0	141	139.0	0.0	1.0		76.0		DRS too short
YOR316C-A	XV	-	210	210	11.0	13.0	368.1	5.0		258.0	258	246.0		1200.0	1200	1629.0						
YOR317W	XV	+	2103	2103	393.0	582.0	985.9	109.0	14.0	103.0	103	29.0	239.0	248.0	248	249.0	1.0	1.0	89.0	9.0	DRS too short	both too short
YOR318C	XV	-	653	306	257.0	60.0	546.3	4.0		119.0	119	120.0		168.0	168	169.0						
YOR319W	XV	+	642	642	109.0	73.0	571.0	16.0	652.0	473.0	652	24.0	136.0	177.0	177	132.0	0.0	1.0		41.0		both too long
YOR320C	XV	-	1476	1476	197.0	237.0	979.3	94.0	112.0	119.0	119	117.0	100.0	112.0	112	93.0	1.0	1.0	7.0	12.0	DRS too short	both too long
YOR321W	XV	+	2262	2262	82.0	77.0	721.4	775.0	43.0	77.0	77	49.0	23.0	140.0	140	36.0	1.0	1.0	34.0	117.0	DRS too short	DRS too short
YOR322C	XV	-	2457	2457	189.0	83.0	498.0	5.0	210.0		210	247.0	153.0		153	79.0						
YOR323C	XV	-	1371	1371	340.0	422.0	807.3	189.0	23.0	34.0	34	19.0	85.0	476.0	476	83.0	1.0	1.0	11.0	391.0	both too long	both too long
YOR324C	XV	-	1809	1809	32.0	61.0	730.9	6.0	47.0	156.0	156	157.0	137.0	134.0	137	135.0	1.0	0.0	109.0		both too short	
YOR325W	XV	+	474	474				2.0		648.0	648	649.0		21.0	21	22.0						
YOR326W	XV	+	4725	4725	409.0	326.0	752.9	2.0	179.0		179	201.0	152.0		152	53.0						
YOR327C	XV	-	348	348	287.0	372.0	455.0	251.0		133.0	133	83.0		231.0	231	95.0						
YOR328W	XV	+	4695	4695	81.0	55.0	591.3	0.0	215.0		215		63.0		63							
YOR329C	XV	-	2619	2619	86.0	114.0	639.6	5.0	86.0		86	101.0	107.0		107	89.0						
YOR329W-A	XV	+	210	210	22.0	7.0	430.1	1.0		377.0	377	378.0		141.0	141	142.0						
YOR330C	XV	-	3765	3765	287.0	49.0	727.1	0.0	42.0		42		72.0		72							
YOR331C	XV	-	558	558	210.0	499.0	519.7	0.0	305.0		305		38.0		38							
YOR332W	XV	+	702	702	194.0	506.0	511.9	7546.0	19.0	30.0	30	31.0	25.0	120.0	120	70.0	1.0	1.0	11.0	95.0	both too short	DRS too short
YOR333C	XV	-	417	417	171.0		519.4	3.0		83.0	83	37.0		42.0	42	43.0						
YOR334W	XV	+	1413	1413	553.0	35.0	523.4	38.0	41.0	58.0	58	5.0	99.0	96.0	99	97.0	1.0	0.0	17.0		both too long	
YOR335C	XV	-	2877	2877	660.0	1428.0	1086.6	24.0	92.0	116.0	116	106.0	148.0	209.0	209	133.0	1.0	1.0	24.0	61.0	DRS too short	both too long
YOR335W-A	XV	+	81	81	433.0		718.5	0.0			0				0							
YOR336W	XV	+	4098	4098	70.0	81.0	1064.1	5.0	8.0	24.0	24	25.0	135.0	175.0	175	120.0	1.0	1.0	16.0	40.0	both too short	both too long
YOR337W	XV	+	2280	2280	80.0	79.0	773.9	4.0	29.0	74.0	74	132.0	259.0	257.0	259	279.0	1.0	0.0	45.0		both too short	
YOR338W	XV	+	1092	1092	58.0	56.0	461.5	3.0	325.0	62.0	325	63.0	217.0	260.0	260	209.0	0.0	1.0		43.0		both too long
YOR339C	XV	-	471	471	55.0	50.0	380.9	2.0	628.0	727.0	727	8.0	220.0	223.0	223	251.0	1.0	1.0	99.0	3.0	both too long	both too short
YOR340C	XV	-	981	981	72.0	65.0	662.4	41.0	68.0	17.0	68	71.0	120.0	260.0	260	96.0	0.0	1.0		140.0		both too long
YOR341W	XV	+	4995	4995	852.0	1019.0	865.5	0.0	121.0		121		286.0		286							
YOR342C	XV	-	960	960	385.0	213.0	555.6	49.0	248.0	295.0	295	113.0	193.0	193.0	193	80.0	1.0	0.0	47.0		both too long	
YOR343C	XV	-	327	327	54.0	13.0	371.2	15.0	441.0	83.0	441	170.0	190.0	649.0	649	1562.0	0.0	1.0		459.0		both too short
YOR344C	XV	-	876	876	548.0	527.0	698.5	343.0	123.0	133.0	133	132.0	152.0	486.0	486	152.0	1.0	1.0	10.0	334.0	DRS too short	both too long
YOR345C	XV	-	351	351	82.0		445.2	0.0			0				0							
YOR346W	XV	+	2958	2958	178.0	86.0	585.5	13.0	157.0	195.0	195	196.0	157.0	169.0	169	81.0	1.0	1.0	38.0	12.0	both too short	both too long
YOR347C	XV	-	1521	1521	76.0	101.0	578.3	61.0	76.0	98.0	98	16.0	61.0	1390.0	1390	56.0	1.0	1.0	22.0	1329.0	both too long	both too long
YOR348C	XV	-	1884	1884	37.0	46.0	966.6	4.0	190.0		190	15.0	165.0		165	168.0						
YOR349W	XV	+	3045	3045	64.0	45.0	541.4	2.0	63.0		63	27.0	52.0		52	43.0						
YOR350C	XV	-	1992	1992	43.0	59.0	735.3	14.0	23.0		23	33.0	56.0		56	69.0						
YOR351C	XV	-	1494	1494	5.0		424.4	0.0			0				0							
YOR352W	XV	+	1032	1032	77.0	55.0	676.6	143.0	92.0	110.0	110	75.0	72.0	69.0	72	70.0	1.0	0.0	18.0		both too long	
YOR353C	XV	-	2376	2376	132.0	93.0	645.1	0.0	23.0		23		144.0		144							
YOR354C	XV	-	2079	2079	129.0	154.0	703.4	518.0	12.0	36.0	36	25.0	119.0	130.0	130	131.0	1.0	1.0	24.0	11.0	DRS too short	both too short
YOR355W	XV	+	1569	1569	264.0	299.0	819.4	28.0	489.0	588.0	588	505.0	181.0	189.0	189	191.0	1.0	1.0	99.0	8.0	DRS too short	both too short
YOR356W	XV	+	1896	1896	272.0	95.0	595.2	30.0	65.0	94.0	94	27.0	87.0	112.0	112	114.0	1.0	1.0	29.0	25.0	both too long	both too short
YOR357C	XV	-	489	489	167.0	266.0	553.4	9.0	36.0	16.0	36	9.0	99.0	238.0	238	106.0	0.0	1.0		139.0		DRS too short
YOR358W	XV	+	729	729	29.0	39.0	488.2	15.0	183.0	188.0	188	36.0	282.0	332.0	332	294.0	1.0	1.0	5.0	50.0	both too long	DRS too short
YOR359W	XV	+	1572	1572	144.0	77.0	547.1	39.0	106.0	141.0	141	123.0	130.0	308.0	308	123.0	1.0	1.0	35.0	178.0	DRS too short	both too long
YOR360C	XV	-	1581	1581	443.0	233.0	608.1	18.0	221.0	244.0	244	232.0	121.0	124.0	124	95.0	1.0	1.0	23.0	3.0	DRS too short	both too long
YOR361C	XV	-	2292	2292	922.0	1065.0	906.0	0.0	294.0		294		88.0		88							
YOR362C	XV	-	867	867	269.0	384.0	801.1	554.0	42.0	851.0	851	39.0	138.0	135.0	138	136.0	1.0	0.0	809.0		both too long	
YOR363C	XV	-	2991	2991	62.0	52.0	576.5	3.0	56.0		56	65.0	298.0		298	341.0						
YOR364W	XV	+	369	369	7.0	5.0	376.7	1.0			0	132.0			0	1914.0						
YOR365C	XV	-	2112	2112	9.0	8.0	447.8	0.0	426.0		426		40.0		40							
YOR366W	XV	+	354	354	15.0		683.8	23.0		1776.0	1776	336.0		32.0	32	44.0						
YOR367W	XV	+	603	603	60.0	118.0	481.1	17.0	14.0	14.0	14	25.0	92.0	180.0	180	91.0	0.0	1.0		88.0		both too long
YOR368W	XV	+	1206	1206	10460.0	55.0	508.8	3.0	257.0	55.0	257	4.0	118.0	109.0	118	138.0	0.0	0.0				
YOR369C	XV	-	432	432	10085.0	24520.0	504.7	19169.0	70.0	67.0	70	68.0	102.0	597.0	597	99.0	0.0	1.0		495.0		both too long
YOR370C	XV	-	1812	1812	4252.0	181.0	571.6	178.0	335.0	1020.0	1020	340.0	165.0	178.0	178	162.0	1.0	1.0	685.0	13.0	DRS too short	both too long
YOR371C	XV	-	2694	2694	37.0	6.0	481.3	9.0		45.0	45	81.0		83.0	83	84.0						
YOR372C	XV	-	1665	1665	49.0	75.0	756.4	10.0	52.0	91.0	91	70.0	339.0	340.0	340	333.0	1.0	1.0	39.0	1.0	DRS too short	both too long
YOR373W	XV	+	2556	2556	20.0	28.0	1236.5	0.0	71.0		71		97.0		97							
YOR374W	XV	+	1560	1560	687.0	121.0	468.5	362.0	55.0	66.0	66	48.0	134.0	143.0	143	142.0	1.0	1.0	11.0	9.0	both too long	DRS too short
YOR375C	XV	-	1365	1365	1319.0	1882.0	878.6	2057.0	65.0	179.0	179	68.0	100.0	139.0	139	98.0	1.0	1.0	114.0	39.0	DRS too short	both too long
YOR376W	XV	+	369	369	15.0	6.0	487.0	0.0			0				0							
YOR376W-A	XV	+	156	156	37.0	37.0	641.5	4.0		489.0	489	490.0		1054.0	1054	768.0						
YOR377W	XV	+	1578	1578	166.0	162.0	697.0	5.0	970.0	50.0	970	51.0	230.0	338.0	338	221.0	0.0	1.0		108.0		both too long
YOR378W	XV	+	1548	1548	13.0	16.0	902.5	4.0	628.0	121.0	628	122.0	6.0	68.0	68	69.0	0.0	1.0		62.0		both too short
YOR379C	XV	-	339	339	7.0		354.4	1.0			0	22.0			0	2702.0						
YOR380W	XV	+	1641	1641	47.0	49.0	507.6	28.0	196.0	212.0	212	208.0	51.0	83.0	83	54.0	1.0	1.0	16.0	32.0	DRS too short	DRS too short
YOR381W	XV	+	2136	2136	51.0	47.0	772.6	5.0	511.0	466.0	511	311.0	71.0	115.0	115	108.0	0.0	1.0		44.0		DRS too short
YOR381W-A	XV	+	168	168	32.0	7.0	384.4	3.0		392.0	392	393.0		799.0	799	800.0						
YOR382W	XV	+	462	462	70.0	75.0	385.2	863.0	15.0	316.0	316	17.0	98.0	97.0	98	94.0	1.0	0.0	301.0		DRS too short	
YOR383C	XV	-	615	615	58.0	72.0	669.0	1046.0	247.0	1033.0	1033	47.0	155.0	199.0	199	200.0	1.0	1.0	786.0	44.0	both too long	both too short
YOR384W	XV	+	2085	2085	10.0		888.1	11.0	378.0		378	38.0	122.0		122	1033.0						
YOR385W	XV	+	873	873	503.0	539.0	681.8	53.0	256.0	7.0	256	8.0	282.0	543.0	543	283.0	0.0	1.0		261.0		DRS too short
YOR386W	XV	+	1698	1698	139.0	79.0	769.3	5.0	54.0		54	14.0	221.0		221	225.0						
YOR387C	XV	-	621	621	21.0	8.0	574.7	1.0	435.0		435	673.0	34.0		34	87.0						
YOR388C	XV	-	1131	1131		11.0		0.0	155.0		155		143.0		143							
YOR389W	XV	+	1875	1875	33.0	42.0	745.4	2.0	55.0		55	39.0	218.0		218	379.0						
YOR390W	XV	+	1128	1128	33.0	35.0	602.3	2.0	79.0	71.0	79	66.0	39.0	271.0	271	304.0	0.0	1.0		232.0		both too short
YOR391C	XV	-	714	714	10.0		306.8	0.0			0				0							
YOR392W	XV	+	444	444				0.0			0				0							
YOR393W	XV	+	1314	1314				0.0	26.0		26		12.0		12							
YOR394C-A	XV	-	168	168		5.0		0.0	917.0		917		5.0		5							
YOR394W	XV	+	495	495				0.0			0				0							
YOR396C-A	XV	-	483	483	18.0	32.0	510.9	0.0	641.0		641		643.0		643							
YOR396W	XV	+	5391	5391	38.0	72.0	657.2	0.0	852.0		852		641.0		641							
YPL001W	XVI	+	1125	1125	121.0	127.0	802.6	10.0	17.0	55.0	55	29.0	57.0	53.0	57	54.0	1.0	0.0	38.0		DRS too short	
YPL002C	XVI	-	702	702	68.0	97.0	602.7	12.0	50.0	64.0	64	19.0	301.0	367.0	367	363.0	1.0	1.0	14.0	66.0	both too long	DRS too short
YPL003W	XVI	+	1389	1389	93.0	65.0	754.9	16.0	31.0	11.0	31	12.0	17.0	101.0	101	17.0	0.0	1.0		84.0		both too long
YPL004C	XVI	-	1026	1026	431.0	606.0	795.4	341.0	54.0	48.0	54	25.0	178.0	323.0	323	192.0	0.0	1.0		145.0		DRS too short
YPL005W	XVI	+	1821	1821	313.0	103.0	512.2	10.0	22.0	8.0	22	23.0	116.0	105.0	116	106.0	0.0	0.0				
YPL006W	XVI	+	3513	3513	134.0	155.0	795.1	23.0	35.0	35.0	35	48.0	65.0	220.0	220	68.0	0.0	1.0		155.0		DRS too short
YPL007C	XVI	-	1767	1767	91.0	58.0	726.9	19.0	35.0	43.0	43	38.0	101.0	118.0	118	98.0	1.0	1.0	8.0	17.0	DRS too short	both too long
YPL008W	XVI	+	2586	2586	63.0	81.0	878.6	4.0	234.0	235.0	235	228.0	72.0	77.0	77	71.0	1.0	1.0	1.0	5.0	both too long	both too long
YPL009C	XVI	-	3117	3117	485.0	118.0	617.4	4.0	19.0	18.0	19	19.0	210.0	216.0	216	187.0	0.0	1.0		6.0		both too long
YPL010W	XVI	+	570	570	445.0	919.0	599.1	383.0	53.0	85.0	85	65.0	128.0	224.0	224	125.0	1.0	1.0	32.0	96.0	DRS too short	both too long
YPL011C	XVI	-	1062	1062	243.0	66.0	589.8	18.0	47.0	56.0	56	56.0	124.0	253.0	253	114.0	1.0	1.0	9.0	129.0	both too short	both too long
YPL012W	XVI	+	3687	3687	228.0	203.0	526.7	1.0	120.0	119.0	120	120.0	129.0	123.0	129	124.0	0.0	0.0				
YPL013C	XVI	-	366	366	107.0	263.0	453.6	3581.0	43.0	51.0	51	27.0	10.0	328.0	328	9.0	1.0	1.0	8.0	318.0	both too long	both too long
YPL014W	XVI	+	1146	1146	141.0	76.0	611.8	53.0	91.0	115.0	115	34.0	202.0	255.0	255	256.0	1.0	1.0	24.0	53.0	both too long	both too short
YPL015C	XVI	-	1074	1074	84.0	93.0	803.7	195.0	44.0	606.0	606	56.0	239.0	308.0	308	323.0	1.0	1.0	562.0	69.0	DRS too short	both too short
YPL016W	XVI	+	3945	3945	59.0	71.0	611.5	0.0	366.0		366		118.0		118							
YPL017C	XVI	-	1500	1500	47.0	17.0	736.7	2.0	6.0		6	20.0	668.0		668	555.0						
YPL018W	XVI	+	1110	1110	20.0	39.0	616.8	14.0	103.0	12.0	103	13.0	982.0	1161.0	1161	1162.0	0.0	1.0		179.0		both too short
YPL019C	XVI	-	2508	2508	889.0	1411.0	796.2	231.0	132.0	246.0	246	135.0	81.0	124.0	124	82.0	1.0	1.0	114.0	43.0	DRS too short	DRS too short
YPL020C	XVI	-	1866	1866	691.0	192.0	513.7	7.0	118.0	129.0	129	130.0	93.0	96.0	96	62.0	1.0	1.0	11.0	3.0	both too short	both too long
YPL021W	XVI	+	564	564	41.0		344.9	0.0			0	93.0			0	37.0						
YPL022W	XVI	+	3303	3303	106.0	107.0	834.2	14.0	72.0	91.0	91	92.0	213.0	531.0	531	211.0	1.0	1.0	19.0	318.0	both too short	both too long
