gene	unagi_five	unagi_three
YJR005W	57.0	70.0
YJR006W	24.0	72.0
YJR007W	122.0	155.0
YJR008W	111.0	95.0
YJR009C	48.0	134.0
YJR010C-A	30.0	223.0
YJR010W		147.0
YJR011C	47.0	92.0
YJR012C		123.0
YJR013W	89.0	143.0
YJR014W	52.0	209.0
YJR015W	54.0	140.0
YJR016C	19.0	172.0
YJR017C	22.0	242.0
YJR019C	29.0	76.0
YJR021C	44.0	99.0
YJR022W	42.0	120.0
YJR024C	23.0	102.0
YJR025C	154.0	83.0
YJR026W		2425.0
YJR027W		305.0
YJR028W		2425.0
YJR029W		317.0
YJR030C	59.0	148.0
YJR031C	88.0	289.0
YJR032W	58.0	124.0
YJR033C	19.0	58.0
YJR034W	41.0	167.0
YJR035W	147.0	154.0
YJR036C	339.0	124.0
YJR039W	236.0	44.0
YJR040W	46.0	94.0
YJR041C	97.0	169.0
YJR042W	32.0	124.0
YJR043C	63.0	129.0
YJR044C	94.0	178.0
YJR045C	139.0	220.0
YJR046W	70.0	62.0
YJR047C	38.0	109.0
YJR048W	70.0	177.0
YJR049C	18.0	112.0
YJR050W	59.0	289.0
YJR051W	13.0	90.0
YJR052W	96.0	72.0
YJR053W	63.0	1880.0
YJR054W	1642.0	99.0
YJR055W	59.0	407.0
YJR056C	200.0	151.0
YJR057W	885.0	79.0
YJR058C	81.0	48.0
YJR059W	75.0	211.0
YJR060W	125.0	613.0
YJR061W	273.0	166.0
YJR062C	23.0	1586.0
YJR063W	58.0	159.0
YJR064W	67.0	48.0
YJR065C	34.0	177.0
YJR066W	54.0	116.0
YJR067C	6.0	942.0
YJR068W	260.0	64.0
YJR069C	51.0	150.0
YJR070C	93.0	133.0
YJR072C	35.0	73.0
YJR073C	41.0	100.0
YJR074W		248.0
YJR075W	793.0	93.0
YJR076C	59.0	154.0
YJR077C	56.0	258.0
YJR078W		223.0
YJR079W	1328.0	
YJR080C	38.0	128.0
YJR082C	140.0	208.0
YJR083C	19.0	110.0
YJR084W	43.0	143.0
YJR085C	51.0	97.0
YJR086W	40.0	1001.0
YJR088C	47.0	269.0
YJR089W	136.0	79.0
YJR090C	305.0	171.0
YJR091C	27.0	280.0
YJR092W	53.0	125.0
YJR093C	95.0	107.0
YJR094C	235.0	172.0
YJR094W-A	374.0	150.0
YJR095W	153.0	199.0
YJR096W	30.0	88.0
YJR097W	84.0	154.0
YJR098C	105.0	235.0
YJR099W	117.0	1077.0
YJR100C	60.0	74.0
YJR101W	108.0	158.0
YJR102C	271.0	125.0
YJR103W	188.0	76.0
YJR104C	57.0	85.0
YJR105W	32.0	45.0
YJR106W	143.0	1438.0
YJR107W	2552.0	154.0
YJR108W	383.0	1018.0
YJR109C	87.0	98.0
YJR110W	126.0	201.0
YJR111C	127.0	161.0
YJR112W	56.0	78.0
YJR112W-A	20.0	107.0
YJR113C	52.0	73.0
YJR115W	667.0	352.0
YJR116W	184.0	169.0
YJR117W	45.0	117.0
YJR118C	58.0	98.0
YJR119C	71.0	66.0
YJR120W		1982.0
YJR121W	236.0	316.0
YJR122W	78.0	101.0
YJR123W	36.0	129.0
YJR124C	39.0	226.0
YJR125C	60.0	92.0
YJR126C		73.0
YJR127C	1136.0	82.0
YJR128W	943.0	371.0
YJR129C	61.0	5154.0
YJR130C	62.0	150.0
YJR131W	320.0	196.0
YJR132W	1930.0	171.0
YJR133W	107.0	111.0
YJR134C	987.0	115.0
YJR135C	61.0	227.0
YJR135W-A	20.0	102.0
YJR136C	22.0	94.0
YJR137C	208.0	152.0
YJR138W	40.0	149.0
YJR139C	112.0	79.0
YJR140C	87.0	226.0
YJR141W	32.0	1304.0
YJR142W	21.0	111.0
YJR143C	87.0	130.0
YJR144W	47.0	241.0
YJR145C	33.0	90.0
YJR146W	170.0	1399.0
YJR147W	481.0	435.0
YJR148W	113.0	67.0
YJR149W	1484.0	399.0
YJR151C	1850.0	93.0
YJR152W	1401.0	98.0
YJR153W	888.0	
YJR154W	212.0	1526.0
YJR155W	1833.0	252.0
YJR156C		148.0
YJR159W		137.0
YJR160C		547.0
YJR161C	15.0	629.0
YKL001C	151.0	116.0
YKL002W	438.0	75.0
YKL003C	41.0	102.0
YKL004W	677.0	142.0
YKL005C	109.0	201.0
YKL006C-A	42.0	119.0
YKL006W	90.0	101.0
YKL007W	529.0	141.0
YKL008C	183.0	311.0
YKL009W	68.0	111.0
YKL010C	115.0	65.0
YKL011C	137.0	229.0
YKL012W	113.0	96.0
YKL013C	48.0	184.0
YKL014C	17.0	109.0
YKL015W	116.0	117.0
YKL016C	96.0	139.0
YKL017C	8.0	105.0
YKL018C-A	53.0	89.0
YKL018W	63.0	129.0
YKL019W	296.0	79.0
YKL020C	76.0	88.0
YKL021C	2696.0	130.0
YKL022C	1370.0	87.0
YKL023C-A	41.0	721.0
YKL023W	27.0	153.0
YKL024C	225.0	102.0
YKL025C	58.0	56.0
YKL026C	127.0	199.0
YKL027W	135.0	197.0
YKL028W	27.0	310.0
YKL029C	184.0	38.0
YKL032C	101.0	159.0
YKL033W	6.0	57.0
YKL033W-A	76.0	71.0
YKL034W	110.0	136.0
YKL035W	104.0	167.0
YKL038W	830.0	175.0
YKL039W	180.0	252.0
YKL040C	58.0	260.0
YKL041W	122.0	1064.0
YKL042W	135.0	208.0
YKL043W	302.0	170.0
YKL044W		1398.0
YKL045W	283.0	119.0
YKL046C	233.0	217.0
YKL047W	7.0	206.0
YKL048C	135.0	186.0
YKL049C	37.0	122.0
YKL050C	74.0	197.0
YKL051W	475.0	403.0
YKL052C	328.0	74.0
YKL053C-A	86.0	116.0
YKL054C	149.0	212.0
YKL055C	40.0	1120.0
YKL056C	66.0	211.0
YKL057C	55.0	53.0
YKL058W	37.0	242.0
YKL059C	70.0	91.0
YKL060C	54.0	91.0
YKL061W	17.0	271.0
YKL062W	187.0	1263.0
YKL063C	620.0	331.0
YKL064W	213.0	337.0
YKL065C	72.0	140.0
YKL065W-A	63.0	177.0
YKL067W	141.0	202.0
YKL068W	120.0	120.0
YKL068W-A	164.0	257.0
YKL069W	8.0	97.0
YKL071W	226.0	83.0
YKL072W	205.0	
YKL073W	70.0	89.0
YKL074C	24.0	109.0
YKL075C	118.0	240.0
YKL077W	52.0	201.0
YKL078W		102.0
YKL079W	109.0	75.0
YKL080W	95.0	47.0
YKL081W	76.0	84.0
YKL082C	65.0	143.0
YKL084W	1477.0	162.0
YKL085W	355.0	361.0
YKL086W	116.0	74.0
YKL087C	88.0	107.0
YKL088W	66.0	235.0
YKL089W	22.0	119.0
YKL090W	15.0	63.0
YKL091C	43.0	99.0
YKL092C	96.0	135.0
YKL093W	90.0	294.0
YKL094W	23.0	93.0
YKL095W	184.0	1270.0
YKL096C-B	763.0	1020.0
YKL096W	47.0	108.0
YKL096W-A	54.0	173.0
YKL097C	1072.0	450.0
YKL098W	55.0	359.0
YKL099C	94.0	135.0
YKL100C	31.0	246.0
YKL101W	340.0	83.0
YKL102C	290.0	307.0
YKL103C	97.0	180.0
YKL104C	202.0	251.0
YKL105C	199.0	203.0
YKL106C-A	84.0	1053.0
YKL106W	250.0	124.0
YKL107W	1822.0	342.0
YKL108W	107.0	1625.0
YKL109W	367.0	362.0
YKL110C	628.0	138.0
YKL112W	173.0	137.0
YKL113C	39.0	148.0
YKL114C	46.0	98.0
YKL116C	188.0	246.0
YKL117W	56.0	151.0
YKL119C	54.0	156.0
YKL120W	152.0	139.0
YKL121W	246.0	138.0
YKL122C	34.0	98.0
YKL124W	154.0	184.0
YKL125W	146.0	158.0
YKL126W	208.0	77.0
YKL127W	40.0	145.0
YKL128C	39.0	88.0
YKL129C	24.0	115.0
YKL130C	50.0	172.0
YKL132C	123.0	251.0
YKL133C	13.0	50.0
YKL134C	65.0	264.0
YKL135C	130.0	78.0
YKL137W	66.0	199.0
YKL138C	102.0	75.0
YKL138C-A	52.0	322.0
YKL139W	207.0	74.0
YKL140W	310.0	218.0
YKL141W	47.0	142.0
YKL142W	105.0	143.0
YKL143W	73.0	85.0
YKL144C	64.0	158.0
YKL145W	78.0	65.0
YKL146W	124.0	87.0
YKL148C	177.0	231.0
YKL149C	24.0	137.0
YKL150W	27.0	126.0
YKL151C	289.0	124.0
YKL152C	31.0	144.0
YKL154W	99.0	85.0
YKL155C	58.0	59.0
YKL156W	26.0	209.0
YKL157W	410.0	148.0
YKL159C	2.0	387.0
YKL160W	33.0	78.0
YKL161C	275.0	298.0
YKL162C	33.0	462.0
YKL163W	464.0	354.0
YKL164C	84.0	263.0
YKL165C	42.0	684.0
YKL166C	187.0	218.0
YKL167C	20.0	152.0
YKL168C	18.0	194.0
YKL170W	113.0	140.0
YKL171W	138.0	150.0
YKL172W	34.0	180.0
YKL173W	42.0	168.0
YKL174C	90.0	1632.0
YKL175W	119.0	94.0
YKL176C	346.0	178.0
YKL178C	250.0	285.0
YKL179C	59.0	319.0
YKL180W	56.0	113.0
YKL181W	176.0	178.0
YKL182W	569.0	89.0
YKL183C-A		1847.0
YKL183W	624.0	702.0
YKL184W	254.0	286.0
YKL185W	366.0	120.0
YKL186C	259.0	102.0
YKL187C	51.0	172.0
YKL188C	110.0	85.0
YKL189W	346.0	284.0
YKL190W	76.0	170.0
YKL191W	55.0	95.0
YKL192C	43.0	141.0
YKL193C	42.0	107.0
YKL194C	83.0	219.0
YKL195W	34.0	130.0
YKL196C	76.0	193.0
YKL197C	129.0	419.0
YKL198C	174.0	131.0
YKL201C	39.0	228.0
YKL203C	196.0	81.0
YKL204W	41.0	182.0
YKL205W	43.0	165.0
YKL206C	62.0	21.0
YKL207W	39.0	54.0
YKL208W	9.0	126.0
YKL209C	313.0	172.0
YKL210W	66.0	97.0
YKL211C	74.0	209.0
YKL212W	268.0	267.0
YKL213C	56.0	79.0
YKL214C	74.0	127.0
YKL215C	104.0	272.0
YKL216W	67.0	309.0
YKL217W	1006.0	140.0
YKL218C	152.0	421.0
YKL219W		151.0
YKL221W	387.0	409.0
YKL222C	203.0	286.0
YKR001C	68.0	140.0
YKR002W	257.0	58.0
YKR003W	108.0	408.0
YKR004C	40.0	622.0
YKR005C	1061.0	224.0
YKR006C	11.0	95.0
YKR007W	84.0	72.0
YKR008W	47.0	240.0
YKR009C	86.0	159.0
YKR010C	127.0	189.0
YKR011C	111.0	118.0
YKR013W	50.0	312.0
YKR014C	152.0	225.0
YKR015C		325.0
YKR016W	65.0	238.0
YKR017C	79.0	153.0
YKR018C	37.0	160.0
YKR019C	111.0	167.0
YKR020W	17.0	258.0
YKR021W	89.0	192.0
YKR022C	66.0	129.0
YKR023W	55.0	111.0
YKR024C	72.0	138.0
YKR025W	60.0	108.0
YKR026C	113.0	215.0
YKR027W	258.0	83.0
YKR028W	383.0	173.0
YKR029C	21.0	133.0
YKR030W	222.0	139.0
YKR031C	95.0	236.0
YKR032W		53.0
YKR034W	74.0	82.0
YKR035W-A	64.0	126.0
YKR036C	24.0	117.0
YKR037C	39.0	173.0
YKR038C	18.0	160.0
YKR039W	227.0	110.0
YKR041W	6.0	1906.0
YKR042W	222.0	236.0
YKR043C	36.0	143.0
YKR044W	136.0	53.0
YKR045C	28.0	1540.0
YKR046C	35.0	187.0
YKR048C	34.0	134.0
YKR049C	27.0	100.0
YKR050W	979.0	132.0
YKR051W	351.0	78.0
YKR052C	71.0	387.0
YKR053C	1073.0	190.0
YKR054C	78.0	574.0
YKR055W	67.0	377.0
YKR056W	1285.0	80.0
YKR057W	63.0	196.0
YKR058W	273.0	113.0
YKR059W	100.0	109.0
YKR060W	71.0	167.0
YKR061W	98.0	332.0
YKR062W	61.0	1133.0
YKR063C	20.0	117.0
YKR064W	44.0	160.0
YKR065C	29.0	114.0
YKR066C	47.0	112.0
YKR067W	126.0	165.0
YKR068C	56.0	156.0
YKR069W	180.0	36.0
YKR070W	4.0	201.0
YKR071C	63.0	265.0
YKR072C	190.0	104.0
YKR073C		1970.0
YKR074W	70.0	117.0
YKR075C	154.0	162.0
YKR076W	295.0	53.0
YKR077W	1413.0	95.0
YKR078W	40.0	48.0
YKR079C	254.0	173.0
YKR080W	173.0	151.0
YKR081C	23.0	96.0
YKR082W	57.0	82.0
YKR083C	81.0	133.0
YKR084C	56.0	131.0
YKR085C	19.0	93.0
YKR086W	33.0	220.0
YKR087C	22.0	101.0
YKR088C	13.0	67.0
YKR089C	77.0	175.0
YKR090W	178.0	197.0
YKR091W	89.0	185.0
YKR092C	29.0	248.0
YKR093W	198.0	203.0
YKR094C	67.0	191.0
YKR095W	180.0	190.0
YKR095W-A	66.0	124.0
YKR096W	285.0	112.0
YKR097W	288.0	228.0
YKR098C	141.0	2010.0
YKR099W	390.0	115.0
YKR100C	360.0	51.0
YKR101W	21.0	2692.0
YKR102W		141.0
YKR103W	2272.0	
YKR105C	49.0	157.0
YKR106W		328.0
YLL001W	71.0	185.0
YLL002W	38.0	69.0
YLL003W	60.0	58.0
YLL004W	10.0	73.0
YLL006W	38.0	1872.0
YLL007C	884.0	165.0
YLL008W	32.0	98.0
YLL009C	58.0	121.0
YLL010C	242.0	236.0
YLL011W	29.0	71.0
YLL012W	148.0	86.0
YLL013C	271.0	419.0
YLL014W	18.0	174.0
YLL015W	138.0	170.0
YLL018C	52.0	157.0
YLL018C-A	58.0	485.0
YLL019C	283.0	201.0
YLL021W	157.0	153.0
YLL022C	41.0	59.0
YLL023C	53.0	128.0
YLL024C	44.0	141.0
YLL025W	899.0	195.0
YLL026W	171.0	92.0
YLL027W	244.0	107.0
YLL028W	183.0	394.0
YLL029W	103.0	108.0
YLL031C	64.0	98.0
YLL032C	80.0	366.0
YLL033W	10.0	287.0
YLL034C	54.0	104.0
YLL035W	170.0	170.0
YLL036C	58.0	132.0
YLL038C	51.0	1843.0
YLL039C	111.0	137.0
YLL040C	111.0	66.0
YLL041C	77.0	379.0
YLL042C	37.0	103.0
YLL043W	334.0	169.0
YLL045C	76.0	115.0
YLL046C		289.0
YLL048C	193.0	85.0
YLL049W	39.0	
YLL050C	29.0	126.0
YLL051C	76.0	741.0
YLL052C	406.0	510.0
YLL053C	806.0	101.0
YLL054C	86.0	384.0
YLL055W	745.0	53.0
YLL056C	1331.0	127.0
YLL057C	118.0	192.0
YLL058W	592.0	155.0
YLL060C	860.0	225.0
YLL061W	762.0	509.0
YLL062C	155.0	411.0
YLL063C		86.0
YLL066C	910.0	79.0
YLL066W-B	833.0	16.0
YLL067C	951.0	171.0
YLR001C	31.0	75.0
YLR003C	46.0	106.0
YLR004C	311.0	75.0
YLR005W	155.0	199.0
YLR006C	175.0	263.0
YLR007W	19.0	612.0
YLR008C	111.0	282.0
YLR009W	183.0	135.0
YLR010C	13.0	123.0
YLR011W	114.0	394.0
YLR013W		358.0
YLR014C		280.0
YLR015W	181.0	676.0
YLR016C	69.0	50.0
YLR017W	8.0	88.0
YLR018C	90.0	121.0
YLR019W	317.0	257.0
YLR020C	50.0	180.0
YLR021W	217.0	72.0
YLR022C	24.0	66.0
YLR023C	671.0	419.0
YLR024C	197.0	2584.0
YLR025W	92.0	125.0
YLR026C	481.0	162.0
YLR027C	40.0	88.0
YLR028C	209.0	99.0
YLR029C	32.0	136.0
YLR030W		726.0
YLR031W	849.0	22.0
YLR032W	49.0	55.0
YLR033W	112.0	197.0
YLR034C	165.0	180.0
YLR035C	73.0	416.0
YLR035C-A	1095.0	320.0
YLR036C	221.0	302.0
YLR037C	1531.0	156.0
YLR038C	87.0	319.0
YLR039C		566.0
YLR040C	85.0	136.0
YLR042C	65.0	109.0
YLR043C	61.0	107.0
YLR044C	42.0	81.0
YLR045C	93.0	274.0
YLR046C	1508.0	94.0
YLR047C	302.0	1399.0
YLR048W	109.0	246.0
YLR049C	191.0	141.0
YLR050C	206.0	104.0
YLR051C	21.0	113.0
YLR052W	21.0	124.0
YLR053C	54.0	107.0
YLR054C		230.0
YLR055C	51.0	59.0
YLR056W	189.0	128.0
YLR057W	91.0	1585.0
YLR058C	116.0	147.0
YLR059C	3.0	186.0
YLR060W	67.0	112.0
YLR061W	56.0	102.0
YLR063W		367.0
YLR064W	1229.0	69.0
YLR065C	34.0	116.0
YLR066W	60.0	111.0
YLR067C	101.0	658.0
YLR068W	29.0	111.0
YLR069C	83.0	147.0
YLR070C	23.0	105.0
YLR071C	37.0	140.0
YLR072W	29.0	87.0
YLR073C	130.0	81.0
YLR074C	54.0	72.0
YLR075W	62.0	140.0
YLR077W	42.0	159.0
YLR078C	53.0	79.0
YLR079W	52.0	152.0
YLR080W	21.0	74.0
YLR081W	179.0	232.0
YLR082C	61.0	352.0
YLR083C	174.0	225.0
YLR084C	157.0	95.0
YLR085C	43.0	124.0
YLR086W	46.0	309.0
YLR087C	213.0	167.0
YLR088W	32.0	269.0
YLR089C	304.0	79.0
YLR090W	81.0	103.0
YLR091W	27.0	377.0
YLR092W	1274.0	195.0
YLR093C	53.0	217.0
YLR094C	113.0	121.0
YLR095C	82.0	64.0
YLR096W	217.0	149.0
YLR097C	77.0	134.0
YLR098C	202.0	129.0
YLR099C	28.0	131.0
YLR099W-A	34.0	57.0
YLR100W	622.0	922.0
YLR102C	43.0	139.0
YLR103C	78.0	71.0
YLR104W	291.0	81.0
YLR105C	39.0	101.0
YLR106C	164.0	185.0
YLR107W	27.0	124.0
YLR108C	1363.0	146.0
YLR109W	307.0	68.0
YLR110C	118.0	142.0
YLR112W		426.0
YLR113W	464.0	148.0
YLR114C	65.0	479.0
YLR115W	36.0	157.0
YLR116W	4.0	190.0
YLR117C	38.0	143.0
YLR118C	226.0	167.0
YLR119W	228.0	159.0
YLR120C	113.0	348.0
YLR121C	783.0	495.0
YLR122C	392.0	704.0
YLR125W	1637.0	663.0
YLR126C	79.0	246.0
YLR127C	413.0	1217.0
YLR128W	59.0	253.0
YLR129W	1030.0	145.0
YLR130C	354.0	56.0
YLR131C	273.0	123.0
YLR132C	69.0	381.0
YLR133W	78.0	536.0
YLR134W	2312.0	124.0
YLR135W	64.0	178.0
YLR136C	56.0	239.0
YLR137W	27.0	54.0
YLR138W	173.0	65.0
YLR139C	38.0	188.0
YLR141W	33.0	459.0
YLR142W	519.0	133.0
YLR143W		309.0
YLR144C	19.0	293.0
YLR145W	598.0	60.0
YLR146C	45.0	86.0
YLR146W-A	9.0	82.0
YLR147C	19.0	107.0
YLR148W	61.0	139.0
YLR149C	69.0	198.0
YLR150W	212.0	230.0
YLR151C	1.0	196.0
YLR152C	135.0	99.0
YLR153C	31.0	263.0
YLR154C	52.0	61.0
YLR154C-G	1296.0	1599.0
YLR154W-C	1720.0	111.0
YLR155C	1019.0	90.0
YLR156C-A	198.0	
YLR157C	112.0	82.0
YLR157C-A		2425.0
YLR157C-B		328.0
YLR157W-D	1292.0	395.0
YLR157W-E	969.0	
YLR158C	112.0	93.0
YLR159W	2141.0	555.0
YLR160C	1851.0	85.0
YLR161W	312.0	
YLR163C	25.0	99.0
YLR164W	24.0	102.0
YLR165C	23.0	121.0
YLR166C	127.0	70.0
YLR167W	71.0	62.0
YLR168C	55.0	129.0
YLR170C	41.0	282.0
YLR172C	37.0	71.0
YLR173W	90.0	1689.0
YLR174W	2260.0	107.0
YLR175W	98.0	139.0
YLR176C	501.0	102.0
YLR177W	32.0	75.0
YLR178C	35.0	67.0
YLR179C	83.0	102.0
YLR180W	111.0	245.0
YLR181C	85.0	136.0
YLR182W	54.0	162.0
YLR183C	64.0	161.0
YLR185W	100.0	100.0
YLR186W	60.0	83.0
YLR187W	265.0	118.0
YLR188W	83.0	393.0
YLR189C	81.0	75.0
YLR190W	484.0	379.0
YLR191W	49.0	122.0
YLR192C	49.0	257.0
YLR193C	21.0	169.0
YLR194C	20.0	63.0
YLR195C	31.0	310.0
YLR196W	80.0	116.0
YLR197W	51.0	182.0
YLR199C	40.0	154.0
YLR200W	28.0	296.0
YLR201C	52.0	107.0
YLR203C	64.0	107.0
YLR204W	30.0	148.0
YLR205C	543.0	63.0
YLR206W	575.0	136.0
YLR207W	82.0	94.0
YLR208W	92.0	303.0
YLR209C	34.0	208.0
YLR210W	78.0	179.0
YLR211C	58.0	337.0
YLR212C	47.0	170.0
YLR213C	92.0	123.0
YLR214W	200.0	134.0
YLR215C	59.0	117.0
YLR216C	35.0	116.0
YLR218C	200.0	100.0
YLR219W	195.0	155.0
YLR220W	143.0	178.0
YLR221C	45.0	233.0
YLR222C	52.0	166.0
YLR223C	397.0	203.0
YLR224W	266.0	96.0
YLR225C	90.0	121.0
YLR226W	49.0	611.0
YLR227C	382.0	140.0
YLR227W-A		2397.0
YLR227W-B		327.0
YLR228C	863.0	227.0
YLR229C	218.0	91.0
YLR231C	27.0	147.0
YLR233C	220.0	1751.0
YLR234W	40.0	413.0
YLR236C		1355.0
YLR237W	135.0	208.0
YLR238W	101.0	122.0
YLR239C	57.0	110.0
YLR240W	65.0	154.0
YLR241W	73.0	1219.0
YLR242C	80.0	38.0
YLR243W	105.0	164.0
YLR244C	638.0	55.0
YLR245C	18.0	1389.0
YLR246W	46.0	469.0
YLR247C	27.0	132.0
YLR248W	705.0	134.0
YLR249W	98.0	81.0
YLR250W	53.0	107.0
YLR251W	126.0	293.0
YLR253W	80.0	95.0
YLR254C	81.0	79.0
YLR255C	26.0	1275.0
YLR256W	300.0	185.0
YLR256W-A	53.0	2421.0
YLR257W	219.0	98.0
YLR258W	85.0	370.0
YLR259C	55.0	170.0
YLR260W	160.0	177.0
YLR261C	409.0	254.0
YLR262C	81.0	261.0
YLR262C-A	52.0	111.0
YLR263W	147.0	64.0
YLR264C-A	24.0	437.0
YLR264W	22.0	648.0
YLR265C		164.0
YLR266C	62.0	150.0
YLR267W	70.0	136.0
YLR268W	75.0	166.0
YLR270W	109.0	215.0
YLR271W	158.0	887.0
YLR272C	97.0	73.0
YLR273C	266.0	162.0
YLR274W	677.0	133.0
YLR275W	232.0	263.0
YLR276C	96.0	573.0
YLR277C	193.0	138.0
YLR278C	171.0	153.0
YLR281C	26.0	333.0
YLR283W	94.0	74.0
YLR284C	62.0	129.0
YLR285C-A	2033.0	145.0
YLR285W	47.0	194.0
YLR286C	240.0	187.0
YLR287C	80.0	678.0
YLR287C-A	19.0	214.0
YLR288C	31.0	137.0
YLR289W	54.0	136.0
YLR290C	10.0	106.0
YLR291C	69.0	184.0
YLR292C	14.0	225.0
YLR293C	78.0	105.0
YLR295C	51.0	295.0
YLR296W	310.0	550.0
YLR297W	214.0	297.0
YLR298C	5.0	71.0
YLR299W	209.0	127.0
YLR300W	117.0	245.0
YLR301W	30.0	297.0
YLR304C	52.0	249.0
YLR305C	52.0	127.0
YLR306W	82.0	119.0
YLR307C-A	146.0	256.0
YLR307W	85.0	81.0
YLR309C	21.0	147.0
YLR310C	168.0	244.0
YLR312C	163.0	302.0
YLR312W-A	12.0	159.0
YLR313C	52.0	443.0
YLR314C	70.0	111.0
YLR315W	54.0	959.0
YLR316C	68.0	82.0
YLR318W	166.0	265.0
YLR319C	71.0	186.0
YLR320W	46.0	63.0
YLR321C	44.0	329.0
YLR323C	77.0	229.0
YLR324W	72.0	114.0
YLR325C	55.0	247.0
YLR326W	168.0	128.0
YLR327C	108.0	189.0
YLR328W	218.0	188.0
YLR330W	55.0	139.0
YLR331C	962.0	413.0
YLR332W	456.0	174.0
YLR333C	468.0	109.0
YLR335W	353.0	102.0
YLR336C	56.0	166.0
YLR337C	61.0	120.0
YLR340W	69.0	89.0
YLR342W	257.0	515.0
YLR342W-A	6070.0	159.0
YLR343W	573.0	73.0
YLR344W	66.0	106.0
YLR345W	90.0	91.0
YLR346C	148.0	166.0
YLR347C	120.0	333.0
YLR348C	30.0	70.0
YLR350W	423.0	100.0
YLR351C	19.0	134.0
YLR352W	762.0	95.0
YLR353W	481.0	158.0
YLR354C	60.0	158.0
YLR355C	87.0	222.0
YLR356W	31.0	152.0
YLR357W	64.0	189.0
YLR359W	152.0	151.0
YLR360W	111.0	138.0
YLR361C	21.0	558.0
YLR361C-A	38.0	174.0
YLR362W	57.0	202.0
YLR363C	79.0	454.0
YLR363W-A	28.0	166.0
YLR364W	94.0	51.0
YLR367W	7.0	54.0
YLR368W	77.0	45.0
YLR369W	254.0	123.0
YLR370C	51.0	163.0
YLR371W	242.0	175.0
YLR372W	212.0	259.0
YLR373C	579.0	227.0
YLR375W	37.0	92.0
YLR376C	1279.0	1154.0
YLR377C	56.0	152.0
YLR378C	210.0	171.0
YLR380W	103.0	140.0
YLR381W	48.0	104.0
YLR382C	254.0	167.0
YLR383W	477.0	68.0
YLR384C	513.0	53.0
YLR385C	23.0	3469.0
YLR386W	58.0	150.0
YLR387C	97.0	116.0
YLR388W	5.0	75.0
YLR389C	734.0	215.0
YLR390W	11.0	100.0
YLR390W-A	58.0	222.0
YLR392C	179.0	98.0
YLR393W	44.0	1615.0
YLR394W	540.0	135.0
YLR395C	68.0	296.0
YLR396C	57.0	250.0
YLR397C	16.0	139.0
YLR398C	40.0	223.0
YLR399C	46.0	321.0
YLR401C	42.0	47.0
YLR403W	650.0	434.0
YLR404W	37.0	52.0
YLR405W	23.0	164.0
YLR406C	30.0	189.0
YLR406C-A	156.0	
YLR407W	244.0	233.0
YLR408C		121.0
YLR409C	64.0	55.0
YLR410W	65.0	95.0
YLR410W-A		2568.0
YLR410W-B		314.0
YLR411W		167.0
YLR412C-A	4893.0	
YLR412W	270.0	857.0
YLR413W	45.0	121.0
YLR414C	149.0	131.0
YLR415C	769.0	1037.0
YLR417W	611.0	100.0
YLR418C	65.0	263.0
YLR419W	61.0	233.0
YLR420W	39.0	78.0
YLR421C	67.0	238.0
YLR422W	115.0	104.0
YLR423C	36.0	222.0
YLR424W	44.0	123.0
YLR425W	257.0	69.0
YLR426W	23.0	76.0
YLR427W	146.0	172.0
YLR429W	59.0	165.0
YLR430W	324.0	99.0
YLR431C	171.0	215.0
YLR432W	142.0	121.0
YLR433C	114.0	293.0
YLR435W	65.0	165.0
YLR436C	264.0	37.0
YLR437C	18.0	158.0
YLR438C-A	71.0	121.0
YLR438W	934.0	110.0
YLR439W	129.0	175.0
YLR440C	104.0	163.0
YLR441C	65.0	246.0
YLR442C	73.0	103.0
YLR443W	171.0	103.0
YLR445W		766.0
YLR446W	559.0	289.0
YLR447C	71.0	170.0
YLR448W	100.0	249.0
YLR449W	35.0	87.0
YLR450W	166.0	104.0
YLR451W	115.0	161.0
YLR452C	1668.0	444.0
YLR453C	93.0	2483.0
YLR454W	149.0	74.0
YLR455W	258.0	391.0
YLR456W	12.0	80.0
YLR457C	355.0	181.0
YLR459W	39.0	612.0
YLR460C	184.0	103.0
YLR462W	341.0	
YLR464W		3750.0
YLR466W		79.0
YLR467W	110.0	79.0
YML001W	96.0	82.0
YML002W	1245.0	91.0
YML003W	203.0	2490.0
YML004C	27.0	171.0
YML005W	14.0	1055.0
YML006C	223.0	91.0
YML007C-A	53.0	1394.0
YML007W	162.0	194.0
YML008C	49.0	90.0
YML009C	42.0	147.0
YML010W	54.0	243.0
YML011C	55.0	172.0
YML012W	1971.0	133.0
YML013W	4.0	971.0
YML014W	41.0	106.0
YML015C	39.0	152.0
YML016C	264.0	317.0
YML017W	82.0	326.0
YML018C	170.0	129.0
YML019W	40.0	285.0
YML020W	276.0	175.0
YML021C	459.0	142.0
YML022W	22.0	221.0
YML023C	65.0	241.0
YML024W	58.0	123.0
YML025C	49.0	108.0
YML026C	153.0	211.0
YML027W	78.0	308.0
YML028W	43.0	113.0
YML029W	83.0	948.0
YML030W	26.0	231.0
YML031W	38.0	79.0
YML032C	52.0	166.0
YML034W	99.0	184.0
YML035C	206.0	168.0
YML036W	47.0	52.0
YML037C	68.0	1836.0
YML038C	1373.0	225.0
YML039W		321.0
YML040W		2425.0
YML041C	215.0	1823.0
YML042W	96.0	168.0
YML043C	164.0	147.0
YML045W		378.0
